chrom	chromStart	chromEnd	name
Chromosome	1626002	1626186	25h
Chromosome	1625808	1626219	48h
Chromosome	1627432	1627655	25h
Chromosome	1627431	1627636	48h
Chromosome	1636932	1637486	25h
Chromosome	1636928	1637508	48h
Chromosome	1638810	1639240	25h
Chromosome	1638776	1639207	48h
Chromosome	1640357	1640734	25h
Chromosome	1640326	1640756	48h
Chromosome	1648051	1648301	25h
Chromosome	1648037	1648323	48h
Chromosome	1649543	1650051	25h
Chromosome	1649493	1650051	48h
Chromosome	1661531	1661840	25h
Chromosome	1661515	1661871	48h
Chromosome	1670033	1670202	25h
Chromosome	1669999	1670233	48h
Chromosome	1710741	1711062	25h
Chromosome	1710751	1711057	48h
Chromosome	1748101	1748436	25h
Chromosome	1748089	1748459	48h
Chromosome	1752207	1752389	25h
Chromosome	1752175	1752420	48h
Chromosome	1758496	1758715	25h
Chromosome	1758456	1758737	48h
Chromosome	1763791	1763981	25h
Chromosome	1763765	1764019	48h
Chromosome	1763791	1763981	25h
Chromosome	1763765	1764019	48h
Chromosome	1785803	1785963	25h
Chromosome	1785785	1786000	48h
Chromosome	1820165	1820430	25h
Chromosome	1820222	1820390	48h
Chromosome	1830198	1830482	25h
Chromosome	1830158	1830522	48h
Chromosome	1854745	1854961	25h
Chromosome	1854719	1854979	48h
Chromosome	1880236	1880460	25h
Chromosome	1880212	1880476	48h
Chromosome	1883673	1883909	25h
Chromosome	1883656	1883934	48h
Chromosome	1883673	1883909	25h
Chromosome	1883656	1883934	48h
Chromosome	1926749	1927047	25h
Chromosome	1926727	1927062	48h
Chromosome	1929556	1929730	25h
Chromosome	1929525	1929758	48h
Chromosome	1941187	1941528	25h
Chromosome	1941177	1941552	48h
Chromosome	1949788	1950184	25h
Chromosome	1949650	1950211	48h
Chromosome	1967444	1967990	25h
Chromosome	1967481	1968010	48h
Chromosome	1998141	1998383	25h
Chromosome	1998168	1998380	48h
Chromosome	1998141	1998383	25h
Chromosome	1998168	1998380	48h
Chromosome	2034395	2034546	25h
Chromosome	2034333	2034625	48h
Chromosome	2052080	2052283	25h
Chromosome	2052078	2052302	48h
Chromosome	2052512	2052725	25h
Chromosome	2052561	2052755	48h
Chromosome	2055631	2055844	25h
Chromosome	2055605	2055901	48h
Chromosome	2059107	2059326	25h
Chromosome	2059097	2059318	48h
Chromosome	2059107	2059326	25h
Chromosome	2059097	2059318	48h
Chromosome	2063774	2063959	25h
Chromosome	2063756	2063952	48h
Chromosome	2071328	2071645	25h
Chromosome	2071344	2071621	48h
Chromosome	2077951	2078167	25h
Chromosome	2077905	2078234	48h
Chromosome	2080098	2080320	25h
Chromosome	2079991	2080363	48h
Chromosome	2135717	2135907	25h
Chromosome	2135687	2135935	48h
Chromosome	2147473	2147880	25h
Chromosome	2147260	2147897	48h
Chromosome	2157625	2157842	25h
Chromosome	2157587	2157858	48h
Chromosome	2171809	2172056	25h
Chromosome	2171732	2172014	48h
Chromosome	2190417	2190684	25h
Chromosome	2190389	2190696	48h
Chromosome	2201433	2201603	25h
Chromosome	2201414	2201637	48h
Chromosome	2211161	2211554	25h
Chromosome	2211183	2211580	48h
Chromosome	2211161	2211554	25h
Chromosome	2211183	2211580	48h
Chromosome	2218152	2218497	25h
Chromosome	2218145	2218534	48h
Chromosome	2231744	2231994	25h
Chromosome	2231728	2232027	48h
Chromosome	2232277	2232534	25h
Chromosome	2232275	2232554	48h
Chromosome	2237962	2238241	25h
Chromosome	2237942	2238254	48h
Chromosome	2240647	2241128	25h
Chromosome	2240627	2241097	48h
Chromosome	2243100	2243326	25h
Chromosome	2243073	2243357	48h
Chromosome	2276314	2276540	25h
Chromosome	2276290	2276565	48h
Chromosome	2285829	2286085	25h
Chromosome	2285596	2286114	48h
Chromosome	2288942	2289358	25h
Chromosome	2288907	2289396	48h
Chromosome	2300694	2300978	25h
Chromosome	2300709	2301016	48h
Chromosome	2301546	2301793	25h
Chromosome	2301509	2301792	48h
Chromosome	2311807	2312190	25h
Chromosome	2311776	2312281	48h
Chromosome	2313543	2313685	25h
Chromosome	2313496	2313986	48h
Chromosome	2331868	2332134	25h
Chromosome	2331849	2332169	48h
Chromosome	2333371	2333688	25h
Chromosome	2333348	2333716	48h
Chromosome	2348419	2348749	25h
Chromosome	2348405	2348765	48h
Chromosome	2367471	2367820	25h
Chromosome	2367459	2367839	48h
Chromosome	2367471	2367820	25h
Chromosome	2367459	2367839	48h
Chromosome	2397935	2398403	25h
Chromosome	2397907	2398411	48h
Chromosome	2463391	2463642	25h
Chromosome	2463411	2463627	48h
Chromosome	2469769	2469947	25h
Chromosome	2469747	2469959	48h
Chromosome	2490071	2490264	25h
Chromosome	2490036	2490299	48h
Chromosome	2490071	2490264	25h
Chromosome	2490036	2490299	48h
Chromosome	2491865	2492022	25h
Chromosome	2491854	2492051	48h
Chromosome	2491865	2492022	25h
Chromosome	2491854	2492051	48h
Chromosome	2498775	2499037	25h
Chromosome	2498743	2499066	48h
Chromosome	2498775	2499037	25h
Chromosome	2498743	2499066	48h
Chromosome	2510296	2510479	25h
Chromosome	2510282	2510492	48h
Chromosome	2511598	2511849	25h
Chromosome	2511581	2511866	48h
Chromosome	2511598	2511849	25h
Chromosome	2511581	2511866	48h
Chromosome	2516796	2516976	25h
Chromosome	2516812	2517016	48h
Chromosome	2527773	2528137	25h
Chromosome	2527765	2528503	48h
Chromosome	2535405	2535622	25h
Chromosome	2535389	2535658	48h
Chromosome	2536603	2537011	25h
Chromosome	2536632	2537005	48h
Chromosome	2538478	2538652	25h
Chromosome	2538452	2538684	48h
Chromosome	2544278	2544497	25h
Chromosome	2544258	2544516	48h
Chromosome	2551498	2551731	25h
Chromosome	2551480	2551747	48h
Chromosome	2551895	2552258	25h
Chromosome	2551886	2552266	48h
Chromosome	2561381	2561691	25h
Chromosome	2561344	2561722	48h
Chromosome	2568122	2568370	25h
Chromosome	2568133	2568335	48h
Chromosome	2573247	2573482	25h
Chromosome	2573225	2573500	48h
Chromosome	2576522	2576822	25h
Chromosome	2576513	2576896	48h
Chromosome	2578073	2578363	25h
Chromosome	2578062	2578363	48h
Chromosome	2593617	2593836	25h
Chromosome	2593596	2593857	48h
Chromosome	2595061	2595336	25h
Chromosome	2595056	2595336	48h
Chromosome	2610041	2610333	25h
Chromosome	2609941	2610384	48h
Chromosome	2623608	2624114	25h
Chromosome	2623578	2624036	48h
Chromosome	2687784	2688026	25h
Chromosome	2687752	2688060	48h
Chromosome	2687784	2688026	25h
Chromosome	2687752	2688060	48h
Chromosome	2691286	2691686	25h
Chromosome	2691276	2691693	48h
Chromosome	2703711	2703898	25h
Chromosome	2703698	2703889	48h
Chromosome	2703711	2703898	25h
Chromosome	2703698	2703889	48h
Chromosome	2705436	2705630	25h
Chromosome	2705439	2705638	48h
Chromosome	2731125	2731384	25h
Chromosome	2731102	2731399	48h
Chromosome	2747114	2747415	25h
Chromosome	2747091	2747424	48h
Chromosome	2773426	2773655	25h
Chromosome	2773406	2773667	48h
Chromosome	2778358	2778556	25h
Chromosome	2778340	2778575	48h
Chromosome	2802975	2803230	25h
Chromosome	2802957	2803248	48h
Chromosome	2812567	2812885	25h
Chromosome	2812538	2812926	48h
Chromosome	2836756	2837033	25h
Chromosome	2836709	2837117	48h
Chromosome	2844234	2844522	25h
Chromosome	2844197	2844567	48h
Chromosome	2847985	2848279	25h
Chromosome	2847960	2848307	48h
Chromosome	2883435	2884111	25h
Chromosome	2883416	2884150	48h
Chromosome	2891367	2891724	25h
Chromosome	2891386	2891751	48h
Chromosome	2916378	2916617	25h
Chromosome	2916345	2916682	48h
Chromosome	2918154	2918453	25h
Chromosome	2918140	2918479	48h
Chromosome	2924328	2924515	25h
Chromosome	2924300	2924546	48h
Chromosome	2930756	2931207	25h
Chromosome	2930750	2931274	48h
Chromosome	2930756	2931207	25h
Chromosome	2930750	2931274	48h
Chromosome	2962162	2962378	25h
Chromosome	2962157	2962370	48h
Chromosome	2962162	2962378	25h
Chromosome	2962157	2962370	48h
Chromosome	2966576	2966828	25h
Chromosome	2966546	2966820	48h
Chromosome	2971939	2972174	25h
Chromosome	2971926	2972197	48h
Chromosome	2971939	2972174	25h
Chromosome	2971926	2972197	48h
Chromosome	2992684	2992877	25h
Chromosome	2992650	2992899	48h
Chromosome	3021635	3021797	25h
Chromosome	3021602	3021834	48h
Chromosome	3025397	3025681	25h
Chromosome	3025391	3025681	48h
Chromosome	3032850	3033227	25h
Chromosome	3032891	3033265	48h
Chromosome	3043357	3043679	25h
Chromosome	3043343	3043677	48h
Chromosome	3046879	3047141	25h
Chromosome	3046878	3047127	48h
Chromosome	3046879	3047141	25h
Chromosome	3046878	3047127	48h
Chromosome	3054310	3054584	25h
Chromosome	3054077	3054607	48h
Chromosome	3080320	3080791	25h
Chromosome	3080306	3080766	48h
Chromosome	3082061	3082270	25h
Chromosome	3082038	3082321	48h
Chromosome	3088747	3089368	25h
Chromosome	3088761	3089382	48h
Chromosome	3089770	3089950	25h
Chromosome	3089730	3089979	48h
Chromosome	3137029	3137246	25h
Chromosome	3137014	3137277	48h
Chromosome	3144113	3144635	25h
Chromosome	3144084	3144646	48h
Chromosome	3153769	3153950	25h
Chromosome	3153788	3153964	48h
Chromosome	3154943	3155280	25h
Chromosome	3154971	3155250	48h
Chromosome	3157422	3157574	25h
Chromosome	3157390	3157627	48h
Chromosome	3157422	3157574	25h
Chromosome	3157390	3157627	48h
Chromosome	3157422	3157574	25h
Chromosome	3157390	3157627	48h
Chromosome	3162974	3163267	25h
Chromosome	3163018	3163303	48h
Chromosome	3169190	3169639	25h
Chromosome	3169185	3169646	48h
Chromosome	3176956	3177174	25h
Chromosome	3176970	3177193	48h
Chromosome	3176956	3177174	25h
Chromosome	3176970	3177193	48h
Chromosome	3226781	3227211	25h
Chromosome	3226626	3227293	48h
Chromosome	3228830	3229142	25h
Chromosome	3228798	3229191	48h
Chromosome	3236345	3236717	25h
Chromosome	3236342	3236712	48h
Chromosome	3236345	3236717	25h
Chromosome	3236342	3236712	48h
Chromosome	3245213	3245597	25h
Chromosome	3245184	3245610	48h
Chromosome	3275468	3275696	25h
Chromosome	3275500	3275685	48h
Chromosome	3275468	3275696	25h
Chromosome	3275500	3275685	48h
Chromosome	3291888	3292260	25h
Chromosome	3291873	3292251	48h
Chromosome	3321233	3321426	25h
Chromosome	3321206	3321452	48h
Chromosome	3343012	3343262	25h
Chromosome	3343041	3343257	48h
Chromosome	3344358	3344565	25h
Chromosome	3344366	3344582	48h
Chromosome	3352483	3353081	25h
Chromosome	3352463	3353086	48h
Chromosome	3356630	3356928	25h
Chromosome	3356617	3356955	48h
Chromosome	3392955	3393255	25h
Chromosome	3392940	3393270	48h
Chromosome	3394135	3394456	25h
Chromosome	3394113	3394470	48h
Chromosome	3418718	3418998	25h
Chromosome	3418729	3418993	48h
Chromosome	3418718	3418998	25h
Chromosome	3418729	3418993	48h
Chromosome	3424650	3425258	25h
Chromosome	3424630	3425276	48h
Chromosome	3441558	3441844	25h
Chromosome	3441539	3441866	48h
Chromosome	3441558	3441844	25h
Chromosome	3441539	3441866	48h
Chromosome	3456262	3456403	25h
Chromosome	3456244	3456414	48h
Chromosome	3462759	3463108	25h
Chromosome	3462745	3463131	48h
Chromosome	3481636	3481845	25h
Chromosome	3481652	3481862	48h
Chromosome	3487426	3487656	25h
Chromosome	3487425	3487646	48h
Chromosome	3487426	3487656	25h
Chromosome	3487425	3487646	48h
Chromosome	3507594	3507833	25h
Chromosome	3507574	3507864	48h
Chromosome	3522535	3522747	25h
Chromosome	3522552	3522758	48h
Chromosome	3523423	3523669	25h
Chromosome	3523388	3523686	48h
Chromosome	3536583	3536931	25h
Chromosome	3536573	3536939	48h
Chromosome	3602112	3602294	25h
Chromosome	3602076	3602322	48h
Chromosome	3616174	3616352	25h
Chromosome	3616162	3616353	48h
Chromosome	3618084	3618405	25h
Chromosome	3618077	3618418	48h
Chromosome	3618084	3618405	25h
Chromosome	3618077	3618418	48h
Chromosome	3618084	3618405	25h
Chromosome	3618077	3618418	48h
Chromosome	3648307	3648505	25h
Chromosome	3648254	3648509	48h
Chromosome	3672589	3672909	25h
Chromosome	3672576	3672920	48h
Chromosome	3679534	3679741	25h
Chromosome	3679515	3679707	48h
Chromosome	3683901	3684127	25h
Chromosome	3683870	3684151	48h
Chromosome	3704736	3704974	25h
Chromosome	3704730	3704973	48h
Chromosome	3713923	3714263	25h
Chromosome	3713887	3714292	48h
Chromosome	3720460	3720776	25h
Chromosome	3720442	3720785	48h
Chromosome	3720460	3720776	25h
Chromosome	3720442	3720785	48h
Chromosome	3721216	3721449	25h
Chromosome	3721214	3721416	48h
Chromosome	3733075	3733291	25h
Chromosome	3733045	3733312	48h
Chromosome	3760217	3760781	25h
Chromosome	3760255	3760798	48h
Chromosome	3774995	3775258	25h
Chromosome	3774965	3775279	48h
Chromosome	3774995	3775258	25h
Chromosome	3774965	3775279	48h
Chromosome	3785366	3785572	25h
Chromosome	3785351	3785577	48h
Chromosome	3791288	3791564	25h
Chromosome	3791278	3791580	48h
Chromosome	3791288	3791564	25h
Chromosome	3791278	3791580	48h
Chromosome	3791288	3791564	25h
Chromosome	3791278	3791580	48h
Chromosome	3810886	3811154	25h
Chromosome	3810864	3811173	48h
Chromosome	3827043	3827440	25h
Chromosome	3827039	3827447	48h
Chromosome	3830525	3830922	25h
Chromosome	3830527	3830943	48h
Chromosome	3831438	3831692	25h
Chromosome	3831425	3831702	48h
Chromosome	3844511	3844685	25h
Chromosome	3844476	3844709	48h
Chromosome	3845744	3845958	25h
Chromosome	3845696	3846064	48h
Chromosome	3846794	3847259	25h
Chromosome	3846761	3847273	48h
Chromosome	3854637	3854973	25h
Chromosome	3854634	3854972	48h
Chromosome	3855284	3855462	25h
Chromosome	3855276	3855459	48h
Chromosome	3871278	3871494	25h
Chromosome	3871233	3871527	48h
Chromosome	3881956	3882210	25h
Chromosome	3881985	3882216	48h
Chromosome	3893084	3893318	25h
Chromosome	3893067	3893336	48h
Chromosome	3902021	3902407	25h
Chromosome	3902029	3902427	48h
Chromosome	3905840	3906159	25h
Chromosome	3905828	3906171	48h
Chromosome	3906728	3906903	25h
Chromosome	3906699	3906916	48h
Chromosome	3923376	3923758	25h
Chromosome	3923377	3923789	48h
Chromosome	3932959	3933471	25h
Chromosome	3932932	3933460	48h
Chromosome	3936001	3936263	25h
Chromosome	3935980	3936293	48h
Chromosome	3960831	3961123	25h
Chromosome	3960806	3961153	48h
Chromosome	3970969	3971112	25h
Chromosome	3970773	3971139	48h
Chromosome	3974806	3975017	25h
Chromosome	3974779	3975052	48h
Chromosome	3981921	3982268	25h
Chromosome	3981952	3982227	48h
Chromosome	3981921	3982268	25h
Chromosome	3981952	3982227	48h
Chromosome	3996934	3997160	25h
Chromosome	3996923	3997186	48h
Chromosome	4044545	4044771	25h
Chromosome	4044523	4044796	48h
Chromosome	4054224	4054366	25h
Chromosome	4054206	4054399	48h
Chromosome	4054224	4054366	25h
Chromosome	4054206	4054399	48h
Chromosome	4061134	4061333	25h
Chromosome	4061108	4061362	48h
Chromosome	4071940	4072177	25h
Chromosome	4071973	4072159	48h
Chromosome	4080829	4080970	25h
Chromosome	4080796	4081006	48h
Chromosome	4105138	4105392	25h
Chromosome	4105093	4105410	48h
Chromosome	4119121	4119348	25h
Chromosome	4119125	4119365	48h
Chromosome	4161281	4161452	25h
Chromosome	4161261	4161475	48h
Chromosome	4179083	4179367	25h
Chromosome	4179065	4179392	48h
Chromosome	4197948	4198178	25h
Chromosome	4197941	4198164	48h
Chromosome	4215988	4216135	25h
Chromosome	4215955	4216174	48h
Chromosome	4238471	4238733	25h
Chromosome	4238444	4238775	48h
Chromosome	4241517	4241682	25h
Chromosome	4241501	4241682	48h
Chromosome	4241517	4241682	25h
Chromosome	4241501	4241682	48h
Chromosome	4273578	4273774	25h
Chromosome	4273558	4273798	48h
Chromosome	4289997	4290148	25h
Chromosome	4289979	4290148	48h
Chromosome	4289997	4290148	25h
Chromosome	4289979	4290148	48h
Chromosome	4292509	4292680	25h
Chromosome	4292488	4292679	48h
Chromosome	4293756	4293998	25h
Chromosome	4293767	4294143	48h
Chromosome	4303258	4303442	25h
Chromosome	4303207	4303509	48h
Chromosome	4306325	4306631	25h
Chromosome	4306345	4306598	48h
Chromosome	4310925	4311186	25h
Chromosome	4310942	4311151	48h
Chromosome	4317391	4317650	25h
Chromosome	4317341	4317673	48h
Chromosome	4317391	4317650	25h
Chromosome	4317341	4317673	48h
Chromosome	4318066	4318262	25h
Chromosome	4318032	4318296	48h
Chromosome	4330084	4330299	25h
Chromosome	4330059	4330325	48h
Chromosome	4333694	4333838	25h
Chromosome	4333659	4333900	48h
Chromosome	4333694	4333838	25h
Chromosome	4333659	4333900	48h
Chromosome	4333694	4333838	25h
Chromosome	4333659	4333900	48h
Chromosome	4339081	4339379	25h
Chromosome	4339136	4339347	48h
Chromosome	4339081	4339379	25h
Chromosome	4339136	4339347	48h
Chromosome	4343213	4343512	25h
Chromosome	4343208	4343519	48h
Chromosome	4346820	4347013	25h
Chromosome	4346796	4347040	48h
Chromosome	4361928	4362197	25h
Chromosome	4361907	4362205	48h
Chromosome	4367311	4367548	25h
Chromosome	4367322	4367726	48h
Chromosome	4369760	4369980	25h
Chromosome	4369757	4369938	48h
Chromosome	4382344	4382638	25h
Chromosome	4382348	4382681	48h
Chromosome	4385986	4386136	25h
Chromosome	4385948	4386204	48h
Chromosome	4398111	4398462	25h
Chromosome	4398123	4398495	48h
Chromosome	4415715	4416109	25h
Chromosome	4415694	4416141	48h
Chromosome	4433252	4433601	25h
Chromosome	4433246	4433620	48h
Chromosome	4433252	4433601	25h
Chromosome	4433246	4433620	48h
Chromosome	4436608	4436901	25h
Chromosome	4436620	4436911	48h
Chromosome	4452602	4453010	25h
Chromosome	4452573	4453017	48h
Chromosome	4470980	4471242	25h
Chromosome	4470963	4471273	48h
Chromosome	4478987	4479413	25h
Chromosome	4478987	4479427	48h
Chromosome	4480504	4480722	25h
Chromosome	4480484	4480746	48h
Chromosome	4506796	4507198	25h
Chromosome	4506835	4507168	48h
Chromosome	4524568	4524795	25h
Chromosome	4524559	4524813	48h
Chromosome	4524568	4524795	25h
Chromosome	4524559	4524813	48h
Chromosome	4525960	4526123	25h
Chromosome	4525932	4526149	48h
Chromosome	4540208	4540350	25h
Chromosome	4540180	4540370	48h
Chromosome	4546750	4547213	25h
Chromosome	4546721	4547193	48h
Chromosome	4554386	4554660	25h
Chromosome	4554374	4554686	48h
Chromosome	4571005	4571194	25h
Chromosome	4570976	4571222	48h
Chromosome	4573978	4574116	25h
Chromosome	4573958	4574151	48h
Chromosome	4587765	4587944	25h
Chromosome	4587752	4587967	48h
Chromosome	4589777	4590115	25h
Chromosome	4589760	4590125	48h
Chromosome	4596962	4597199	25h
Chromosome	4596945	4597215	48h
Chromosome	4624880	4625038	25h
Chromosome	4624680	4625045	48h
Chromosome	4636256	4636621	25h
Chromosome	4636245	4636633	48h
Chromosome	4640629	4640871	25h
Chromosome	4640614	4640886	48h
Chromosome	4660886	4661126	25h
Chromosome	4660861	4661153	48h
Chromosome	4696809	4697332	25h
Chromosome	4696828	4697346	48h
Chromosome	4708190	4708437	25h
Chromosome	4708171	4708446	48h
Chromosome	4708190	4708437	25h
Chromosome	4708171	4708446	48h
Chromosome	4731381	4731610	25h
Chromosome	4731355	4731648	48h
Chromosome	4748774	4748919	25h
Chromosome	4748748	4749269	48h
Chromosome	4748774	4748919	25h
Chromosome	4748748	4749269	48h
Chromosome	4754153	4754481	25h
Chromosome	4754136	4754494	48h
Chromosome	4754153	4754481	25h
Chromosome	4754136	4754494	48h
Chromosome	4763910	4764059	25h
Chromosome	4763896	4764074	48h
Chromosome	4769196	4769572	25h
Chromosome	4769212	4769605	48h
Chromosome	4774903	4775149	25h
Chromosome	4774729	4775396	48h
Chromosome	4783565	4783759	25h
Chromosome	4783532	4783783	48h
Chromosome	4785099	4785328	25h
Chromosome	4785091	4785335	48h
