"gene","logFC","FDR","add_variable","start","end","strand"
"vnz_19375",3.18852934274425,3.16393432261189e-07,"MMC",4267334,4268179,"+"
"vnz_08795",3.18422805071365,6.08138882336953e-06,"MMC",2003293,2004621,"-"
"vnz_26845",3.18075964519993,1.70907754848168e-11,"MMC",5883582,5884718,"+"
"vnz_26265",3.17305846602891,3.53238471704172e-08,"MMC",5736589,5737683,"+"
"vnz_13230",3.16590919818464,6.16200707824039e-08,"MMC",2935977,2936867,"+"
"vnz_11225",3.16365942082566,5.05139829838083e-09,"MMC",2479919,2480680,"+"
"vnz_21145",3.15889719614746,1.99649072591784e-10,"MMC",4634798,4636147,"+"
"vnz_20085",3.15591579820781,5.77954708919463e-09,"MMC",4408599,4409276,"-"
"vnz_18855",3.14646794721302,2.46038220219212e-07,"MMC",4154361,4155176,"-"
"vnz_19395",3.12525683373635,1.30496047576268e-07,"MMC",4269526,4270212,"+"
"vnz_16215",3.11309597333224,1.04268052812718e-06,"MMC",3604990,3606681,"+"
"vnz_04240",3.10459830229784,1.2051789854578e-07,"MMC",1010527,1011390,"+"
"vnz_05645",3.10321205316245,1.26041657694402e-07,"MMC",1309571,1310428,"-"
"vnz_00685",3.09405197610008,2.24522571332676e-08,"MMC",150845,152896,"-"
"vnz_15535",3.0907227984667,8.90146397977134e-09,"MMC",3459029,3459589,"-"
"vnz_10590",3.08696330102039,9.22173957281176e-08,"MMC",2340277,2340621,"-"
"vnz_14330",3.08447325163797,1.20557025960098e-05,"MMC",3176910,3177539,"+"
"vnz_12265",3.0658092233198,7.68584940025511e-07,"MMC",2719668,2721122,"-"
"vnz_17055",3.06552068510381,3.16533109431732e-06,"MMC",3779429,3779632,"+"
"vnz_13250",3.05550725651626,2.5498940137676e-10,"MMC",2942085,2944403,"-"
"vnz_11740",3.04900893981987,3.57863146002363e-06,"MMC",2600151,2601497,"+"
"vnz_04740",3.04540369775479,1.0588603736642e-07,"MMC",1111655,1112974,"+"
"vnz_20970",3.02297184530629,2.13331709146388e-05,"MMC",4596530,4596982,"+"
"vnz_27155",3.01502530859392,2.03722408407455e-08,"MMC",5958809,5960362,"-"
"vnz_12375",3.0131813286517,3.1386929352579e-06,"MMC",2747804,2748001,"+"
"vnz_14705",3.00921026335934,6.00460831975971e-06,"MMC",3271306,3272064,"+"
"vnz_21690",2.9922725058267,1.95159919560529e-06,"MMC",4738136,4738504,"+"
"vnz_23320",2.99079648091074,4.67206085075278e-10,"MMC",5075459,5076049,"-"
"vnz_19445",2.99043249035297,7.95939286027151e-06,"MMC",4277526,4278473,"-"
"vnz_15165",2.97795664127706,2.1168559746642e-08,"MMC",3379286,3380404,"-"
"vnz_21700",2.97265686584006,3.41019994734704e-06,"MMC",4738815,4739372,"+"
"vnz_33985",2.96362316812582,2.20957624139338e-06,"MMC",7539077,7540123,"-"
"vnz_14355",2.94989583923792,1.11156237561301e-05,"MMC",3190354,3190977,"-"
"vnz_20195",2.94978826254855,2.97399733430297e-08,"MMC",4433947,4434210,"-"
"vnz_07415",2.94977797147709,1.84829691276161e-05,"MMC",1694847,1695323,"-"
"vnz_06485",2.94210141492246,0.00018336294700996,"MMC",1487580,1489046,"-"
"vnz_32585",2.9302422813915,1.67445630100874e-06,"MMC",7223578,7224177,"+"
"vnz_08925",2.92981250381426,5.27638000147162e-08,"MMC",2031647,2034775,"-"
"vnz_13270",2.92618965531749,5.00811041131666e-11,"MMC",2947723,2948160,"-"
"vnz_19440",2.92449262891283,7.83917016044787e-07,"MMC",4276766,4277533,"-"
"vnz_04025",2.92083027270994,6.04911185018387e-08,"MMC",961661,962668,"+"
"vnz_23830",2.92059781212944,6.10796614578568e-07,"MMC",5182312,5184042,"+"
"vnz_24600",2.92040492244329,2.937284999782e-08,"MMC",5356754,5357374,"+"
"vnz_10060",2.91922330416103,3.37340213258569e-07,"MMC",2272528,2273196,"+"
"vnz_21685",2.91664302632557,2.21342488559225e-07,"MMC",4737749,4738030,"+"
"vnz_20595",2.91501839253299,1.8361220274711e-06,"MMC",4512891,4513535,"+"
"vnz_00465",2.91324666617892,5.84700382129584e-05,"MMC",103740,104096,"-"
"vnz_02950",2.91288508736692,0.000271764586969333,"MMC",714528,715931,"+"
"vnz_21660",2.89901857925639,3.4750884451275e-06,"MMC",4735590,4735871,"+"
"vnz_17125",2.88958296056156,5.11881317878052e-10,"MMC",3790620,3791390,"-"
"vnz_03985",2.87693417202013,1.43610268563105e-08,"MMC",954527,956053,"-"
"vnz_21695",2.87570310508601,5.65567513842766e-06,"MMC",4738507,4738818,"+"
"vnz_18710",2.87509361317854,7.00939659942967e-07,"MMC",4125382,4126896,"+"
"vnz_23615",2.86654935871175,1.73348459727192e-06,"MMC",5142691,5143110,"-"
"vnz_14060",2.85487903331542,4.86433147714286e-09,"MMC",3125331,3125813,"+"
"vnz_21680",2.85313814384383,1.34710916845919e-07,"MMC",4737525,4737749,"+"
"vnz_19120",2.85035310875283,2.83486222898403e-05,"MMC",4214971,4216239,"-"
"vnz_20795",2.80185682565286,1.64559682676858e-05,"MMC",4557240,4558145,"+"
"vnz_14350",2.80000233731445,4.97993482858587e-10,"MMC",3179387,3190081,"-"
"vnz_29540",2.79521133077709,4.97649724441254e-05,"MMC",6507737,6508066,"+"
"vnz_20020",2.79185501310545,2.41712781197021e-08,"MMC",4390356,4391297,"-"
"vnz_21705",2.78993713954038,2.25245960412807e-06,"MMC",4739378,4739563,"+"
"vnz_08815",2.78770239618809,1.1198830688237e-09,"MMC",2007739,2008788,"-"
"vnz_20620",2.78226426737718,1.85756920586803e-09,"MMC",4517509,4518372,"+"
"vnz_31505",2.78119118631816,0.0001816075249158,"MMC",6969340,6969576,"+"
"vnz_24110",2.76972530167341,4.15989607698239e-09,"MMC",5249018,5250034,"-"
"vnz_03335",2.76767868426358,1.86232429027512e-07,"MMC",811636,812406,"-"
"vnz_26085",2.76536509930418,1.89147452216372e-08,"MMC",5699296,5700267,"-"
"vnz_21395",2.76301176972932,1.13995959589343e-08,"MMC",4684604,4685173,"+"
"vnz_36610",2.76173495697861,1.60496320359579e-07,"MMC",8198121,8198867,"+"
"vnz_12880",2.75988044230881,1.05676807853479e-07,"MMC",2868962,2870020,"-"
"vnz_17150",2.75417686375016,5.48072106893155e-09,"MMC",3795398,3796177,"+"
"vnz_19380",2.75135842313704,6.88126760661396e-07,"MMC",4268230,4268517,"+"
"vnz_17155",2.74483793728416,7.341426411822e-09,"MMC",3796187,3797197,"-"
"vnz_18750",2.7420974991298,1.90976275781792e-08,"MMC",4133425,4134252,"-"
"vnz_26500",2.73334583237591,0.00231886526011802,"MMC",5789911,5790495,"-"
"vnz_18975",2.72306676913224,3.49415615851964e-06,"MMC",4177129,4177971,"+"
"vnz_32610",2.72223376577986,0.000688309982953549,"MMC",7228464,7228946,"-"
"vnz_14065",2.71451631506439,1.15799632874893e-08,"MMC",3125905,3127641,"+"
"vnz_14040",2.71171385479707,1.29871407598465e-06,"MMC",3124074,3124334,"+"
"vnz_24410",2.7101889988996,1.46920290160894e-05,"MMC",5312130,5312681,"-"
"vnz_15240",2.69691779679624,2.85421826905121e-08,"MMC",3399575,3401134,"-"
"vnz_16690",2.69329911008797,1.24895335056798e-08,"MMC",3704778,3705728,"-"
"vnz_16975",2.68953533552526,3.33030969904248e-05,"MMC",3766394,3767281,"-"
"vnz_15120",2.68601318084949,8.14244404339989e-06,"MMC",3367938,3368732,"+"
"vnz_21675",2.68060644281994,2.70204967611138e-06,"MMC",4737106,4737525,"+"
"vnz_29670",2.68057649539679,1.24817444284004e-07,"MMC",6533237,6533419,"-"
"vnz_12045",2.67950002653086,4.25755170447079e-07,"MMC",2677969,2678955,"+"
"vnz_18585",2.67537904426172,6.33902294770288e-08,"MMC",4104943,4106547,"-"
"vnz_18515",2.67519974051371,4.70866344994287e-07,"MMC",4090932,4091318,"+"
"vnz_17325",2.66539039730364,1.1863589027452e-08,"MMC",3829670,3830314,"+"
"vnz_06415",2.65291801380453,1.70911102438965e-07,"MMC",1474139,1475077,"+"
"vnz_29550",2.65206672585953,0.000237875919569428,"MMC",6509331,6510545,"+"
"vnz_26850",2.64933605257313,6.86496261232282e-10,"MMC",5884723,5885289,"+"
"vnz_17310",2.64482397699437,3.39631897885731e-08,"MMC",3822780,3824387,"+"
"vnz_22375",2.63638160087721,3.8813149112922e-07,"MMC",4880179,4881396,"-"
"vnz_20790",2.63589170550266,0.000289842691624212,"MMC",4556837,4557208,"+"
"vnz_09360",2.63088043084196,1.89030502705102e-06,"MMC",2136353,2136811,"+"
"vnz_20650",2.62300540189183,2.7198135153922e-05,"MMC",4525792,4526817,"+"
"vnz_00470",2.62091124532508,0.000164137117985195,"MMC",104156,104593,"-"
"vnz_26065",2.61912791503177,2.35136389124485e-06,"MMC",5692904,5693185,"+"
"vnz_26860",2.61620453578878,4.87257333699479e-08,"MMC",5886073,5886621,"-"
"vnz_08710",2.61056543619176,6.16554577735207e-08,"MMC",1983439,1986273,"+"
"vnz_21955",2.60645193038292,4.35102479631802e-06,"MMC",4779608,4780630,"-"
"vnz_12885",2.60574531325729,7.2240350747216e-08,"MMC",2870106,2871236,"+"
"vnz_29515",2.60278793334624,8.74784175863028e-07,"MMC",6501682,6502629,"+"
"vnz_28885",2.6019401134498,4.23411192799012e-06,"MMC",6363318,6363635,"-"
"vnz_27770",2.60083724035036,1.37921119015701e-06,"MMC",6106806,6107978,"-"
"vnz_21045",2.59957601434301,5.92312115574058e-06,"MMC",4612659,4613522,"+"
"vnz_24340",2.59350834726445,9.08750592096598e-07,"MMC",5297680,5298171,"+"
"vnz_03570",2.59000875577327,4.836281383828e-07,"MMC",855152,856654,"-"
"vnz_18115",2.58506498783122,4.6492753819875e-07,"MMC",4004725,4004961,"+"
"vnz_14080",2.58138298280472,0.00129968522378206,"MMC",3130043,3130744,"+"
"vnz_16325",2.58091552309662,1.01970110102098e-07,"MMC",3631372,3632376,"-"
"vnz_19405",2.58051061924462,2.04068723477114e-06,"MMC",4270994,4271926,"+"
"vnz_31175",2.57745460416408,2.23714460627078e-06,"MMC",6898026,6899966,"+"
"vnz_20535",2.57642741916716,9.76650840212054e-06,"MMC",4499563,4500243,"-"
"vnz_10965",2.57085686762523,9.45583982907652e-10,"MMC",2420405,2420821,"+"
"vnz_21405",2.56624444057516,4.45032611915201e-12,"MMC",4687196,4688254,"+"
"vnz_10695",2.56289872568237,1.77418119206067e-08,"MMC",2359364,2360989,"-"
"vnz_09405",2.54760526854552,0.00215850284530617,"MMC",2142397,2142648,"+"
"vnz_00560",2.54314902611231,1.55791499216365e-05,"MMC",124774,126771,"-"
"vnz_32010",2.53894561698036,2.31857469214933e-06,"MMC",7080304,7080951,"-"
"vnz_13255",2.53747326275607,3.14139895149421e-10,"MMC",2944441,2944857,"-"
"vnz_15955",2.53322515938455,1.12111032650432e-07,"MMC",3551513,3552127,"-"
"vnz_28605",2.53293583215847,0.00381572384081056,"MMC",6280429,6281916,"+"
"vnz_11895",2.53138625934552,4.23735496767614e-09,"MMC",2637299,2639038,"-"
"vnz_22200",2.53046012912346,4.76292310484576e-06,"MMC",4845468,4846235,"-"
"vnz_05950",2.5288808510951,6.21722797591947e-07,"MMC",1373214,1374290,"-"
"vnz_21710",2.52796306979148,2.92665411730106e-06,"MMC",4739770,4740168,"+"
"vnz_30595",2.52718925466586,0.00227263033473554,"MMC",6749970,6750224,"+"
"vnz_15255",2.52091717855464,2.07156715710471e-06,"MMC",3402795,3403565,"+"
"vnz_21915",2.51957570422413,7.40443255138284e-06,"MMC",4772676,4773305,"+"
"vnz_18795",2.51939571229766,4.61056288767685e-07,"MMC",4141636,4142676,"-"
"vnz_18970",2.51663984101099,1.43495084572479e-06,"MMC",4176281,4177132,"+"
"vnz_14115",2.51641890827576,5.46705993323789e-07,"MMC",3134216,3134614,"+"
"vnz_12770",2.51037760242797,1.41784281522495e-10,"MMC",2845777,2846850,"-"
"vnz_27330",2.50879872694653,8.14244404339989e-06,"MMC",6005238,6005849,"+"
"vnz_22460",2.50858457219307,3.37991878507368e-07,"MMC",4896665,4897486,"+"
"vnz_26235",2.50759204272533,1.06378351267166e-07,"MMC",5729968,5730804,"+"
"vnz_12040",2.50500245561903,1.55303351469851e-06,"MMC",2675135,2677972,"+"
"vnz_21620",2.50326437262398,7.92221505155089e-08,"MMC",4728514,4730493,"-"
"vnz_16885",2.49921826858793,1.92285893834356e-07,"MMC",3748785,3749228,"-"
"vnz_18595",2.49907899123664,4.59352250729444e-08,"MMC",4107165,4107398,"+"
"vnz_21460",2.49801442658867,5.65050736732113e-05,"MMC",4696158,4696688,"+"
"vnz_21650",2.49715671697745,1.84023883747434e-05,"MMC",4734377,4734700,"+"
"vnz_04735",2.4963681816079,0.00107853330815428,"MMC",1110322,1111536,"-"
"vnz_33990",2.49555753649793,2.07735472381972e-06,"MMC",7540120,7542519,"-"
"vnz_13265",2.49525012208024,4.01487598421857e-08,"MMC",2946176,2947678,"-"
"vnz_02395",2.48359869051532,1.61670470672868e-06,"MMC",555323,556597,"-"
"vnz_20625",2.48162792206402,1.24858327371854e-08,"MMC",4518553,4519053,"-"
"vnz_13120",2.47827099080095,1.28222965725905e-06,"MMC",2912482,2914890,"-"
"vnz_19310",2.47615076397389,4.20643003812975e-06,"MMC",4253847,4255667,"+"
"vnz_28745",2.47373443164796,7.15587353620183e-05,"MMC",6325343,6328075,"+"
"vnz_16705",2.47271990943963,4.27946737578061e-06,"MMC",3708978,3709886,"-"
"vnz_33975",2.47176999432388,2.96734604667912e-07,"MMC",7536083,7537264,"+"
"vnz_34090",2.46975403679263,7.05749767303777e-06,"MMC",7563947,7565272,"+"
"vnz_18335",2.4672150965108,8.28455636143755e-09,"MMC",4051475,4052878,"+"
"vnz_32500",2.45901084041259,3.70679561575297e-06,"MMC",7198666,7199409,"+"
"vnz_21730",2.4580790177768,6.55286215830171e-06,"MMC",4741765,4741947,"+"
"vnz_25110",2.45790078371669,0.00492785283027268,"MMC",5467784,5468191,"+"
"vnz_28890",2.45749223870252,6.58008006681795e-08,"MMC",6363647,6365464,"-"
"vnz_21735",2.45606106213726,2.12765455975192e-06,"MMC",4741949,4742404,"+"
"vnz_33980",2.45419965162518,4.36626859567819e-05,"MMC",7537605,7538912,"+"
"vnz_21720",2.44862682175756,4.30912447261697e-06,"MMC",4740733,4741116,"+"
"vnz_20495",2.4422981251974,1.83310905885498e-06,"MMC",4492361,4492804,"+"
"vnz_14075",2.43895499049404,2.55059740883378e-09,"MMC",3127844,3129856,"+"
"vnz_24350",2.43869177172551,1.09248503759631e-08,"MMC",5298564,5298950,"-"
"vnz_17820",2.43721867923529,3.52764977578476e-07,"MMC",3937565,3938032,"+"
"vnz_29405",2.43656577431836,2.58231597018907e-07,"MMC",6476952,6477647,"+"
"vnz_00565",2.43105690017932,2.86698749746111e-06,"MMC",126842,127987,"-"
"vnz_26270",2.42899665453344,1.13649002253423e-07,"MMC",5737722,5739335,"+"
"vnz_26230",2.42876282103259,3.31746436229635e-08,"MMC",5728968,5729867,"+"
"vnz_20440",2.42743467397903,6.37064031486601e-05,"MMC",4478248,4479141,"-"
"vnz_21185",2.42639555679094,6.08374176833337e-08,"MMC",4645893,4646642,"+"
"vnz_21500",2.42408414589017,5.30202584794041e-05,"MMC",4707267,4707836,"-"
"vnz_18725",2.42362661927302,7.20618848021702e-07,"MMC",4128183,4128812,"+"
"vnz_02810",2.42204256674512,4.99099960843038e-06,"MMC",678612,679388,"-"
"vnz_19930",2.41721940470917,2.11282852358684e-07,"MMC",4369603,4370529,"-"
"vnz_13245",2.41687278787537,2.1333836241551e-10,"MMC",2941435,2942088,"-"
"vnz_26275",2.41527166523506,5.19106546865918e-05,"MMC",5739335,5740363,"+"
"vnz_34000",2.41296121077292,3.0451316277006e-05,"MMC",7544245,7545219,"+"
"vnz_24610",2.41189689649541,1.70135235238682e-06,"MMC",5358507,5359337,"-"
"vnz_23525",2.41114481470916,2.36351810185915e-08,"MMC",5121779,5123419,"+"
"vnz_20005",2.4100651889508,1.20353969406197e-07,"MMC",4386987,4387778,"-"
"vnz_14715",2.40846547572058,6.76812707602593e-08,"MMC",3272790,3273284,"-"
"vnz_21715",2.40258690966901,7.15209411908741e-06,"MMC",4740190,4740729,"+"
"vnz_20990",2.40238788647691,2.36401702698058e-07,"MMC",4600222,4602477,"-"
"vnz_17495",2.3974663623955,6.73584840252322e-05,"MMC",3862950,3863288,"-"
"vnz_11645",2.39506480209222,7.23460169562104e-09,"MMC",2575828,2576148,"-"
