"gene","add_variable","logFC","FDR","start","end","width","strand"
"SCO4767","DohkAvsM145_48h",0.613531652917927,0,5179007,5179345,339,"-"
"SCO4767","DohkAvsM145_64h",-2.05889368905357,0,5179007,5179345,339,"-"
"SCO4767","DohkAvsM145_88h",-1.64385618977472,0,5179007,5179345,339,"-"
"SCO5621","DohkAvsM145_48h",-2.39592867633114,0,6121043,6121885,843,"+"
"SCO5621","DohkAvsM145_64h",-2.18442457113743,0,6121043,6121885,843,"+"
"SCO5621","DohkAvsM145_88h",-2.05889368905357,0,6121043,6121885,843,"+"
"SCO5819","DohkAvsM145_48h",-2.55639334852439,0,6366349,6367236,888,"+"
"SCO5819","DohkAvsM145_64h",-3.18442457113743,0,6366349,6367236,888,"+"
"SCO5819","DohkAvsM145_88h",-3.47393118833241,0,6366349,6367236,888,"+"
"SCO6029","DohkAvsM145_48h",-1.18442457113743,0,6618177,6618839,663,"-"
"SCO6029","DohkAvsM145_64h",-1.78587519464715,0,6618177,6618839,663,"-"
"SCO6029","DohkAvsM145_88h",-1.51457317282976,0,6618177,6618839,663,"-"
"SCO5314","DohkAvsM145_48h",0.887525270741587,0,5785753,5786088,336,"-"
"SCO5314","DohkAvsM145_64h",-2.64385618977472,0,5785753,5786088,336,"-"
"SCO5314","DohkAvsM145_88h",-1.18442457113743,0,5785753,5786088,336,"-"
"SCO5315","DohkAvsM145_48h",0.855989697308481,0,5786122,5786601,480,"-"
"SCO5315","DohkAvsM145_64h",-3.64385618977472,0,5786122,5786601,480,"-"
"SCO5315","DohkAvsM145_88h",-2.55639334852439,0,5786122,5786601,480,"-"
"SCO5316","DohkAvsM145_48h",-0.713118852211838,0,5786603,5786875,273,"-"
"SCO5316","DohkAvsM145_64h",-4.32192809488736,0,5786603,5786875,273,"-"
"SCO5316","DohkAvsM145_88h",-4.05889368905357,0,5786603,5786875,273,"-"
"SCO5318","DohkAvsM145_48h",0.613531652917927,0,5788216,5789487,1272,"-"
"SCO5318","DohkAvsM145_64h",-1.73696559416621,0,5788216,5789487,1272,"-"
"SCO5318","DohkAvsM145_88h",-0.83650126771712,0,5788216,5789487,1272,"-"
"SCO5319","DohkAvsM145_48h",-0.0740005814437769,0,5789484,5789957,474,"-"
"SCO5319","DohkAvsM145_64h",-2.83650126771712,0,5789484,5789957,474,"-"
"SCO5319","DohkAvsM145_88h",-1.94341647163363,0,5789484,5789957,474,"-"
"SCO5320","DohkAvsM145_48h",0.687060688339892,0,5790104,5791297,1194,"-"
"SCO5320","DohkAvsM145_64h",-2.83650126771712,0,5790104,5791297,1194,"-"
"SCO5320","DohkAvsM145_88h",-1.25153876699596,0,5790104,5791297,1194,"-"
"SCO5321","DohkAvsM145_48h",0.16349873228288,0,5791641,5793524,1884,"+"
"SCO5321","DohkAvsM145_64h",-1.25153876699596,0,5791641,5793524,1884,"+"
"SCO5321","DohkAvsM145_88h",-0.434402824145775,0,5791641,5793524,1884,"+"
"SCO1489","DohkAvsM145_48h",-0.689659879387849,0,1592381,1592884,504,"+"
"SCO1489","DohkAvsM145_64h",-1.73696559416621,0,1592381,1592884,504,"+"
"SCO1489","DohkAvsM145_88h",-1.59946207041627,0,1592381,1592884,504,"+"
"SCO3323","DohkAvsM145_48h",-2.47393118833241,0,3675442,3675975,534,"+"
"SCO3323","DohkAvsM145_64h",-3.47393118833241,0,3675442,3675975,534,"+"
"SCO3323","DohkAvsM145_88h",-3.32192809488736,0,3675442,3675975,534,"+"
"SCO4768","DohkAvsM145_48h",-1.39592867633114,0,5179727,5180338,612,"+"
"SCO4768","DohkAvsM145_64h",-1.64385618977472,0,5179727,5180338,612,"+"
"SCO4768","DohkAvsM145_88h",-1.43440282414577,0,5179727,5180338,612,"+"
"SCO5723","DohkAvsM145_48h",-1.28630418515664,0,6243938,6244234,297,"-"
"SCO5723","DohkAvsM145_64h",-1.05889368905357,0,6243938,6244234,297,"-"
"SCO5723","DohkAvsM145_88h",-1.08926733809709,0,6243938,6244234,297,"-"
"SCO1541","DohkAvsM145_48h",-1.28630418515664,0,1650311,1650790,480,"+"
"SCO1541","DohkAvsM145_64h",-3.47393118833241,0,1650311,1650790,480,"+"
"SCO1541","DohkAvsM145_88h",-2.83650126771712,0,1650311,1650790,480,"+"
"SCO2924","DohkAvsM145_48h",-0.200912693925996,0,3175140,3175568,429,"+"
"SCO2924","DohkAvsM145_64h",-1.59946207041627,0,3175140,3175568,429,"+"
"SCO2924","DohkAvsM145_88h",-1.55639334852439,0,3175140,3175568,429,"+"
"SCO3158","DohkAvsM145_48h",0.344828496997441,0,3460797,3461177,381,"-"
"SCO3158","DohkAvsM145_64h",-1.28630418515664,0,3460797,3461177,381,"-"
"SCO3158","DohkAvsM145_88h",-1.18442457113743,0,3460797,3461177,381,"-"
"SCO3925","DohkAvsM145_48h",-1.64385618977472,0,4318648,4319373,726,"+"
"SCO3925","DohkAvsM145_64h",-1.25153876699596,0,4318648,4319373,726,"+"
"SCO3925","DohkAvsM145_88h",-0.494109070270043,0,4318648,4319373,726,"+"
"SCO3926","DohkAvsM145_48h",-1.78587519464715,0,4319501,4319911,411,"+"
"SCO3926","DohkAvsM145_64h",-1.88896868761126,0,4319501,4319911,411,"+"
"SCO3926","DohkAvsM145_88h",-1.32192809488736,0,4319501,4319911,411,"+"
"SCO1088","DohkAvsM145_48h",0.622930350920177,0,1147553,1148371,819,"-"
"SCO1088","DohkAvsM145_64h",-1.43440282414577,0,1147553,1148371,819,"-"
"SCO1088","DohkAvsM145_88h",-1.02914634565952,0,1147553,1148371,819,"-"
"SCO1089","DohkAvsM145_48h",1.38404980679516,0,1148368,1149771,1404,"-"
"SCO1089","DohkAvsM145_64h",-1.55639334852439,0,1148368,1149771,1404,"-"
"SCO1089","DohkAvsM145_88h",-1.08926733809709,0,1148368,1149771,1404,"-"
"SCO2804","DohkAvsM145_48h",-1.59946207041627,0,3061566,3061961,396,"-"
"SCO2804","DohkAvsM145_64h",-2.55639334852439,0,3061566,3061961,396,"-"
"SCO2804","DohkAvsM145_88h",-2.55639334852439,0,3061566,3061961,396,"-"
"SCO3714","DohkAvsM145_48h",-3.05889368905357,0,4089285,4090508,1224,"-"
"SCO3714","DohkAvsM145_64h",-2.64385618977472,0,4089285,4090508,1224,"-"
"SCO3714","DohkAvsM145_88h",-2.73696559416621,0,4089285,4090508,1224,"-"
"SCO4002","DohkAvsM145_48h",-2.18442457113743,0,4396912,4397238,327,"+"
"SCO4002","DohkAvsM145_64h",-2.39592867633114,0,4396912,4397238,327,"+"
"SCO4002","DohkAvsM145_88h",-1.68965987938785,0,4396912,4397238,327,"+"
"SCO4239","DohkAvsM145_48h",-1.47393118833241,0,4644506,4644952,447,"-"
"SCO4239","DohkAvsM145_64h",-1.88896868761126,0,4644506,4644952,447,"-"
"SCO4239","DohkAvsM145_88h",-1.59946207041627,0,4644506,4644952,447,"-"
"SCO4772","DohkAvsM145_48h",-1.88896868761126,0,5184449,5185669,1221,"+"
"SCO4772","DohkAvsM145_64h",-2.25153876699596,0,5184449,5185669,1221,"+"
"SCO4772","DohkAvsM145_88h",-1.12029423371771,0,5184449,5185669,1221,"+"
"SCO5174","DohkAvsM145_48h",-2.83650126771712,0,5621463,5623244,1782,"+"
"SCO5174","DohkAvsM145_64h",-1.73696559416621,0,5621463,5623244,1782,"+"
"SCO5174","DohkAvsM145_88h",-1.68965987938785,0,5621463,5623244,1782,"+"
"SCO5218","DohkAvsM145_48h",-2,0,5676345,5677670,1326,"+"
"SCO5218","DohkAvsM145_64h",-1.64385618977472,0,5676345,5677670,1326,"+"
"SCO5218","DohkAvsM145_88h",-1.39592867633114,0,5676345,5677670,1326,"+"
"SCO5803","DohkAvsM145_48h",-1.94341647163363,0,6345664,6346368,705,"-"
"SCO5803","DohkAvsM145_64h",-2,0,6345664,6346368,705,"-"
"SCO5803","DohkAvsM145_88h",-2.47393118833241,0,6345664,6346368,705,"-"
"SCO6440","DohkAvsM145_48h",-2.83650126771712,0,7123131,7123883,753,"+"
"SCO6440","DohkAvsM145_64h",-2.32192809488736,0,7123131,7123883,753,"+"
"SCO6440","DohkAvsM145_88h",-1.28630418515664,0,7123131,7123883,753,"+"
"SCO7449","DohkAvsM145_48h",-1.21759143507263,0,8264413,8265090,678,"+"
"SCO7449","DohkAvsM145_64h",-5.64385618977472,0,8264413,8265090,678,"+"
"SCO7449","DohkAvsM145_88h",-4.64385618977472,0,8264413,8265090,678,"+"
"SCO0584","DohkAvsM145_48h",-2.39592867633114,0,626369,627631,1263,"-"
"SCO0584","DohkAvsM145_64h",-2.18442457113743,0,626369,627631,1263,"-"
"SCO0584","DohkAvsM145_88h",-1.59946207041627,0,626369,627631,1263,"-"
"SCO0585","DohkAvsM145_48h",-2.83650126771712,0,627628,628164,537,"-"
"SCO0585","DohkAvsM145_64h",-2.39592867633114,0,627628,628164,537,"-"
"SCO0585","DohkAvsM145_88h",-2.32192809488736,0,627628,628164,537,"-"
"SCO0586","DohkAvsM145_48h",-1.15200309344505,0,628247,628588,342,"-"
"SCO0586","DohkAvsM145_64h",-1.21759143507263,0,628247,628588,342,"-"
"SCO0586","DohkAvsM145_88h",-1,0,628247,628588,342,"-"
"SCO0587","DohkAvsM145_48h",-1.12029423371771,0,628600,629058,459,"-"
"SCO0587","DohkAvsM145_64h",-0.184424571137427,0,628600,629058,459,"-"
"SCO0587","DohkAvsM145_88h",-1.05889368905357,0,628600,629058,459,"-"
"SCO0588","DohkAvsM145_48h",-1.43440282414577,0,629185,630912,1728,"-"
"SCO0588","DohkAvsM145_64h",-1.32192809488736,0,629185,630912,1728,"-"
"SCO0588","DohkAvsM145_88h",-2.18442457113743,0,629185,630912,1728,"-"
"SCO1157","DohkAvsM145_48h",-2.12029423371771,0,1217041,1217655,615,"-"
"SCO1157","DohkAvsM145_64h",-0.666576266274808,0,1217041,1217655,615,"-"
"SCO1157","DohkAvsM145_88h",-0.104697378666693,0,1217041,1217655,615,"-"
"SCO1158","DohkAvsM145_48h",-3.18442457113743,0,1217724,1218137,414,"-"
"SCO1158","DohkAvsM145_64h",-1.64385618977472,0,1217724,1218137,414,"-"
"SCO1158","DohkAvsM145_88h",-1.55639334852439,0,1217724,1218137,414,"-"
"SCO1159","DohkAvsM145_48h",-3.18442457113743,0,1218156,1218593,438,"-"
"SCO1159","DohkAvsM145_64h",-2.05889368905357,0,1218156,1218593,438,"-"
"SCO1159","DohkAvsM145_88h",-1.78587519464715,0,1218156,1218593,438,"-"
"SCO1160","DohkAvsM145_48h",-1.05889368905357,0,1218590,1221178,2589,"-"
"SCO1160","DohkAvsM145_64h",0.0976107966264223,0,1218590,1221178,2589,"-"
"SCO1160","DohkAvsM145_88h",-0.321928094887362,0,1218590,1221178,2589,"-"
"SCO1626","DohkAvsM145_48h",-2.83650126771712,0,1740065,1741561,1497,"-"
"SCO1626","DohkAvsM145_64h",-2.94341647163363,0,1740065,1741561,1497,"-"
"SCO1626","DohkAvsM145_88h",-2.94341647163363,0,1740065,1741561,1497,"-"
"SCO1627","DohkAvsM145_48h",-1.83650126771712,0,1741637,1742167,531,"-"
"SCO1627","DohkAvsM145_64h",-1.64385618977472,0,1741637,1742167,531,"-"
"SCO1627","DohkAvsM145_88h",-1.35845397091248,0,1741637,1742167,531,"-"
"SCO1628","DohkAvsM145_48h",-2.83650126771712,0,1742238,1742654,417,"-"
"SCO1628","DohkAvsM145_64h",-2.25153876699596,0,1742238,1742654,417,"-"
"SCO1628","DohkAvsM145_88h",-2.25153876699596,0,1742238,1742654,417,"-"
"SCO1629","DohkAvsM145_48h",-2.83650126771712,0,1742651,1743058,408,"-"
"SCO1629","DohkAvsM145_64h",-2.94341647163363,0,1742651,1743058,408,"-"
"SCO1629","DohkAvsM145_88h",-2.94341647163363,0,1742651,1743058,408,"-"
"SCO1630","DohkAvsM145_48h",-2.73696559416621,0,1743055,1744680,1626,"-"
"SCO1630","DohkAvsM145_64h",-2.55639334852439,0,1743055,1744680,1626,"-"
"SCO1630","DohkAvsM145_88h",-2.64385618977472,0,1743055,1744680,1626,"-"
"SCO6794","DohkAvsM145_48h",-3.47393118833241,0,7555369,7557321,1953,"+"
"SCO6794","DohkAvsM145_64h",-2.32192809488736,0,7555369,7557321,1953,"+"
"SCO6794","DohkAvsM145_88h",-2.18442457113743,0,7555369,7557321,1953,"+"
"SCO6795","DohkAvsM145_48h",-2.73696559416621,0,7557438,7557872,435,"+"
"SCO6795","DohkAvsM145_64h",-1.88896868761126,0,7557438,7557872,435,"+"
"SCO6795","DohkAvsM145_88h",-1.51457317282976,0,7557438,7557872,435,"+"
"SCO6796","DohkAvsM145_48h",-1.78587519464715,0,7557869,7558249,381,"+"
"SCO6796","DohkAvsM145_64h",-1.47393118833241,0,7557869,7558249,381,"+"
"SCO6796","DohkAvsM145_88h",-1.18442457113743,0,7557869,7558249,381,"+"
"SCO6797","DohkAvsM145_48h",-2.83650126771712,0,7558302,7558856,555,"+"
"SCO6797","DohkAvsM145_64h",-2.05889368905357,0,7558302,7558856,555,"+"
"SCO6797","DohkAvsM145_88h",-2,0,7558302,7558856,555,"+"
"SCO3579","DohkAvsM145_48h",-4.32192809488736,0,3957444,3957782,339,"-"
"SCO3579","DohkAvsM145_64h",-4.32192809488736,0,3957444,3957782,339,"-"
"SCO3579","DohkAvsM145_88h",-4.05889368905357,0,3957444,3957782,339,"-"
"SCO4035","DohkAvsM145_48h",-1.05889368905357,0,4431932,4432795,864,"-"
"SCO4035","DohkAvsM145_64h",-1.88896868761126,0,4431932,4432795,864,"-"
"SCO4035","DohkAvsM145_88h",-1.21759143507263,0,4431932,4432795,864,"-"
"SCO5582","DohkAvsM145_48h",-1.25153876699596,0,6084219,6085721,1503,"+"
"SCO5582","DohkAvsM145_64h",-1.55639334852439,0,6084219,6085721,1503,"+"
"SCO5582","DohkAvsM145_88h",-1.47393118833241,0,6084219,6085721,1503,"+"
"SCO3210","DohkAvsM145_48h",1.6959938131099,0,3519449,3520903,1455,"-"
"SCO3210","DohkAvsM145_64h",0.432959407276106,0,3519449,3520903,1455,"-"
"SCO3210","DohkAvsM145_88h",0.84799690655495,0,3519449,3520903,1455,"-"
"SCO3211","DohkAvsM145_48h",1.03562390973072,0,3520900,3521676,777,"-"
"SCO3211","DohkAvsM145_64h",0.963474123974886,0,3520900,3521676,777,"-"
"SCO3211","DohkAvsM145_88h",1.11103131238874,0,3520900,3521676,777,"-"
"SCO3212","DohkAvsM145_48h",1.02856915219677,0,3521673,3522680,1008,"-"
"SCO3212","DohkAvsM145_64h",0.516015147003665,0,3521673,3522680,1008,"-"
"SCO3212","DohkAvsM145_88h",1.18903382439002,0,3521673,3522680,1008,"-"
"SCO3213","DohkAvsM145_48h",1.98550043030488,0,3522697,3523299,603,"-"
"SCO3213","DohkAvsM145_64h",1.28688114778816,0,3522697,3523299,603,"-"
"SCO3213","DohkAvsM145_88h",1.09085343045111,0,3522697,3523299,603,"-"
"SCO3215","DohkAvsM145_48h",1.92599941855622,0,3524828,3525844,1017,"-"
"SCO3215","DohkAvsM145_64h",1.32768736417605,0,3524828,3525844,1017,"-"
"SCO3215","DohkAvsM145_88h",1.26303440583379,0,3524828,3525844,1017,"-"
"SCO3217","DohkAvsM145_48h",1.20789285164133,0,3529272,3531188,1917,"+"
"SCO3217","DohkAvsM145_64h",1.15055967657538,0,3529272,3531188,1917,"+"
"SCO3217","DohkAvsM145_88h",0.622930350920177,0,3529272,3531188,1917,"+"
"SCO3218","DohkAvsM145_48h",2.64154602908752,0,3531250,3531465,216,"-"
"SCO3218","DohkAvsM145_64h",2.06350294230616,0,3531250,3531465,216,"-"
"SCO3218","DohkAvsM145_88h",1.85996954822103,0,3531250,3531465,216,"-"
"SCO3220","DohkAvsM145_48h",2.18586654531133,0,3532971,3533399,429,"-"
"SCO3220","DohkAvsM145_64h",1.11103131238874,0,3532971,3533399,429,"-"
"SCO3220","DohkAvsM145_88h",1.39506279951758,0,3532971,3533399,429,"-"
"SCO3221","DohkAvsM145_48h",2.48284828306847,0,3533492,3534346,855,"-"
"SCO3221","DohkAvsM145_64h",0.411426245726465,0,3533492,3534346,855,"-"
"SCO3221","DohkAvsM145_88h",0.799087306074004,0,3533492,3534346,855,"-"
"SCO3222","DohkAvsM145_48h",2.49825086752783,0,3534444,3534899,456,"-"
"SCO3222","DohkAvsM145_64h",1.4276061727819,0,3534444,3534899,456,"-"
"SCO3222","DohkAvsM145_88h",1.16349873228288,0,3534444,3534899,456,"-"
"SCO3228","DohkAvsM145_48h",1.37295209791183,0,3540668,3541801,1134,"-"
"SCO3228","DohkAvsM145_64h",0.659924558402378,0,3540668,3541801,1134,"-"
"SCO3228","DohkAvsM145_88h",1.16992500144231,0,3540668,3541801,1134,"-"
"SCO3229","DohkAvsM145_48h",2.44890095114513,0,3541951,3543066,1116,"-"
"SCO3229","DohkAvsM145_64h",1.36737106564853,0,3541951,3543066,1116,"-"
"SCO3229","DohkAvsM145_88h",1.58976348698498,0,3541951,3543066,1116,"-"
"SCO3230","DohkAvsM145_48h",2.09085343045111,0,3543335,3565726,22392,"+"
"SCO3230","DohkAvsM145_64h",1.38404980679516,0,3543335,3565726,22392,"+"
"SCO3230","DohkAvsM145_88h",1.43829285157915,0,3543335,3565726,22392,"+"
"SCO3231","DohkAvsM145_48h",1.30451104180995,0,3565723,3576735,11013,"+"
"SCO3231","DohkAvsM145_64h",0.678071905112638,0,3565723,3576735,11013,"+"
"SCO3231","DohkAvsM145_88h",1.23878685958712,0,3565723,3576735,11013,"+"
"SCO3232","DohkAvsM145_48h",1.24488705912353,0,3576735,3583988,7254,"+"
"SCO3232","DohkAvsM145_64h",0.807354922057604,0,3576735,3583988,7254,"+"
"SCO3232","DohkAvsM145_88h",0.910732661902913,0,3576735,3583988,7254,"+"
"SCO3233","DohkAvsM145_48h",2.79493566280354,0,3583992,3584810,819,"+"
"SCO3233","DohkAvsM145_64h",1.4905701304462,0,3583992,3584810,819,"+"
"SCO3233","DohkAvsM145_88h",1.56559717585423,0,3583992,3584810,819,"+"
"SCO3234","DohkAvsM145_48h",1.09085343045111,0,3584822,3585724,903,"+"
"SCO3234","DohkAvsM145_64h",0.604071323668861,0,3584822,3585724,903,"+"
"SCO3234","DohkAvsM145_88h",0.863938450423972,0,3584822,3585724,903,"+"
"SCO3235","DohkAvsM145_48h",1.63226821549951,0,3585800,3587647,1848,"-"
"SCO3235","DohkAvsM145_64h",1.55090066464752,0,3585800,3587647,1848,"-"
"SCO3235","DohkAvsM145_88h",0.863938450423972,0,3585800,3587647,1848,"-"
"SCO3236","DohkAvsM145_48h",2.76128527336162,0,3587687,3588688,1002,"-"
"SCO3236","DohkAvsM145_64h",1.60880924267552,0,3587687,3588688,1002,"-"
"SCO3236","DohkAvsM145_88h",1.57046293102604,0,3587687,3588688,1002,"-"
"SCO3237","DohkAvsM145_48h",1.11103131238874,0,3588746,3590134,1389,"-"
"SCO3237","DohkAvsM145_64h",0.464668267003444,0,3588746,3590134,1389,"-"
"SCO3237","DohkAvsM145_88h",0.432959407276106,0,3588746,3590134,1389,"-"
"SCO3238","DohkAvsM145_48h",1.61823865559545,0,3590146,3591306,1161,"-"
"SCO3238","DohkAvsM145_64h",0.464668267003444,0,3590146,3591306,1161,"-"
"SCO3238","DohkAvsM145_88h",0.903038270112912,0,3590146,3591306,1161,"-"
"SCO3239","DohkAvsM145_48h",2.114367024952,0,3591313,3592182,870,"-"
"SCO3239","DohkAvsM145_64h",1.15055967657538,0,3591313,3592182,870,"-"
"SCO3239","DohkAvsM145_88h",1.20163386116965,0,3591313,3592182,870,"-"
"SCO3240","DohkAvsM145_48h",1.24488705912353,0,3592179,3592889,711,"-"
"SCO3240","DohkAvsM145_64h",0.831877241191673,0,3592179,3592889,711,"-"
"SCO3240","DohkAvsM145_88h",0.6959938131099,0,3592179,3592889,711,"-"
"SCO3241","DohkAvsM145_48h",1.92599941855622,0,3592886,3593758,873,"-"
"SCO3241","DohkAvsM145_64h",0.978195629681652,0,3592886,3593758,873,"-"
"SCO3241","DohkAvsM145_88h",1.23878685958712,0,3592886,3593758,873,"-"
"SCO3242","DohkAvsM145_48h",0.669026765509631,0,3593755,3594630,876,"-"
"SCO3242","DohkAvsM145_64h",-0.251538766995964,0,3593755,3594630,876,"-"
"SCO3242","DohkAvsM145_88h",-0.104697378666693,0,3593755,3594630,876,"-"
"SCO3243","DohkAvsM145_48h",3.34198574722862,0,3594627,3595793,1167,"-"
"SCO3243","DohkAvsM145_64h",0.839959587489532,0,3594627,3595793,1167,"-"
"SCO3243","DohkAvsM145_88h",1.4541758931858,0,3594627,3595793,1167,"-"
"SCO3244","DohkAvsM145_48h",2.55826763405574,0,3595843,3596640,798,"-"
"SCO3244","DohkAvsM145_64h",1.31614574229336,0,3595843,3596640,798,"-"
"SCO3244","DohkAvsM145_88h",1.42223300068305,0,3595843,3596640,798,"-"
"SCO3245","DohkAvsM145_48h",1.799087306074,0,3596708,3597970,1263,"-"
"SCO3245","DohkAvsM145_64h",0.632268215499513,0,3596708,3597970,1263,"-"
"SCO3245","DohkAvsM145_88h",0.678071905112638,0,3596708,3597970,1263,"-"
"SCO3246","DohkAvsM145_48h",1.28095631383106,0,3598017,3599009,993,"-"
"SCO3246","DohkAvsM145_64h",0.650764559116902,0,3598017,3599009,993,"-"
"SCO3246","DohkAvsM145_88h",0.941106310946431,0,3598017,3599009,993,"-"
"SCO3247","DohkAvsM145_48h",1.88752527074159,0,3599006,3600808,1803,"-"
"SCO3247","DohkAvsM145_64h",1.1243281350022,0,3599006,3600808,1803,"-"
"SCO3247","DohkAvsM145_88h",1.10433665981474,0,3599006,3600808,1803,"-"
"SCO3248","DohkAvsM145_48h",1.68257329734758,0,3600858,3602078,1221,"-"
"SCO3248","DohkAvsM145_64h",0.432959407276106,0,3600858,3602078,1221,"-"
"SCO3248","DohkAvsM145_88h",1.0071955014042,0,3600858,3602078,1221,"-"
"SCO3249","DohkAvsM145_48h",2.38956681176273,0,3602075,3602320,246,"-"
"SCO3249","DohkAvsM145_64h",0.910732661902913,0,3602075,3602320,246,"-"
"SCO3249","DohkAvsM145_88h",1.09761079662642,0,3602075,3602320,246,"-"
"SCO5070","DohkAvsM145_48h",0.910732661902913,0,5512268,5513452,1185,"-"
"SCO5070","DohkAvsM145_64h",1.30451104180995,0,5512268,5513452,1185,"-"
"SCO5070","DohkAvsM145_88h",1.27500704749987,0,5512268,5513452,1185,"-"
"SCO5071","DohkAvsM145_48h",2.45680614923047,0,5513809,5514249,441,"-"
"SCO5071","DohkAvsM145_64h",2.06004738366994,0,5513809,5514249,441,"-"
"SCO5071","DohkAvsM145_88h",2.40053792958373,0,5513809,5514249,441,"-"
"SCO5072","DohkAvsM145_48h",2.03562390973072,0,5514323,5515246,924,"+"
"SCO5072","DohkAvsM145_64h",0.84799690655495,0,5514323,5515246,924,"+"
"SCO5072","DohkAvsM145_88h",1.93734439215023,0,5514323,5515246,924,"+"
"SCO5073","DohkAvsM145_48h",3.08065766334523,0,5515243,5516232,990,"+"
"SCO5073","DohkAvsM145_64h",2.85798099512757,0,5515243,5516232,990,"+"
"SCO5073","DohkAvsM145_88h",3.31324585178756,0,5515243,5516232,990,"+"
"SCO5074","DohkAvsM145_48h",2.82171021503467,0,5516299,5516943,645,"+"
"SCO5074","DohkAvsM145_64h",2.49825086752783,0,5516299,5516943,645,"+"
"SCO5074","DohkAvsM145_88h",3.16188768237689,0,5516299,5516943,645,"+"
"SCO5075","DohkAvsM145_48h",2.4276061727819,0,5516977,5517897,921,"+"
"SCO5075","DohkAvsM145_64h",1.85996954822103,0,5516977,5517897,921,"+"
"SCO5075","DohkAvsM145_88h",2.79285535236249,0,5516977,5517897,921,"+"
"SCO5076","DohkAvsM145_48h",2.06004738366994,0,5517894,5519495,1602,"+"
"SCO5076","DohkAvsM145_64h",1.81557542886257,0,5517894,5519495,1602,"+"
"SCO5076","DohkAvsM145_88h",2.31324585178756,0,5517894,5519495,1602,"+"
"SCO5077","DohkAvsM145_48h",2.62760683812965,0,5519497,5519892,396,"+"
"SCO5077","DohkAvsM145_64h",2.41953889151378,0,5519497,5519892,396,"+"
"SCO5077","DohkAvsM145_88h",2.81352468929781,0,5519497,5519892,396,"+"
"SCO5078","DohkAvsM145_48h",2.70265754339091,0,5519987,5520832,846,"+"
"SCO5078","DohkAvsM145_64h",2.41413553298445,0,5519987,5520832,846,"+"
"SCO5078","DohkAvsM145_88h",3,0,5519987,5520832,846,"+"
"SCO5079","DohkAvsM145_48h",3.09254574154357,0,5520857,5521741,885,"+"
"SCO5079","DohkAvsM145_64h",3.18745105402733,0,5520857,5521741,885,"+"
"SCO5079","DohkAvsM145_88h",3.55949181320504,0,5520857,5521741,885,"+"
"SCO5080","DohkAvsM145_48h",3.0703893278914,0,5521738,5522883,1146,"+"
