"gene","add_variable","logFC","FDR","start","end","width","strand"
"SCO6273","DdraRKvsM145_48h",1.585,0,6900898,6907356,6459,"-"
"SCO6273","DdraRKvsM145_60h",-0.065,0,6900898,6907356,6459,"-"
"SCO6275","DdraRKvsM145_36h",0.04,0,6918286,6931959,13674,"-"
"SCO6275","DdraRKvsM145_48h",3.081,0,6918286,6931959,13674,"-"
"SCO6275","DdraRKvsM145_60h",0.6,0,6918286,6931959,13674,"-"
"SCO6276","DdraRKvsM145_36h",2.64,0,6932285,6933607,1323,"+"
"SCO6276","DdraRKvsM145_48h",5.746,0,6932285,6933607,1323,"+"
"SCO6276","DdraRKvsM145_60h",1.2,0,6932285,6933607,1323,"+"
"SCO6277","DdraRKvsM145_36h",2.375,0,6933604,6934464,861,"+"
"SCO6277","DdraRKvsM145_48h",5.716,0,6933604,6934464,861,"+"
"SCO6277","DdraRKvsM145_60h",1.22,0,6933604,6934464,861,"+"
"SCO6278","DdraRKvsM145_36h",1.815,0,6934507,6936138,1632,"+"
"SCO6278","DdraRKvsM145_48h",4.547,0,6934507,6936138,1632,"+"
"SCO6278","DdraRKvsM145_60h",0.995,0,6934507,6936138,1632,"+"
"SCO6279","DdraRKvsM145_36h",2.525,0,6936149,6937705,1557,"+"
"SCO6279","DdraRKvsM145_48h",5.43,0,6936149,6937705,1557,"+"
"SCO6279","DdraRKvsM145_60h",1.18,0,6936149,6937705,1557,"+"
"SCO6280","DdraRKvsM145_36h",2.4,0,6938012,6939643,1632,"+"
"SCO6280","DdraRKvsM145_48h",3.813,0,6938012,6939643,1632,"+"
"SCO6280","DdraRKvsM145_60h",1.675,0,6938012,6939643,1632,"+"
"SCO6281","DdraRKvsM145_36h",1.23,0,6939907,6941544,1638,"+"
"SCO6281","DdraRKvsM145_48h",4.712,0,6939907,6941544,1638,"+"
"SCO6281","DdraRKvsM145_60h",1.815,0,6939907,6941544,1638,"+"
"SCO6282","DdraRKvsM145_36h",2.065,0,6941746,6942543,798,"-"
"SCO6282","DdraRKvsM145_48h",4.156,0,6941746,6942543,798,"-"
"SCO6282","DdraRKvsM145_60h",0.805,0,6941746,6942543,798,"-"
"SCO6283","DdraRKvsM145_36h",1.595,0,6942661,6943506,846,"+"
"SCO6283","DdraRKvsM145_48h",4.85,0,6942661,6943506,846,"+"
"SCO6283","DdraRKvsM145_60h",0.81,0,6942661,6943506,846,"+"
"SCO6284","DdraRKvsM145_36h",-1.645,0,6943673,6945265,1593,"+"
"SCO6284","DdraRKvsM145_48h",3.013,0,6943673,6945265,1593,"+"
"SCO6284","DdraRKvsM145_60h",0.675,0,6943673,6945265,1593,"+"
"SCO6285","DdraRKvsM145_36h",-1.115,0,6945280,6945543,264,"+"
"SCO6285","DdraRKvsM145_48h",2.12,0,6945280,6945543,264,"+"
"SCO6285","DdraRKvsM145_60h",0.96,0,6945280,6945543,264,"+"
"SCO6286","DdraRKvsM145_36h",1.94,0,6945705,6946379,675,"-"
"SCO6286","DdraRKvsM145_48h",3.799,0,6945705,6946379,675,"-"
"SCO6286","DdraRKvsM145_60h",1.13,0,6945705,6946379,675,"-"
"SCO6287","DdraRKvsM145_36h",1.03,0,6946617,6947423,807,"+"
"SCO6287","DdraRKvsM145_48h",1.068,0,6946617,6947423,807,"+"
"SCO6287","DdraRKvsM145_60h",0.655,0,6946617,6947423,807,"+"
"SCO7682","DdraRKvsM145_36h",2.54,0,8506283,8512972,6690,"+"
"SCO7682","DdraRKvsM145_48h",3.407,0,8506283,8512972,6690,"+"
"SCO7682","DdraRKvsM145_60h",6.718,0,8506283,8512972,6690,"+"
"SCO7683","DdraRKvsM145_36h",3.43,0,8512969,8518497,5529,"+"
"SCO7683","DdraRKvsM145_48h",3.876,0,8512969,8518497,5529,"+"
"SCO7683","DdraRKvsM145_60h",7.693,0,8512969,8518497,5529,"+"
"SCO7684","DdraRKvsM145_36h",0.74,0,8518494,8519645,1152,"+"
"SCO7684","DdraRKvsM145_48h",2.278,0,8518494,8519645,1152,"+"
"SCO7684","DdraRKvsM145_60h",3.903,0,8518494,8519645,1152,"+"
"SCO7685","DdraRKvsM145_36h",0.04,0,8519642,8521675,2034,"+"
"SCO7685","DdraRKvsM145_48h",2.297,0,8519642,8521675,2034,"+"
"SCO7685","DdraRKvsM145_60h",4.189,0,8519642,8521675,2034,"+"
"SCO7686","DdraRKvsM145_36h",2.49,0,8521684,8522919,1236,"+"
"SCO7686","DdraRKvsM145_48h",3.378,0,8521684,8522919,1236,"+"
"SCO7686","DdraRKvsM145_60h",6.091,0,8521684,8522919,1236,"+"
"SCO7687","DdraRKvsM145_36h",2.23,0,8522916,8523749,834,"+"
"SCO7687","DdraRKvsM145_48h",3.307,0,8522916,8523749,834,"+"
"SCO7687","DdraRKvsM145_60h",5.86,0,8522916,8523749,834,"+"
"SCO7688","DdraRKvsM145_36h",3.19,0,8523760,8524488,729,"+"
"SCO7688","DdraRKvsM145_48h",3.55,0,8523760,8524488,729,"+"
"SCO7688","DdraRKvsM145_60h",7.361,0,8523760,8524488,729,"+"
"SCO7689","DdraRKvsM145_36h",1.62,0,8524521,8526347,1827,"+"
"SCO7689","DdraRKvsM145_48h",2.849,0,8524521,8526347,1827,"+"
"SCO7689","DdraRKvsM145_60h",5.698,0,8524521,8526347,1827,"+"
"SCO7690","DdraRKvsM145_36h",2.68,0,8526344,8528107,1764,"+"
"SCO7690","DdraRKvsM145_48h",3.18,0,8526344,8528107,1764,"+"
"SCO7690","DdraRKvsM145_60h",6.844,0,8526344,8528107,1764,"+"
"SCO0185","DdraRKvsM145_36h",2.001,0,173768,174946,1179,"+"
"SCO0185","DdraRKvsM145_48h",-0.523,0,173768,174946,1179,"+"
"SCO0185","DdraRKvsM145_60h",-0.09,0,173768,174946,1179,"+"
"SCO0186","DdraRKvsM145_36h",2.142,0,174943,176514,1572,"+"
"SCO0186","DdraRKvsM145_48h",-0.392,0,174943,176514,1572,"+"
"SCO0186","DdraRKvsM145_60h",0.616,0,174943,176514,1572,"+"
"SCO0187","DdraRKvsM145_36h",2.029,0,176501,177496,996,"+"
"SCO0187","DdraRKvsM145_48h",-0.604,0,176501,177496,996,"+"
"SCO0187","DdraRKvsM145_60h",0.891,0,176501,177496,996,"+"
"SCO0188","DdraRKvsM145_36h",2.491,0,177493,178503,1011,"+"
"SCO0188","DdraRKvsM145_48h",-0.548,0,177493,178503,1011,"+"
"SCO0188","DdraRKvsM145_60h",0.801,0,177493,178503,1011,"+"
"SCO0189","DdraRKvsM145_36h",2.025,0,178519,180087,1569,"-"
"SCO0189","DdraRKvsM145_48h",-0.294,0,178519,180087,1569,"-"
"SCO0189","DdraRKvsM145_60h",0.878,0,178519,180087,1569,"-"
"SCO0191","DdraRKvsM145_36h",1.76,0,180821,182038,1218,"-"
"SCO0191","DdraRKvsM145_48h",-0.495,0,180821,182038,1218,"-"
"SCO0191","DdraRKvsM145_60h",0.282,0,180821,182038,1218,"-"
"SCO1206","DdraRKvsM145_36h",0.758,0,1277625,1278749,1125,"+"
"SCO1206","DdraRKvsM145_48h",-1.81,0,1277625,1278749,1125,"+"
"SCO1206","DdraRKvsM145_60h",-2.61,0,1277625,1278749,1125,"+"
"SCO1207","DdraRKvsM145_36h",1.117,0,1278746,1279960,1215,"+"
"SCO1207","DdraRKvsM145_48h",-1.759,0,1278746,1279960,1215,"+"
"SCO1207","DdraRKvsM145_60h",-2.96,0,1278746,1279960,1215,"+"
"SCO1208","DdraRKvsM145_36h",0.774,0,1279957,1280490,534,"+"
"SCO1208","DdraRKvsM145_48h",-1.904,0,1279957,1280490,534,"+"
"SCO1208","DdraRKvsM145_60h",-2.455,0,1279957,1280490,534,"+"
"SCO2782","DdraRKvsM145_36h",0.935,0,3035641,3037083,1443,"+"
"SCO2782","DdraRKvsM145_48h",-1.816,0,3035641,3037083,1443,"+"
"SCO2782","DdraRKvsM145_60h",-3.808,0,3035641,3037083,1443,"+"
"SCO2783","DdraRKvsM145_36h",0.639,0,3037106,3038347,1242,"+"
"SCO2783","DdraRKvsM145_48h",-1.613,0,3037106,3038347,1242,"+"
"SCO2783","DdraRKvsM145_60h",-4.193,0,3037106,3038347,1242,"+"
"SCO2784","DdraRKvsM145_36h",0.595,0,3038344,3038898,555,"+"
"SCO2784","DdraRKvsM145_48h",-2.027,0,3038344,3038898,555,"+"
"SCO2784","DdraRKvsM145_60h",-4.234,0,3038344,3038898,555,"+"
"SCO2785","DdraRKvsM145_36h",0.757,0,3038895,3040682,1788,"+"
"SCO2785","DdraRKvsM145_48h",-1.679,0,3038895,3040682,1788,"+"
"SCO2785","DdraRKvsM145_60h",-3.804,0,3038895,3040682,1788,"+"
"SCO0217","DdraRKvsM145_36h",-3.228,0,210183,211751,1569,"+"
"SCO0217","DdraRKvsM145_48h",-3.695,0,210183,211751,1569,"+"
"SCO0217","DdraRKvsM145_60h",-5.837,0,210183,211751,1569,"+"
"SCO0218","DdraRKvsM145_36h",-1.605,0,211748,212551,804,"+"
"SCO0218","DdraRKvsM145_48h",-0.858,0,211748,212551,804,"+"
"SCO0218","DdraRKvsM145_60h",-2.22,0,211748,212551,804,"+"
"SCO4947","DdraRKvsM145_36h",-3.907,0,5381148,5384831,3684,"+"
"SCO4947","DdraRKvsM145_48h",-4.147,0,5381148,5384831,3684,"+"
"SCO4947","DdraRKvsM145_60h",-6.211,0,5381148,5384831,3684,"+"
"SCO4948","DdraRKvsM145_36h",-5.527,0,5384840,5386486,1647,"+"
"SCO4948","DdraRKvsM145_48h",-5.874,0,5384840,5386486,1647,"+"
"SCO4948","DdraRKvsM145_60h",-7.226,0,5384840,5386486,1647,"+"
"SCO4949","DdraRKvsM145_36h",-6.081,0,5386483,5387145,663,"+"
"SCO4949","DdraRKvsM145_48h",-5.716,0,5386483,5387145,663,"+"
"SCO4949","DdraRKvsM145_60h",-7.072,0,5386483,5387145,663,"+"
"SCO4950","DdraRKvsM145_36h",-4.914,0,5387142,5387855,714,"+"
"SCO4950","DdraRKvsM145_48h",-5.063,0,5387142,5387855,714,"+"
"SCO4950","DdraRKvsM145_60h",-6.472,0,5387142,5387855,714,"+"
"SCO6532","DdraRKvsM145_36h",0.968,0,7223740,7224462,723,"-"
"SCO6532","DdraRKvsM145_48h",-1.584,0,7223740,7224462,723,"-"
"SCO6532","DdraRKvsM145_60h",-2.135,0,7223740,7224462,723,"-"
"SCO6533","DdraRKvsM145_36h",0.972,0,7224459,7224953,495,"-"
"SCO6533","DdraRKvsM145_48h",-1.984,0,7224459,7224953,495,"-"
"SCO6533","DdraRKvsM145_60h",-2.99,0,7224459,7224953,495,"-"
"SCO6534","DdraRKvsM145_36h",-0.195,0,7224958,7226553,1596,"-"
"SCO6534","DdraRKvsM145_48h",-2.028,0,7224958,7226553,1596,"-"
"SCO6534","DdraRKvsM145_60h",-5.044,0,7224958,7226553,1596,"-"
"SCO6535","DdraRKvsM145_36h",0.215,0,7226553,7230248,3696,"-"
"SCO6535","DdraRKvsM145_48h",-1.819,0,7226553,7230248,3696,"-"
"SCO6535","DdraRKvsM145_60h",-4.697,0,7226553,7230248,3696,"-"
"SCO1231","DdraRKvsM145_36h",-1.602,0,1305967,1306731,765,"-"
"SCO1231","DdraRKvsM145_48h",-1.576,0,1305967,1306731,765,"-"
"SCO1231","DdraRKvsM145_60h",-1.628,0,1305967,1306731,765,"-"
"SCO1232","DdraRKvsM145_36h",-2.201,0,1306728,1307405,678,"-"
"SCO1232","DdraRKvsM145_48h",-2.038,0,1306728,1307405,678,"-"
"SCO1232","DdraRKvsM145_60h",-2.023,0,1306728,1307405,678,"-"
"SCO1234","DdraRKvsM145_36h",-2.877,0,1308254,1309975,1722,"-"
"SCO1234","DdraRKvsM145_48h",-2.413,0,1308254,1309975,1722,"-"
"SCO1234","DdraRKvsM145_60h",-3.32,0,1308254,1309975,1722,"-"
"SCO1235","DdraRKvsM145_36h",-3.07,0,1309968,1310279,312,"-"
"SCO1235","DdraRKvsM145_48h",-2.438,0,1309968,1310279,312,"-"
"SCO1235","DdraRKvsM145_60h",-3.001,0,1309968,1310279,312,"-"
"SCO1236","DdraRKvsM145_36h",-2.916,0,1310293,1310595,303,"-"
"SCO1236","DdraRKvsM145_48h",-2.569,0,1310293,1310595,303,"-"
"SCO1236","DdraRKvsM145_60h",-3.415,0,1310293,1310595,303,"-"
"SCO4139","DdraRKvsM145_36h",0.37,0,4553637,4554413,777,"-"
"SCO4139","DdraRKvsM145_48h",-2.073,0,4553637,4554413,777,"-"
"SCO4139","DdraRKvsM145_60h",-0.822,0,4553637,4554413,777,"-"
"SCO4140","DdraRKvsM145_36h",0.364,0,4554467,4555531,1065,"-"
"SCO4140","DdraRKvsM145_48h",-2.015,0,4554467,4555531,1065,"-"
"SCO4140","DdraRKvsM145_60h",-0.862,0,4554467,4555531,1065,"-"
"SCO4141","DdraRKvsM145_36h",0.408,0,4555528,4556538,1011,"-"
"SCO4141","DdraRKvsM145_48h",-2.942,0,4555528,4556538,1011,"-"
"SCO4141","DdraRKvsM145_60h",-1.599,0,4555528,4556538,1011,"-"
"SCO4142","DdraRKvsM145_36h",0.398,0,4556707,4557819,1113,"-"
"SCO4142","DdraRKvsM145_48h",-3.38,0,4556707,4557819,1113,"-"
"SCO4142","DdraRKvsM145_60h",-2.207,0,4556707,4557819,1113,"-"
"SCO1800","DdraRKvsM145_36h",0.151,0,1928593,1928841,249,"-"
"SCO1800","DdraRKvsM145_48h",1.449,0,1928593,1928841,249,"-"
"SCO1800","DdraRKvsM145_60h",1.799,0,1928593,1928841,249,"-"
"SCO2716","DdraRKvsM145_36h",0,0,2960170,2960928,759,"-"
"SCO2716","DdraRKvsM145_48h",-0.943,0,2960170,2960928,759,"-"
"SCO2716","DdraRKvsM145_60h",-2.322,0,2960170,2960928,759,"-"
"SCO2717","DdraRKvsM145_36h",-0.059,0,2961104,2961331,228,"-"
"SCO2717","DdraRKvsM145_48h",-0.515,0,2961104,2961331,228,"-"
"SCO2717","DdraRKvsM145_60h",-2.184,0,2961104,2961331,228,"-"
"SCO2718","DdraRKvsM145_36h",-0.074,0,2961619,2962014,396,"-"
"SCO2718","DdraRKvsM145_48h",-0.434,0,2961619,2962014,396,"-"
"SCO2718","DdraRKvsM145_60h",-2.737,0,2961619,2962014,396,"-"
"SCO2719","DdraRKvsM145_36h",-0.434,0,2962235,2962678,444,"+"
"SCO2719","DdraRKvsM145_48h",-1.515,0,2962235,2962678,444,"+"
"SCO2719","DdraRKvsM145_60h",-1.786,0,2962235,2962678,444,"+"
"SCO6685","DdraRKvsM145_36h",2.011,0,7426396,7427004,609,"-"
"SCO6685","DdraRKvsM145_48h",1.014,0,7426396,7427004,609,"-"
"SCO6685","DdraRKvsM145_60h",1.275,0,7426396,7427004,609,"-"
"SCO5314","DdraRKvsM145_36h",1.333,0,5785753,5786088,336,"-"
"SCO5314","DdraRKvsM145_48h",-1.396,0,5785753,5786088,336,"-"
"SCO5314","DdraRKvsM145_60h",-3.322,0,5785753,5786088,336,"-"
"SCO5315","DdraRKvsM145_36h",1.257,0,5786122,5786601,480,"-"
"SCO5315","DdraRKvsM145_48h",-1.556,0,5786122,5786601,480,"-"
"SCO5315","DdraRKvsM145_60h",-2.737,0,5786122,5786601,480,"-"
"SCO5316","DdraRKvsM145_36h",1.47,0,5786603,5786875,273,"-"
"SCO5316","DdraRKvsM145_48h",-1.599,0,5786603,5786875,273,"-"
"SCO5316","DdraRKvsM145_60h",-2.644,0,5786603,5786875,273,"-"
"SCO5317","DdraRKvsM145_36h",1.043,0,5786945,5788219,1275,"-"
"SCO5317","DdraRKvsM145_48h",-1.434,0,5786945,5788219,1275,"-"
"SCO5317","DdraRKvsM145_60h",-2.943,0,5786945,5788219,1275,"-"
"SCO5318","DdraRKvsM145_36h",1.104,0,5788216,5789487,1272,"-"
"SCO5318","DdraRKvsM145_48h",-1.943,0,5788216,5789487,1272,"-"
"SCO5318","DdraRKvsM145_60h",-2.322,0,5788216,5789487,1272,"-"
"SCO5319","DdraRKvsM145_36h",1.454,0,5789484,5789957,474,"-"
"SCO5319","DdraRKvsM145_48h",-1.556,0,5789484,5789957,474,"-"
"SCO5319","DdraRKvsM145_60h",-2.556,0,5789484,5789957,474,"-"
"SCO5320","DdraRKvsM145_36h",1.35,0,5790104,5791297,1194,"-"
"SCO5320","DdraRKvsM145_48h",-1.322,0,5790104,5791297,1194,"-"
"SCO5320","DdraRKvsM145_60h",-2.737,0,5790104,5791297,1194,"-"
"SCO5321","DdraRKvsM145_36h",0.757,0,5791641,5793524,1884,"+"
"SCO5321","DdraRKvsM145_48h",-1.837,0,5791641,5793524,1884,"+"
"SCO5321","DdraRKvsM145_60h",-1.786,0,5791641,5793524,1884,"+"
"SCO6029","DdraRKvsM145_36h",-0.044,0,6618177,6618839,663,"-"
"SCO6029","DdraRKvsM145_48h",-1.474,0,6618177,6618839,663,"-"
"SCO6029","DdraRKvsM145_60h",-1.644,0,6618177,6618839,663,"-"
"SCO1541","DdraRKvsM145_36h",0.748,0,1650311,1650790,480,"+"
"SCO1541","DdraRKvsM145_48h",-1.737,0,1650311,1650790,480,"+"
"SCO1541","DdraRKvsM145_60h",-1.286,0,1650311,1650790,480,"+"
"SCO5440","DdraRKvsM145_36h",1.293,0,5914595,5916919,2325,"-"
"SCO5440","DdraRKvsM145_48h",-1.252,0,5914595,5916919,2325,"-"
"SCO5440","DdraRKvsM145_60h",-1.599,0,5914595,5916919,2325,"-"
"SCO5442","DdraRKvsM145_36h",1.189,0,5918375,5920075,1701,"-"
"SCO5442","DdraRKvsM145_48h",-1.252,0,5918375,5920075,1701,"-"
"SCO5442","DdraRKvsM145_60h",-1.644,0,5918375,5920075,1701,"-"
"SCO5443","DdraRKvsM145_36h",1.761,0,5920072,5922099,2028,"-"
"SCO5443","DdraRKvsM145_48h",-1.059,0,5920072,5922099,2028,"-"
"SCO5443","DdraRKvsM145_60h",-2.252,0,5920072,5922099,2028,"-"
"SCO7332","DdraRKvsM145_36h",1.59,0,8143094,8145319,2226,"-"
"SCO7332","DdraRKvsM145_48h",-1.474,0,8143094,8145319,2226,"-"
"SCO7332","DdraRKvsM145_60h",-2,0,8143094,8145319,2226,"-"
"SCO7333","DdraRKvsM145_36h",1.551,0,8145323,8146684,1362,"-"
"SCO7333","DdraRKvsM145_48h",-1.474,0,8145323,8146684,1362,"-"
"SCO7333","DdraRKvsM145_60h",-2.12,0,8145323,8146684,1362,"-"
"SCO7335","DdraRKvsM145_36h",1.799,0,8148428,8150437,2010,"-"
"SCO7335","DdraRKvsM145_48h",-0.943,0,8148428,8150437,2010,"-"
"SCO7335","DdraRKvsM145_60h",-2.322,0,8148428,8150437,2010,"-"
"SCO7336","DdraRKvsM145_36h",1.541,0,8150499,8150771,273,"-"
"SCO7336","DdraRKvsM145_48h",-1.556,0,8150499,8150771,273,"-"
"SCO7336","DdraRKvsM145_60h",-2.12,0,8150499,8150771,273,"-"
"SCO7337","DdraRKvsM145_36h",3.77,0,8151064,8151579,516,"+"
"SCO7337","DdraRKvsM145_48h",-1.286,0,8151064,8151579,516,"+"
"SCO7337","DdraRKvsM145_60h",-1.889,0,8151064,8151579,516,"+"
"SCO7338","DdraRKvsM145_36h",2.809,0,8151576,8153723,2148,"+"
"SCO7338","DdraRKvsM145_48h",-1.089,0,8151576,8153723,2148,"+"
"SCO7338","DdraRKvsM145_60h",-1.889,0,8151576,8153723,2148,"+"
"SCO0472","DdraRKvsM145_36h",2.918,0,493055,494263,1209,"-"
