"gene","logFC","FDR","add_variable","start","end","strand"
"vnz_12755",-5.20008488146485,3.6695921979515e-10,"wt13-wt20",2840121,2841437,"-"
"vnz_28880",5.46291108672578,3.6695921979515e-10,"wt13-wt20",6362896,6363318,"-"
"vnz_32475",-5.57981677104954,3.80116093887801e-10,"wt13-wt20",7191866,7194169,"+"
"vnz_23480",-5.99557666886499,3.80357887522851e-10,"wt13-wt20",5108347,5110452,"-"
"vnz_33515",-6.03321232395176,3.88253035756173e-10,"wt13-wt20",7441253,7441723,"-"
"vnz_12795",-5.12920144408551,4.0727778547209e-10,"wt13-wt20",2850241,2851908,"-"
"vnz_36055",-6.22487068290408,4.08149424167908e-10,"wt13-wt20",8041163,8041378,"+"
"vnz_36685",-5.01361855621948,4.08799708785726e-10,"wt13-wt20",8213010,8213798,"+"
"vnz_02150",4.92733308637968,4.10523524060133e-10,"wt13-wt20",490890,491219,"-"
"vnz_07265",-4.78309721019002,4.43932921095515e-10,"wt13-wt20",1662673,1663038,"-"
"vnz_33645",-5.61471301635241,4.44234385596e-10,"wt13-wt20",7470526,7471188,"-"
"vnz_23515",-5.72656500032082,4.76921342965461e-10,"wt13-wt20",5116660,5119104,"+"
"vnz_25245",4.85183818423875,4.82527470073215e-10,"wt13-wt20",5503230,5509385,"+"
"vnz_14335",5.3989170768038,5.04805815254191e-10,"wt13-wt20",3177536,3177988,"+"
"vnz_31545",-4.06401951927464,5.08087405975851e-10,"wt13-wt20",6978467,6979498,"+"
"vnz_18440",-5.86908203262327,5.10865560169991e-10,"wt13-wt20",4074774,4074977,"+"
"vnz_27245",-5.58455417425246,5.26362860666906e-10,"wt13-wt20",5982170,5983762,"+"
"vnz_32205",-6.58182129380102,5.46648013455657e-10,"wt13-wt20",7131300,7132289,"+"
"vnz_26270",3.81329429404663,5.75252606547333e-10,"wt13-wt20",5737722,5739335,"+"
"vnz_04650",-5.76029910466179,5.75252606547333e-10,"wt13-wt20",1090531,1090896,"+"
"vnz_28795",-5.38510106599581,5.83263781916387e-10,"wt13-wt20",6340394,6341908,"+"
"vnz_35025",-5.15113533553398,5.84571110729704e-10,"wt13-wt20",7790834,7792096,"-"
"vnz_00805",7.31648380759745,5.89111475085789e-10,"wt13-wt20",181867,182967,"-"
"vnz_13660",3.50096530460484,5.9696856379444e-10,"wt13-wt20",3049906,3051210,"+"
"vnz_20995",3.53710357861707,6.30014518277348e-10,"wt13-wt20",4602672,4604882,"-"
"vnz_29380",-3.99441314830571,6.32741475909794e-10,"wt13-wt20",6471230,6472972,"+"
"vnz_34440",-5.03898406903643,6.32741475909794e-10,"wt13-wt20",7643089,7643889,"-"
"vnz_28865",5.13537399402489,6.40040441794933e-10,"wt13-wt20",6358628,6359329,"-"
"vnz_26595",3.8853703212003,6.83422631016663e-10,"wt13-wt20",5817005,5818306,"-"
"vnz_23865",-5.68651045616764,6.83422631016663e-10,"wt13-wt20",5192055,5192792,"+"
"vnz_09100",-4.53356468511296,7.0303173071022e-10,"wt13-wt20",2072844,2074382,"-"
"vnz_33530",-6.93089316541627,7.48595690011479e-10,"wt13-wt20",7445130,7445648,"+"
"vnz_06760",-7.62955946892662,8.01967915647947e-10,"wt13-wt20",1552386,1552913,"-"
"vnz_34610",3.88624220844234,8.28083970323114e-10,"wt13-wt20",7680844,7681572,"+"
"vnz_32215",-6.089531890025,9.69452069054094e-10,"wt13-wt20",7133192,7134043,"-"
"vnz_35695",-3.50200161877205,9.98694238085121e-10,"wt13-wt20",7964250,7964765,"+"
"vnz_04465",-5.15400023078951,1.02545003293971e-09,"wt13-wt20",1055427,1056125,"+"
"vnz_01260",-4.34434243683407,1.05098426780148e-09,"wt13-wt20",276751,278220,"+"
"vnz_00465",4.45606799754293,1.06983484639889e-09,"wt13-wt20",103740,104096,"-"
"vnz_04440",-4.73915168687785,1.10763357528352e-09,"wt13-wt20",1048118,1049716,"-"
"vnz_00780",5.01860395427993,1.13089120118409e-09,"wt13-wt20",175399,176277,"+"
"vnz_34940",-5.10959563487186,1.1554073824027e-09,"wt13-wt20",7774188,7774640,"+"
"vnz_21150",-4.55772566456782,1.16851113260422e-09,"wt13-wt20",4636187,4638187,"-"
"vnz_29390",-3.95880674765145,1.16851113260422e-09,"wt13-wt20",6473487,6474617,"-"
"vnz_30760",-4.67535320484282,1.24883068646271e-09,"wt13-wt20",6789786,6790577,"-"
"vnz_36605",-3.86203835339643,1.24883068646271e-09,"wt13-wt20",8197259,8198047,"+"
"vnz_23850",-7.68591837805782,1.30489466187237e-09,"wt13-wt20",5187857,5189551,"+"
"vnz_31075",3.87118029470028,1.44470585952619e-09,"wt13-wt20",6871754,6872593,"-"
"vnz_30365",-6.04007881171268,1.49200546169035e-09,"wt13-wt20",6702345,6703091,"+"
"vnz_04460",-5.67609855589581,1.50447329452133e-09,"wt13-wt20",1055104,1055409,"+"
"vnz_34920",-6.62022606765232,1.54681316529391e-09,"wt13-wt20",7766750,7767841,"-"
"vnz_35860",-4.01667660004255,1.54681316529391e-09,"wt13-wt20",8004130,8004507,"+"
"vnz_22830",-3.83629954883834,1.56683763125817e-09,"wt13-wt20",4971992,4972843,"+"
"vnz_25940",-5.76438078854088,1.58048964105326e-09,"wt13-wt20",5672333,5672926,"+"
"vnz_23575",-6.05258969534863,1.60667743843083e-09,"wt13-wt20",5133718,5134782,"+"
"vnz_27115",-3.74073514406115,1.63027396012756e-09,"wt13-wt20",5949839,5950627,"-"
"vnz_06770",-5.52314424933435,1.63027396012756e-09,"wt13-wt20",1553420,1556044,"+"
"vnz_16870",-3.70861232904508,1.66055211621731e-09,"wt13-wt20",3746496,3746816,"-"
"vnz_25030",-4.36993985233665,1.75193699988176e-09,"wt13-wt20",5447911,5448927,"-"
"vnz_12335",-4.20437734356201,1.7917433417236e-09,"wt13-wt20",2736721,2737440,"+"
"vnz_35010",-8.35911453683443,1.821123513712e-09,"wt13-wt20",7788443,7789537,"+"
"vnz_21055",-6.65616009076522,1.99021573136141e-09,"wt13-wt20",4615169,4615528,"+"
"vnz_18210",-3.13136348702753,1.99818878479427e-09,"wt13-wt20",4020699,4022126,"-"
"vnz_33495",-7.29635871104647,2.0040017161618e-09,"wt13-wt20",7437978,7438457,"-"
"vnz_26590",3.55207795344035,2.05063937223138e-09,"wt13-wt20",5816172,5817005,"-"
"vnz_14970",-5.86484012729959,2.05063937223138e-09,"wt13-wt20",3332457,3333878,"-"
"vnz_34430",-7.20246402331867,2.05063937223138e-09,"wt13-wt20",7641113,7641307,"+"
"vnz_32220",-5.82804274743862,2.13808311979784e-09,"wt13-wt20",7134052,7134519,"-"
"vnz_16095",-5.2825240760524,2.25424990285452e-09,"wt13-wt20",3579970,3581391,"+"
"vnz_00475",3.95451237470434,2.36909975083094e-09,"wt13-wt20",104590,107208,"-"
"vnz_15150",-3.85768353110739,2.36909975083094e-09,"wt13-wt20",3375854,3376687,"-"
"vnz_22825",-3.88315754330909,2.37210104921584e-09,"wt13-wt20",4970955,4971995,"+"
"vnz_07945",-3.9670693001004,2.37210104921584e-09,"wt13-wt20",1812763,1813101,"+"
"vnz_01170",-4.89068712375437,2.39459001257265e-09,"wt13-wt20",258847,260349,"+"
"vnz_28765",-3.20841600557591,2.46129222664184e-09,"wt13-wt20",6332109,6333047,"+"
"vnz_32150",-4.6566400318885,2.64691282578646e-09,"wt13-wt20",7119248,7120045,"+"
"vnz_35690",-3.72178068051832,2.64771804335247e-09,"wt13-wt20",7963079,7964236,"+"
"vnz_32075",3.32023231405386,2.67769028107417e-09,"wt13-wt20",7101635,7106395,"+"
"vnz_01005",-5.70186909370599,2.71866913859053e-09,"wt13-wt20",225638,226207,"-"
"vnz_08730",2.71093211579463,2.72828932159259e-09,"wt13-wt20",1990161,1991384,"-"
"vnz_15145",-5.33319512931202,2.7339337191597e-09,"wt13-wt20",3375506,3375706,"+"
"vnz_06785",-5.01751939651616,2.7339337191597e-09,"wt13-wt20",1557642,1558424,"+"
"vnz_01635",-4.45773816902405,2.7719585272533e-09,"wt13-wt20",372655,372954,"-"
"vnz_29150",-4.35809935935942,2.88885773797865e-09,"wt13-wt20",6420454,6421476,"+"
"vnz_25755",-4.38930272659424,2.92429120946227e-09,"wt13-wt20",5632027,5633382,"+"
"vnz_28905",6.43182365891104,2.92612955187024e-09,"wt13-wt20",6366785,6369904,"-"
"vnz_06765",-6.04025680428466,2.96765192622976e-09,"wt13-wt20",1553028,1553432,"+"
"vnz_03690",3.28187053971144,3.00442927349612e-09,"wt13-wt20",885861,887192,"-"
"vnz_31395",-4.83890334517744,3.08605959755039e-09,"wt13-wt20",6945482,6946180,"+"
"vnz_25025",-4.39740604994074,3.12480235467135e-09,"wt13-wt20",5445938,5447902,"+"
"vnz_36080",-3.79350869944079,3.17244888692812e-09,"wt13-wt20",8046272,8047036,"+"
"vnz_25055",-5.10260190286809,3.26724811186252e-09,"wt13-wt20",5452423,5454123,"+"
"vnz_33500",-6.72039524944643,3.34804534526054e-09,"wt13-wt20",7438459,7438719,"-"
"vnz_23005",-4.35747072236733,3.37541419731462e-09,"wt13-wt20",5007733,5008383,"+"
"vnz_23860",-7.79978929839379,3.39334663234032e-09,"wt13-wt20",5191096,5192067,"+"
"vnz_09995",4.12901760785817,3.39334663234032e-09,"wt13-wt20",2257058,2258170,"+"
"vnz_02915",2.96949588917381,3.39334663234032e-09,"wt13-wt20",702440,706429,"-"
"vnz_06800",2.81534115194253,3.46586560581562e-09,"wt13-wt20",1560564,1561208,"-"
"vnz_31390",-5.13363268486826,3.62768208138202e-09,"wt13-wt20",6944757,6945314,"+"
"vnz_33830",-3.51658903349276,3.76335552718654e-09,"wt13-wt20",7506238,7507278,"-"
"vnz_00470",4.31238204151899,3.76335552718654e-09,"wt13-wt20",104156,104593,"-"
"vnz_20785",3.46191712556102,3.78243195662956e-09,"wt13-wt20",4555444,4556667,"+"
"vnz_09475",-4.79485000901848,4.14341350496825e-09,"wt13-wt20",2153100,2154578,"-"
"vnz_03760",-3.73407378972586,4.17767130844144e-09,"wt13-wt20",903393,904250,"-"
"vnz_01210",-4.06987679487862,4.25666128976308e-09,"wt13-wt20",267562,267930,"-"
"vnz_33825",-3.7868328312559,4.25666128976308e-09,"wt13-wt20",7505943,7506161,"+"
"vnz_02920",6.77677765260707,4.27316943714022e-09,"wt13-wt20",706873,707982,"-"
"vnz_24690",-3.76303482446536,4.5655427620792e-09,"wt13-wt20",5375303,5376679,"-"
"vnz_36075",-3.75166621363154,4.5655427620792e-09,"wt13-wt20",8043513,8046116,"-"
"vnz_22005",-3.53270179125955,4.5655427620792e-09,"wt13-wt20",4790447,4791058,"+"
"vnz_22960",-9.72351553976087,4.63519894865663e-09,"wt13-wt20",5001399,5001638,"+"
"vnz_34790",-5.08259412581556,4.67387855750369e-09,"wt13-wt20",7737879,7738088,"+"
"vnz_13240",3.51618116835566,4.74168311439714e-09,"wt13-wt20",2939264,2941363,"+"
"vnz_21550",3.58721353251636,4.76137237370928e-09,"wt13-wt20",4717712,4718689,"+"
"vnz_16840",-3.37765944619922,5.06917127063032e-09,"wt13-wt20",3740080,3740598,"-"
"vnz_23855",-8.48227066849164,5.46571716942301e-09,"wt13-wt20",5189895,5190893,"+"
"vnz_00785",5.64075217613395,5.60512772489465e-09,"wt13-wt20",176226,177035,"+"
"vnz_02525",-3.82914278093829,5.69549035141694e-09,"wt13-wt20",599683,601872,"+"
"vnz_23510",-5.02854138317003,6.1306706679598e-09,"wt13-wt20",5116184,5116411,"-"
"vnz_15485",-4.06046430761243,6.1306706679598e-09,"wt13-wt20",3452040,3452459,"+"
"vnz_14975",-3.52442478773964,6.46641842642392e-09,"wt13-wt20",3334016,3336796,"-"
"vnz_04435",-4.20408186550162,6.5976083581358e-09,"wt13-wt20",1045914,1047974,"-"
"vnz_22170",-3.9228423655327,6.64763292702348e-09,"wt13-wt20",4838792,4840144,"-"
"vnz_22870",-6.72714976865944,6.79791624431493e-09,"wt13-wt20",4982472,4982879,"-"
"vnz_27580",-4.33529268846154,6.81326106541012e-09,"wt13-wt20",6065260,6066045,"+"
"vnz_33765",-3.46219456919009,7.05535814155543e-09,"wt13-wt20",7497523,7498602,"-"
"vnz_09020",-5.83404362625704,7.27037844891965e-09,"wt13-wt20",2052497,2054581,"-"
"vnz_24125",-3.92087738259048,7.27037844891965e-09,"wt13-wt20",5253318,5254940,"-"
"vnz_31830",-4.28745011630395,7.29027522005521e-09,"wt13-wt20",7037223,7038245,"+"
"vnz_00235",-4.55751576784706,7.4565944938164e-09,"wt13-wt20",52914,54080,"+"
"vnz_04445",-4.29959527645269,7.6624223891824e-09,"wt13-wt20",1049740,1052628,"-"
"vnz_33480",-5.18373793163634,7.68209337016771e-09,"wt13-wt20",7435355,7436419,"+"
"vnz_16480",4.13099988970376,7.72275940309005e-09,"wt13-wt20",3666376,3666846,"-"
"vnz_24300",-4.90434107110373,7.88204092761323e-09,"wt13-wt20",5291023,5292438,"+"
"vnz_33775",-4.14901427337975,7.97878434775798e-09,"wt13-wt20",7499789,7500151,"+"
"vnz_30375",-5.53532497705052,7.97878434775798e-09,"wt13-wt20",6704042,6704686,"+"
"vnz_24720",-4.93898295515993,8.01603775081804e-09,"wt13-wt20",5383756,5384796,"+"
"vnz_15190",-6.58278913820924,8.77448857217167e-09,"wt13-wt20",3385510,3385725,"+"
"vnz_18575",-4.52534731121239,8.91117533794492e-09,"wt13-wt20",4102511,4104040,"+"
"vnz_35480",-4.2977674810934,8.98262224040571e-09,"wt13-wt20",7910601,7911917,"-"
"vnz_35905",-3.60007667808816,9.22764810279467e-09,"wt13-wt20",8011638,8012123,"+"
"vnz_13235",3.33899642557988,9.22764810279467e-09,"wt13-wt20",2936995,2939187,"+"
"vnz_00820",3.64651972115282,9.6878040802968e-09,"wt13-wt20",185331,186029,"+"
"vnz_34845",-3.91375686492957,9.88390092772814e-09,"wt13-wt20",7750369,7751409,"-"
"vnz_06740",-3.13638729894831,9.88390092772814e-09,"wt13-wt20",1546931,1548643,"+"
"vnz_28885",5.86786533172739,9.97680552854393e-09,"wt13-wt20",6363318,6363635,"-"
"vnz_05070",-3.8128830944429,1.00964171449769e-08,"wt13-wt20",1190203,1190856,"+"
"vnz_00460",4.59754806592675,1.06535913404892e-08,"wt13-wt20",103168,103734,"-"
"vnz_04990",-3.95860576235305,1.06535913404892e-08,"wt13-wt20",1171958,1173385,"-"
"vnz_19485",-4.19676327383133,1.07807309235404e-08,"wt13-wt20",4285852,4286268,"-"
"vnz_16325",3.04807996489374,1.09327954984562e-08,"wt13-wt20",3631372,3632376,"-"
