"gene","add_variable","logFC","FDR","start","end","width","strand"
"SCO0065","TvsL",-0.217591435072627,0.7,51831,53144,1314,"+"
"SCO0065","TvsS",0.422233000683048,0.5,51831,53144,1314,"+"
"SCO0065","LvsS",0.641546029087524,0.3,51831,53144,1314,"+"
"SCO0066","MvsT",0.948600847493356,0.1,53141,54100,960,"+"
"SCO0066","MvsL",0.22650852980868,0.8,53141,54100,960,"+"
"SCO0066","MvsS",1.71369581484336,0.007,53141,54100,960,"+"
"SCO0066","TvsL",-0.736965594166206,0.3,53141,54100,960,"+"
"SCO0066","TvsS",0.765534746362977,0.2,53141,54100,960,"+"
"SCO0066","LvsS",1.4905701304462,0.02,53141,54100,960,"+"
"SCO0072","MvsT",1.23878685958712,9e-05,60740,64093,3354,"-"
"SCO0072","MvsL",1.57046293102604,1e-06,60740,64093,3354,"-"
"SCO0072","MvsS",1.16349873228288,2e-04,60740,64093,3354,"-"
"SCO0072","TvsL",0.333423733725192,0.3,60740,64093,3354,"-"
"SCO0072","TvsS",-0.0740005814437769,0.8,60740,64093,3354,"-"
"SCO0072","LvsS",-0.395928676331139,0.2,60740,64093,3354,"-"
"SCO0075","MvsT",0.0285691521967709,1,65092,65679,588,"+"
"SCO0075","MvsL",0.855989697308481,0.09,65092,65679,588,"+"
"SCO0075","MvsS",1.64154602908752,5e-04,65092,65679,588,"+"
"SCO0075","TvsL",0.823749360308273,0.09,65092,65679,588,"+"
"SCO0075","TvsS",1.60407132366886,3e-04,65092,65679,588,"+"
"SCO0075","LvsS",0.782408564927373,0.07,65092,65679,588,"+"
"SCO0079","MvsT",0.75702324650746,0.4,66688,67911,1224,"-"
"SCO0079","MvsL",1.85598969730848,0.003,66688,67911,1224,"-"
"SCO0079","MvsS",2.98367769469807,7e-08,66688,67911,1224,"-"
"SCO0079","TvsL",1.09761079662642,0.03,66688,67911,1224,"-"
"SCO0079","TvsS",2.22958792274065,2e-06,66688,67911,1224,"-"
"SCO0079","LvsS",1.13093086982645,0.01,66688,67911,1224,"-"
"SCO0080","MvsT",-0.494109070270043,0.2,68372,68887,516,"+"
"SCO0080","MvsL",-0.358453970912476,0.4,68372,68887,516,"+"
"SCO0080","MvsS",1.03562390973072,0.02,68372,68887,516,"+"
"SCO0080","TvsL",0.137503523749935,0.7,68372,68887,516,"+"
"SCO0080","TvsS",1.53605290024021,2e-04,68372,68887,516,"+"
"SCO0080","LvsS",1.40053792958373,0.001,68372,68887,516,"+"
"SCO0084","MvsT",-0.15200309344505,0.8,70777,71235,459,"+"
"SCO0084","MvsL",0.286881147788162,0.6,70777,71235,459,"+"
"SCO0084","MvsS",1.11103131238874,0.01,70777,71235,459,"+"
"SCO0084","TvsL",0.432959407276106,0.3,70777,71235,459,"+"
"SCO0084","TvsS",1.25701061820602,0.003,70777,71235,459,"+"
"SCO0084","LvsS",0.823749360308273,0.06,70777,71235,459,"+"
"SCO0096","MvsT",0.321928094887362,0.3,79839,80690,852,"-"
"SCO0096","MvsL",-0.736965594166206,0.03,79839,80690,852,"-"
"SCO0096","MvsS",-0.535331732996556,0.1,79839,80690,852,"-"
"SCO0096","TvsL",-1.05889368905357,0.001,79839,80690,852,"-"
"SCO0096","TvsS",-0.862496476250065,0.007,79839,80690,852,"-"
"SCO0096","LvsS",0.189033824390017,0.6,79839,80690,852,"-"
"SCO0102","MvsT",-0.251538766995964,0.4,84893,85339,447,"+"
"SCO0102","MvsL",-1.39592867633114,1e-05,84893,85339,447,"+"
"SCO0102","MvsS",-1.68965987938785,2e-07,84893,85339,447,"+"
"SCO0102","TvsL",-1.15200309344505,5e-04,84893,85339,447,"+"
"SCO0102","TvsS",-1.43440282414577,1e-05,84893,85339,447,"+"
"SCO0102","LvsS",-0.3040061868901,0.4,84893,85339,447,"+"
"SCO0103","MvsT",-0.286304185156641,0.3,85336,86643,1308,"+"
"SCO0103","MvsL",-1.55639334852439,1e-07,85336,86643,1308,"+"
"SCO0103","MvsS",-2.05889368905357,2e-11,85336,86643,1308,"+"
"SCO0103","TvsL",-1.28630418515664,2e-05,85336,86643,1308,"+"
"SCO0103","TvsS",-1.78587519464715,8e-09,85336,86643,1308,"+"
"SCO0103","LvsS",-0.473931188332412,0.1,85336,86643,1308,"+"
"SCO0104","MvsT",-0.168122758808327,0.5,86640,87311,672,"+"
"SCO0104","MvsL",-1.51457317282976,5e-06,86640,87311,672,"+"
"SCO0104","MvsS",-3.18442457113743,9e-18,86640,87311,672,"+"
"SCO0104","TvsL",-1.35845397091248,7e-05,86640,87311,672,"+"
"SCO0104","TvsS",-2.94341647163363,4e-16,86640,87311,672,"+"
"SCO0104","LvsS",-1.59946207041627,2e-05,86640,87311,672,"+"
"SCO0106","MvsT",0.505890929729957,0.4,89073,89465,393,"+"
"SCO0106","MvsL",2.59454854955035,1e-05,89073,89465,393,"+"
"SCO0106","MvsS",2.22958792274065,1e-04,89073,89465,393,"+"
"SCO0106","TvsL",2.08746284125034,1e-04,89073,89465,393,"+"
"SCO0106","TvsS",1.72246602447109,0.001,89073,89465,393,"+"
"SCO0106","LvsS",-0.358453970912476,0.5,89073,89465,393,"+"
"SCO0107","MvsT",1.21412480535285,0.001,89486,90043,558,"-"
"SCO0107","MvsL",2.15055967657538,6e-09,89486,90043,558,"-"
"SCO0107","MvsS",2.28095631383106,8e-10,89486,90043,558,"-"
"SCO0107","TvsL",0.941106310946431,0.006,89486,90043,558,"-"
"SCO0107","TvsS",1.0703893278914,0.002,89486,90043,558,"-"
"SCO0107","LvsS",0.124328135002202,0.7,89486,90043,558,"-"
"SCO0110","MvsT",0.7311832415722,0.08,90951,91790,840,"-"
"SCO0110","MvsL",1.01435529297707,0.009,90951,91790,840,"-"
"SCO0110","MvsS",1.50080205305716,6e-05,90951,91790,840,"-"
"SCO0110","TvsL",0.286881147788162,0.4,90951,91790,840,"-"
"SCO0110","TvsS",0.773996325111173,0.02,90951,91790,840,"-"
"SCO0110","LvsS",0.485426827170242,0.2,90951,91790,840,"-"
"SCO0119","MvsT",0.238786859587116,0.7,97760,98281,522,"-"
"SCO0119","MvsL",4.73172632271578,5e-22,97760,98281,522,"-"
"SCO0119","MvsS",2.15380533607904,6e-06,97760,98281,522,"-"
"SCO0119","TvsL",4.48864353985378,6e-22,97760,98281,522,"-"
"SCO0119","TvsS",1.91073266190291,2e-05,97760,98281,522,"-"
"SCO0119","LvsS",-2.55639334852439,6e-10,97760,98281,522,"-"
"SCO0120","MvsT",0.773996325111173,0.3,98463,99338,876,"-"
"SCO0120","MvsL",3.54349588342577,7e-11,98463,99338,876,"-"
"SCO0120","MvsS",2.82578562746479,4e-07,98463,99338,876,"-"
"SCO0120","TvsL",2.77188557851537,5e-09,98463,99338,876,"-"
"SCO0120","TvsS",2.05311133645956,1e-05,98463,99338,876,"-"
"SCO0120","LvsS",-0.713118852211838,0.09,98463,99338,876,"-"
"SCO0121","MvsT",0.584962500721156,0.5,99335,99949,615,"-"
"SCO0121","MvsL",4.10181813422741,3e-14,99335,99949,615,"-"
"SCO0121","MvsS",3.33771109212829,2e-09,99335,99949,615,"-"
"SCO0121","TvsL",3.5197934862411,1e-13,99335,99949,615,"-"
"SCO0121","TvsS",2.75488750216347,1e-08,99335,99949,615,"-"
"SCO0121","LvsS",-0.761213140412883,0.05,99335,99949,615,"-"
"SCO0124","MvsT",0.432959407276106,0.9,103628,104989,1362,"+"
"SCO0124","MvsL",3.84297883178833,5e-05,103628,104989,1362,"+"
"SCO0124","MvsS",3.84799690655495,5e-05,103628,104989,1362,"+"
"SCO0124","TvsL",3.41142624572647,8e-05,103628,104989,1362,"+"
"SCO0124","TvsS",3.41683974191283,5e-05,103628,104989,1362,"+"
"SCO0124","LvsS",0,1,103628,104989,1362,"+"
"SCO0126","MvsT",0.37851162325373,0.5,106637,112885,6249,"+"
"SCO0126","MvsL",3.07210580048042,4e-06,106637,112885,6249,"+"
"SCO0126","MvsS",3.0232553523003,5e-06,106637,112885,6249,"+"
"SCO0126","TvsL",2.68929916053589,3e-05,106637,112885,6249,"+"
"SCO0126","TvsS",2.63923216324928,3e-05,106637,112885,6249,"+"
"SCO0126","LvsS",-0.0439433475875971,1,106637,112885,6249,"+"
"SCO0127","MvsT",-0.454031630894707,0.3,112932,119654,6723,"+"
"SCO0127","MvsL",2.15704371014558,4e-09,112932,119654,6723,"+"
"SCO0127","MvsS",1.80322703643493,6e-07,112932,119654,6723,"+"
"SCO0127","TvsL",2.60169651648096,2e-12,112932,119654,6723,"+"
"SCO0127","TvsS",2.24792751344359,5e-10,112932,119654,6723,"+"
"SCO0127","LvsS",-0.358453970912476,0.3,112932,119654,6723,"+"
"SCO0131","MvsT",4.19298316997399,2e-09,121617,122456,840,"-"
"SCO0131","MvsL",7.62855490011405,8e-23,121617,122456,840,"-"
"SCO0131","MvsS",7.71829312047387,2e-23,121617,122456,840,"-"
"SCO0131","TvsL",3.43562859405209,2e-08,121617,122456,840,"-"
"SCO0131","TvsS",3.52481592835751,3e-09,121617,122456,840,"-"
"SCO0131","LvsS",0.0840642647884745,0.8,121617,122456,840,"-"
"SCO0132","MvsT",0.150559676575381,0.5,122743,125502,2760,"+"
"SCO0132","MvsL",0.739848102699327,0.01,122743,125502,2760,"+"
"SCO0132","MvsS",1.91073266190291,7e-10,122743,125502,2760,"+"
"SCO0132","TvsL",0.584962500721156,0.07,122743,125502,2760,"+"
"SCO0132","TvsS",1.75702324650746,1e-08,122743,125502,2760,"+"
"SCO0132","LvsS",1.16992500144231,1e-04,122743,125502,2760,"+"
"SCO0135","MvsT",0.505890929729957,0.4,127571,128290,720,"+"
"SCO0135","MvsL",2.8499992594661,8e-09,127571,128290,720,"+"
"SCO0135","MvsS",2.61823865559545,8e-08,127571,128290,720,"+"
"SCO0135","TvsL",2.34482849699744,1e-07,127571,128290,720,"+"
"SCO0135","TvsS",2.114367024952,9e-07,127571,128290,720,"+"
"SCO0135","LvsS",-0.234465253637023,0.6,127571,128290,720,"+"
"SCO0141","MvsT",0.790772037862,0.2,133570,134121,552,"-"
"SCO0141","MvsL",2.0703893278914,4e-04,133570,134121,552,"-"
"SCO0141","MvsS",4.17552460108987,4e-11,133570,134121,552,"-"
"SCO0141","TvsL",1.27500704749987,0.02,133570,134121,552,"-"
"SCO0141","TvsS",3.38128337250378,8e-09,133570,134121,552,"-"
"SCO0141","LvsS",2.10433665981474,2e-04,133570,134121,552,"-"
"SCO0147","MvsT",-0.415037499278844,0.1,138976,139467,492,"+"
"SCO0147","MvsL",-0.514573172829758,0.07,138976,139467,492,"+"
"SCO0147","MvsS",-1.12029423371771,3e-04,138976,139467,492,"+"
"SCO0147","TvsL",-0.104697378666693,0.7,138976,139467,492,"+"
"SCO0147","TvsS",-0.713118852211838,0.03,138976,139467,492,"+"
"SCO0147","LvsS",-0.599462070416271,0.07,138976,139467,492,"+"
"SCO0150","MvsT",-0.535331732996556,0.1,140368,140862,495,"+"
"SCO0150","MvsL",-0.761213140412883,0.02,140368,140862,495,"+"
"SCO0150","MvsS",-1.08926733809709,0.001,140368,140862,495,"+"
"SCO0150","TvsL",-0.234465253637023,0.5,140368,140862,495,"+"
"SCO0150","TvsS",-0.556393348524385,0.1,140368,140862,495,"+"
"SCO0150","LvsS",-0.321928094887362,0.4,140368,140862,495,"+"
"SCO0151","MvsT",-0.62148837674627,0.2,141370,141708,339,"+"
"SCO0151","MvsL",-1.59946207041627,0.003,141370,141708,339,"+"
"SCO0151","MvsS",-2.47393118833241,1e-05,141370,141708,339,"+"
"SCO0151","TvsL",-0.971430847803229,0.08,141370,141708,339,"+"
"SCO0151","TvsS",-1.83650126771712,0.001,141370,141708,339,"+"
"SCO0151","LvsS",-0.83650126771712,0.2,141370,141708,339,"+"
"SCO0152","MvsT",-0.761213140412883,0.08,141705,143315,1611,"+"
"SCO0152","MvsL",-0.736965594166206,0.08,141705,143315,1611,"+"
"SCO0152","MvsS",-2.05889368905357,9e-06,141705,143315,1611,"+"
"SCO0152","TvsL",0.0143552929770701,1,141705,143315,1611,"+"
"SCO0152","TvsS",-1.32192809488736,0.005,141705,143315,1611,"+"
"SCO0152","LvsS",-1.32192809488736,0.008,141705,143315,1611,"+"
"SCO0154","MvsT",0.250961573533219,0.4,144704,145366,663,"-"
"SCO0154","MvsL",0.0143552929770701,0.9,144704,145366,663,"-"
"SCO0154","MvsS",-3.05889368905357,3e-08,144704,145366,663,"-"
"SCO0154","TvsL",-0.234465253637023,0.6,144704,145366,663,"-"
"SCO0154","TvsS",-3.32192809488736,2e-10,144704,145366,663,"-"
"SCO0154","LvsS",-3.05889368905357,1e-08,144704,145366,663,"-"
"SCO0162","MvsT",-0.286304185156641,0.8,150579,151571,993,"+"
"SCO0162","MvsL",-0.234465253637023,0.8,150579,151571,993,"+"
"SCO0162","MvsS",3.13093086982645,0.004,150579,151571,993,"+"
"SCO0162","TvsL",0.0426443374084937,1,150579,151571,993,"+"
"SCO0162","TvsS",3.41683974191283,0.001,150579,151571,993,"+"
"SCO0162","LvsS",3.36876834909033,0.001,150579,151571,993,"+"
"SCO0165","MvsT",-0.395928676331139,0.5,155707,156120,414,"-"
"SCO0165","MvsL",0.815575428862573,0.1,155707,156120,414,"-"
"SCO0165","MvsS",1.78240856492737,2e-04,155707,156120,414,"-"
"SCO0165","TvsL",1.22032995487956,0.01,155707,156120,414,"-"
"SCO0165","TvsS",2.18586654531133,2e-06,155707,156120,414,"-"
"SCO0165","LvsS",0.970853654340484,0.03,155707,156120,414,"-"
"SCO0166","MvsT",0.411426245726465,0.3,156338,157141,804,"+"
"SCO0166","MvsL",1.04264433740849,0.006,156338,157141,804,"+"
"SCO0166","MvsS",2.23572705983806,5e-09,156338,157141,804,"+"
"SCO0166","TvsL",0.632268215499513,0.09,156338,157141,804,"+"
"SCO0166","TvsS",1.82374936030827,4e-07,156338,157141,804,"+"
"SCO0166","LvsS",1.18903382439002,0.001,156338,157141,804,"+"
"SCO0167","MvsT",0.22650852980868,0.9,157189,158073,885,"-"
"SCO0167","MvsL",0.0426443374084937,1,157189,158073,885,"-"
"SCO0167","MvsS",3.88166461932035,0.004,157189,158073,885,"-"
"SCO0167","TvsL",-0.200912693925996,0.9,157189,158073,885,"-"
"SCO0167","TvsS",3.65306001710456,0.004,157189,158073,885,"-"
"SCO0167","LvsS",3.84599177066457,0.003,157189,158073,885,"-"
"SCO0171","MvsT",1.1243281350022,0.6,161237,162553,1317,"+"
"SCO0171","MvsL",-0.251538766995964,0.8,161237,162553,1317,"+"
"SCO0171","MvsS",3.67581593117227,0.03,161237,162553,1317,"+"
"SCO0171","TvsL",-1.39592867633114,0.4,161237,162553,1317,"+"
"SCO0171","TvsS",2.54843662469604,0.09,161237,162553,1317,"+"
"SCO0171","LvsS",3.93262815702213,0.02,161237,162553,1317,"+"
"SCO0174","MvsT",-0.434402824145775,0.8,164023,164994,972,"-"
"SCO0174","MvsL",-2.18442457113743,0.1,164023,164994,972,"-"
"SCO0174","MvsS",2.87381319835909,0.03,164023,164994,972,"-"
"SCO0174","TvsL",-1.73696559416621,0.2,164023,164994,972,"-"
"SCO0174","TvsS",3.31034012061215,0.01,164023,164994,972,"-"
"SCO0174","LvsS",5.03913839390696,6e-04,164023,164994,972,"-"
"SCO0175","MvsT",-1.55639334852439,0.003,165059,165406,348,"-"
"SCO0175","MvsL",-2.64385618977472,2e-05,165059,165406,348,"-"
"SCO0175","MvsS",-2.94341647163363,9e-07,165059,165406,348,"-"
"SCO0175","TvsL",-1.05889368905357,0.1,165059,165406,348,"-"
"SCO0175","TvsS",-1.39592867633114,0.03,165059,165406,348,"-"
"SCO0175","LvsS",-0.340075441597622,0.7,165059,165406,348,"-"
"SCO0178","MvsT",-0.666576266274808,0.07,166891,167337,447,"+"
"SCO0178","MvsL",-2.12029423371771,2e-07,166891,167337,447,"+"
"SCO0178","MvsS",-2.94341647163363,3e-12,166891,167337,447,"+"
"SCO0178","TvsL",-1.43440282414577,4e-04,166891,167337,447,"+"
"SCO0178","TvsS",-2.32192809488736,6e-08,166891,167337,447,"+"
"SCO0178","LvsS",-0.888968687611256,0.09,166891,167337,447,"+"
"SCO0180","MvsT",-0.0439433475875971,0.9,168705,169556,852,"-"
"SCO0180","MvsL",-1.21759143507263,0.1,168705,169556,852,"-"
"SCO0180","MvsS",1.9560566524124,0.001,168705,169556,852,"-"
"SCO0180","TvsL",-1.15200309344505,0.2,168705,169556,852,"-"
"SCO0180","TvsS",2,3e-04,168705,169556,852,"-"
"SCO0180","LvsS",3.16349873228288,3e-06,168705,169556,852,"-"
"SCO0181","MvsT",0.22650852980868,0.8,169584,170570,987,"-"
"SCO0181","MvsL",-0.736965594166206,0.3,169584,170570,987,"-"
"SCO0181","MvsS",3.43295940727611,3e-08,169584,170570,987,"-"
"SCO0181","TvsL",-0.943416471633633,0.2,169584,170570,987,"-"
"SCO0181","TvsS",3.21101219348551,4e-08,169584,170570,987,"-"
"SCO0181","LvsS",4.16430358309365,9e-11,169584,170570,987,"-"
"SCO0184","MvsT",-1.73696559416621,0.3,172170,173984,1815,"+"
"SCO0184","MvsL",-3.83650126771712,0.03,172170,173984,1815,"+"
"SCO0184","MvsS",-2.12029423371771,0.2,172170,173984,1815,"+"
"SCO0184","TvsL",-2.18442457113743,0.2,172170,173984,1815,"+"
"SCO0184","TvsS",-0.395928676331139,0.8,172170,173984,1815,"+"
"SCO0184","LvsS",1.76553474636298,0.3,172170,173984,1815,"+"
"SCO0192","MvsT",-1.59946207041627,0.3,182309,183559,1251,"-"
"SCO0192","MvsL",-4.05889368905357,0.01,182309,183559,1251,"-"
"SCO0192","MvsS",-3.64385618977472,0.02,182309,183559,1251,"-"
"SCO0192","TvsL",-2.55639334852439,0.09,182309,183559,1251,"-"
"SCO0192","TvsS",-2,0.2,182309,183559,1251,"-"
"SCO0192","LvsS",0.565597175854225,0.7,182309,183559,1251,"-"
"SCO0193","MvsT",-1.08926733809709,0.3,183793,184797,1005,"-"
"SCO0193","MvsL",-4.32192809488736,2e-05,183793,184797,1005,"-"
"SCO0193","MvsS",-3.83650126771712,1e-04,183793,184797,1005,"-"
"SCO0193","TvsL",-3.18442457113743,7e-04,183793,184797,1005,"-"
"SCO0193","TvsS",-2.64385618977472,0.003,183793,184797,1005,"-"
"SCO0193","LvsS",0.55581615506164,0.5,183793,184797,1005,"-"
"SCO0194","MvsT",0.070389327891398,0.9,184958,185566,609,"+"
"SCO0194","MvsL",-4.32192809488736,9e-39,184958,185566,609,"+"
"SCO0194","MvsS",-2.47393118833241,4e-16,184958,185566,609,"+"
"SCO0194","TvsL",-4.64385618977472,6e-39,184958,185566,609,"+"
"SCO0194","TvsS",-2.47393118833241,1e-16,184958,185566,609,"+"
"SCO0194","LvsS",2.01077983875324,7e-10,184958,185566,609,"+"
"SCO0195","MvsT",0.31034012061215,0.3,185675,186361,687,"+"
"SCO0195","MvsL",-4.64385618977472,9e-40,185675,186361,687,"+"
"SCO0195","MvsS",-2.64385618977472,2e-18,185675,186361,687,"+"
"SCO0195","TvsL",-5.05889368905357,3e-44,185675,186361,687,"+"
"SCO0195","TvsS",-2.94341647163363,1e-22,185675,186361,687,"+"
"SCO0195","LvsS",2.01077983875324,1e-08,185675,186361,687,"+"
"SCO0196","MvsT",-0.0291463456595165,0.9,186483,186887,405,"+"
"SCO0196","MvsL",-5.64385618977472,1e-37,186483,186887,405,"+"
"SCO0196","MvsS",-3.05889368905357,5e-20,186483,186887,405,"+"
"SCO0196","TvsL",-5.64385618977472,4e-37,186483,186887,405,"+"
"SCO0196","TvsS",-3.05889368905357,5e-20,186483,186887,405,"+"
"SCO0196","LvsS",2.54101915313356,5e-07,186483,186887,405,"+"
"SCO0203","MvsT",0.594548549550354,0.03,192880,194637,1758,"-"
"SCO0203","MvsL",1.03562390973072,3e-04,192880,194637,1758,"-"
"SCO0203","MvsS",2.21723071622067,9e-14,192880,194637,1758,"-"
"SCO0203","TvsL",0.443606651475615,0.1,192880,194637,1758,"-"
"SCO0203","TvsS",1.62760683812965,2e-08,192880,194637,1758,"-"
"SCO0203","LvsS",1.17632277264046,4e-05,192880,194637,1758,"-"
"SCO0204","MvsT",1.15055967657538,0.001,194760,195461,702,"-"
"SCO0204","MvsL",1.25701061820602,3e-04,194760,195461,702,"-"
"SCO0204","MvsS",3.39506279951758,2e-18,194760,195461,702,"-"
"SCO0204","TvsL",0.111031312388744,0.7,194760,195461,702,"-"
"SCO0204","TvsS",2.24488705912353,6e-10,194760,195461,702,"-"
"SCO0204","LvsS",2.13750352374994,5e-09,194760,195461,702,"-"
"SCO0208","MvsT",-0.358453970912476,0.3,197221,199917,2697,"+"
"SCO0208","MvsL",-0.713118852211838,0.09,197221,199917,2697,"+"
"SCO0208","MvsS",1.89530262133331,5e-06,197221,199917,2697,"+"
"SCO0208","TvsL",-0.358453970912476,0.5,197221,199917,2697,"+"
"SCO0208","TvsS",2.25701061820602,6e-09,197221,199917,2697,"+"
"SCO0208","LvsS",2.611172380044,5e-10,197221,199917,2697,"+"
"SCO0209","MvsT",-0.689659879387849,0.6,200024,200428,405,"+"
"SCO0209","MvsL",-0.2688167584278,0.8,200024,200428,405,"+"
"SCO0209","MvsS",2.73984810269933,0.03,200024,200428,405,"+"
"SCO0209","TvsL",0.411426245726465,0.8,200024,200428,405,"+"
"SCO0209","TvsS",3.42223300068305,0.006,200024,200428,405,"+"
"SCO0209","LvsS",3.01077983875324,0.01,200024,200428,405,"+"
"SCO0214","MvsT",0.650764559116902,0.5,204387,204800,414,"+"
"SCO0214","MvsL",0.27500704749987,0.8,204387,204800,414,"+"
"SCO0214","MvsS",2.88947354253111,0.03,204387,204800,414,"+"
"SCO0214","TvsL",-0.377069649079823,0.8,204387,204800,414,"+"
"SCO0214","TvsS",2.24184018356467,0.1,204387,204800,414,"+"
"SCO0214","LvsS",2.61823865559545,0.06,204387,204800,414,"+"
"SCO0215","MvsT",0.505890929729957,0.6,204881,205888,1008,"-"
"SCO0215","MvsL",-0.535331732996556,0.5,204881,205888,1008,"-"
"SCO0215","MvsS",3.18269229751619,4e-05,204881,205888,1008,"-"
"SCO0215","TvsL",-1.05889368905357,0.2,204881,205888,1008,"-"
"SCO0215","TvsS",2.67129337248158,1e-04,204881,205888,1008,"-"
"SCO0215","LvsS",3.72465027173297,2e-06,204881,205888,1008,"-"
"SCO0222","MvsT",0.0976107966264223,0.7,214913,215446,534,"+"
"SCO0222","MvsL",0.400537929583729,0.2,214913,215446,534,"+"
"SCO0222","MvsS",-1.18442457113743,6e-05,214913,215446,534,"+"
"SCO0222","TvsL",0.298658315564515,0.3,214913,215446,534,"+"
"SCO0222","TvsS",-1.28630418515664,8e-06,214913,215446,534,"+"
"SCO0222","LvsS",-1.59946207041627,5e-08,214913,215446,534,"+"
"SCO0223","MvsT",0.0840642647884745,0.7,215443,215559,117,"+"
"SCO0223","MvsL",0.344828496997441,0.2,215443,215559,117,"+"
"SCO0223","MvsS",-1.35845397091248,1e-05,215443,215559,117,"+"
"SCO0223","TvsL",0.263034405833794,0.4,215443,215559,117,"+"
"SCO0223","TvsS",-1.43440282414577,2e-06,215443,215559,117,"+"
"SCO0223","LvsS",-1.68965987938785,4e-08,215443,215559,117,"+"
"SCO0224","MvsT",-0.358453970912476,0.2,215807,216844,1038,"-"
"SCO0224","MvsL",-0.971430847803229,0.005,215807,216844,1038,"-"
"SCO0224","MvsS",-1.55639334852439,2e-05,215807,216844,1038,"-"
"SCO0224","TvsL",-0.62148837674627,0.1,215807,216844,1038,"-"
"SCO0224","TvsS",-1.21759143507263,0.001,215807,216844,1038,"-"
"SCO0224","LvsS",-0.599462070416271,0.1,215807,216844,1038,"-"
"SCO0225","MvsT",-1.32192809488736,0.02,216834,217268,435,"-"
"SCO0225","MvsL",-1.55639334852439,0.008,216834,217268,435,"-"
"SCO0225","MvsS",-3.05889368905357,1e-06,216834,217268,435,"-"
"SCO0225","TvsL",-0.234465253637023,0.7,216834,217268,435,"-"
"SCO0225","TvsS",-1.73696559416621,0.006,216834,217268,435,"-"
"SCO0225","LvsS",-1.51457317282976,0.02,216834,217268,435,"-"
"SCO0226","MvsT",-1,0.001,217315,218019,705,"-"
"SCO0226","MvsL",-0.713118852211838,0.02,217315,218019,705,"-"
"SCO0226","MvsS",-1.78587519464715,4e-08,217315,218019,705,"-"
"SCO0226","TvsL",0.298658315564515,0.4,217315,218019,705,"-"
"SCO0226","TvsS",-0.785875194647153,0.02,217315,218019,705,"-"
"SCO0226","LvsS",-1.08926733809709,0.001,217315,218019,705,"-"
"SCO0231","MvsT",-0.15200309344505,0.6,221092,221247,156,"-"
"SCO0231","MvsL",0.815575428862573,0.005,221092,221247,156,"-"
"SCO0231","MvsS",-0.785875194647153,0.009,221092,221247,156,"-"
"SCO0231","TvsL",0.978195629681652,9e-04,221092,221247,156,"-"
