"gene","add_variable","logFC","FDR","start","end","width","strand"
"SCO0291","DargRvsWT32h",-0.376,0.138714,283798,284700,903,"+"
"SCO0291","DargRvsWT42h",-0.173,0.446433,283798,284700,903,"+"
"SCO0291","DargRvsWT49h",-0.44,0.026349,283798,284700,903,"+"
"SCO0291","DargRvsWT56h",-0.324,0.223258,283798,284700,903,"+"
"SCO0291","DargRvsWT66h",-0.648,0.002114,283798,284700,903,"+"
"SCO0292","DargRvsWT32h",-0.493,0.03323,284702,285598,897,"+"
"SCO0292","DargRvsWT42h",0.012,0.967259,284702,285598,897,"+"
"SCO0292","DargRvsWT49h",-0.534,0.010089,284702,285598,897,"+"
"SCO0292","DargRvsWT56h",-0.071,0.871004,284702,285598,897,"+"
"SCO0292","DargRvsWT66h",-0.792,0.000295,284702,285598,897,"+"
"SCO0293","DargRvsWT32h",0.375,0.031579,285714,288104,2391,"+"
"SCO0293","DargRvsWT42h",0.129,0.455002,285714,288104,2391,"+"
"SCO0293","DargRvsWT49h",0.341,0.023483,285714,288104,2391,"+"
"SCO0293","DargRvsWT56h",0.472,0.005957,285714,288104,2391,"+"
"SCO0293","DargRvsWT66h",0.217,0.213235,285714,288104,2391,"+"
"SCO0297","DargRvsWT32h",-0.687,0.161455,291315,292592,1278,"+"
"SCO0297","DargRvsWT42h",-1.014,0.008025,291315,292592,1278,"+"
"SCO0297","DargRvsWT49h",-1.246,0.002151,291315,292592,1278,"+"
"SCO0297","DargRvsWT56h",-1.225,0.004353,291315,292592,1278,"+"
"SCO0297","DargRvsWT66h",0.27,0.663409,291315,292592,1278,"+"
"SCO0305","DargRvsWT32h",-0.436,0.163629,299213,302092,2880,"+"
"SCO0305","DargRvsWT42h",-0.502,0.038946,299213,302092,2880,"+"
"SCO0305","DargRvsWT49h",-0.695,0.006001,299213,302092,2880,"+"
"SCO0305","DargRvsWT56h",-0.522,0.066775,299213,302092,2880,"+"
"SCO0305","DargRvsWT66h",-0.382,0.157825,299213,302092,2880,"+"
"SCO0308","DargRvsWT32h",0.053,0.986839,304026,305429,1404,"+"
"SCO0308","DargRvsWT42h",-0.136,0.435249,304026,305429,1404,"+"
"SCO0308","DargRvsWT49h",-0.01,0.961486,304026,305429,1404,"+"
"SCO0308","DargRvsWT56h",-0.065,0.832083,304026,305429,1404,"+"
"SCO0308","DargRvsWT66h",-0.593,0.000351,304026,305429,1404,"+"
"SCO0310","DargRvsWT32h",-0.268,0.217919,306816,307466,651,"-"
"SCO0310","DargRvsWT42h",-0.597,0.000413,306816,307466,651,"-"
"SCO0310","DargRvsWT49h",-0.225,0.158664,306816,307466,651,"-"
"SCO0310","DargRvsWT56h",-0.242,0.277336,306816,307466,651,"-"
"SCO0310","DargRvsWT66h",0.181,0.378806,306816,307466,651,"-"
"SCO0314","DargRvsWT32h",0.028,0.999071,311724,313670,1947,"+"
"SCO0314","DargRvsWT42h",0.042,0.8807,311724,313670,1947,"+"
"SCO0314","DargRvsWT49h",-0.564,0.008268,311724,313670,1947,"+"
"SCO0314","DargRvsWT56h",0.12,0.752733,311724,313670,1947,"+"
"SCO0314","DargRvsWT66h",-0.121,0.739158,311724,313670,1947,"+"
"SCO0315","DargRvsWT32h",0.3,0.929576,313697,315055,1359,"-"
"SCO0315","DargRvsWT42h",2.353,0.000139,313697,315055,1359,"-"
"SCO0315","DargRvsWT49h",-0.35,0.569564,313697,315055,1359,"-"
"SCO0315","DargRvsWT56h",0.68,0.43082,313697,315055,1359,"-"
"SCO0315","DargRvsWT66h",-0.452,0.610003,313697,315055,1359,"-"
"SCO0320","DargRvsWT32h",-3.041,0.00308,320110,320583,474,"+"
"SCO0320","DargRvsWT42h",-0.464,0.676101,320110,320583,474,"+"
"SCO0320","DargRvsWT49h",-2.134,0.019482,320110,320583,474,"+"
"SCO0320","DargRvsWT56h",-2.291,0.028428,320110,320583,474,"+"
"SCO0320","DargRvsWT66h",-1.364,0.189576,320110,320583,474,"+"
"SCO0323","DargRvsWT32h",1.779,0.000606,324467,325069,603,"-"
"SCO0323","DargRvsWT42h",0.325,0.531201,324467,325069,603,"-"
"SCO0323","DargRvsWT49h",0.126,0.808473,324467,325069,603,"-"
"SCO0323","DargRvsWT56h",0.369,0.615741,324467,325069,603,"-"
"SCO0323","DargRvsWT66h",0.659,0.206223,324467,325069,603,"-"
"SCO0330","DargRvsWT32h",-0.015,0.999071,331504,332253,750,"+"
"SCO0330","DargRvsWT42h",0.091,0.764064,331504,332253,750,"+"
"SCO0330","DargRvsWT49h",0.752,0.002994,331504,332253,750,"+"
"SCO0330","DargRvsWT56h",0.138,0.755595,331504,332253,750,"+"
"SCO0330","DargRvsWT66h",0.528,0.034398,331504,332253,750,"+"
"SCO0332","DargRvsWT32h",-0.062,0.976183,333529,334149,621,"+"
"SCO0332","DargRvsWT42h",-0.429,0.007822,333529,334149,621,"+"
"SCO0332","DargRvsWT49h",-0.024,0.904218,333529,334149,621,"+"
"SCO0332","DargRvsWT56h",0.03,0.940518,333529,334149,621,"+"
"SCO0332","DargRvsWT66h",0.017,0.969054,333529,334149,621,"+"
"SCO0337","DargRvsWT32h",-0.223,0.296052,340752,341318,567,"+"
"SCO0337","DargRvsWT42h",-0.531,0.000627,340752,341318,567,"+"
"SCO0337","DargRvsWT49h",-0.058,0.731868,340752,341318,567,"+"
"SCO0337","DargRvsWT56h",-0.129,0.596575,340752,341318,567,"+"
"SCO0337","DargRvsWT66h",-0.027,0.948067,340752,341318,567,"+"
"SCO0352","DargRvsWT32h",-0.079,0.966475,357209,358477,1269,"+"
"SCO0352","DargRvsWT42h",-0.036,0.887604,357209,358477,1269,"+"
"SCO0352","DargRvsWT49h",0.236,0.204236,357209,358477,1269,"+"
"SCO0352","DargRvsWT56h",0.564,0.007581,357209,358477,1269,"+"
"SCO0352","DargRvsWT66h",0.386,0.049701,357209,358477,1269,"+"
"SCO0358","DargRvsWT32h",-0.629,0.021077,362635,363777,1143,"+"
"SCO0358","DargRvsWT42h",-0.144,0.612985,362635,363777,1143,"+"
"SCO0358","DargRvsWT49h",0.819,0.001473,362635,363777,1143,"+"
"SCO0358","DargRvsWT56h",0.117,0.801982,362635,363777,1143,"+"
"SCO0358","DargRvsWT66h",0.179,0.634889,362635,363777,1143,"+"
"SCO0365","DargRvsWT32h",0.183,0.575929,370066,370812,747,"+"
"SCO0365","DargRvsWT42h",-0.502,0.004137,370066,370812,747,"+"
"SCO0365","DargRvsWT49h",-0.03,0.889439,370066,370812,747,"+"
"SCO0365","DargRvsWT56h",0.086,0.797815,370066,370812,747,"+"
"SCO0365","DargRvsWT66h",-0.032,0.946896,370066,370812,747,"+"
"SCO0378","DargRvsWT32h",0.057,0.999071,392484,393218,735,"-"
"SCO0378","DargRvsWT42h",1.734,5e-06,392484,393218,735,"-"
"SCO0378","DargRvsWT49h",0.372,0.250551,392484,393218,735,"-"
"SCO0378","DargRvsWT56h",-0.426,0.359477,392484,393218,735,"-"
"SCO0378","DargRvsWT66h",-0.009,0.992342,392484,393218,735,"-"
"SCO0379","DargRvsWT32h",-0.648,0.230847,393498,394961,1464,"+"
"SCO0379","DargRvsWT42h",1.89,2.3e-05,393498,394961,1464,"+"
"SCO0379","DargRvsWT49h",0.088,0.856482,393498,394961,1464,"+"
"SCO0379","DargRvsWT56h",-0.374,0.555932,393498,394961,1464,"+"
"SCO0379","DargRvsWT66h",-0.666,0.129663,393498,394961,1464,"+"
"SCO0381","DargRvsWT32h",-1.295,0.004315,395939,397414,1476,"+"
"SCO0381","DargRvsWT42h",0.252,0.597477,395939,397414,1476,"+"
"SCO0381","DargRvsWT49h",0.114,0.808686,395939,397414,1476,"+"
"SCO0381","DargRvsWT56h",-0.1,0.918415,395939,397414,1476,"+"
"SCO0381","DargRvsWT66h",0.54,0.258312,395939,397414,1476,"+"
"SCO0383","DargRvsWT32h",-1.376,0.009314,398881,400104,1224,"+"
"SCO0383","DargRvsWT42h",0.126,0.842569,398881,400104,1224,"+"
"SCO0383","DargRvsWT49h",-0.019,0.974565,398881,400104,1224,"+"
"SCO0383","DargRvsWT56h",-0.091,0.938689,398881,400104,1224,"+"
"SCO0383","DargRvsWT66h",0.73,0.168194,398881,400104,1224,"+"
"SCO0385","DargRvsWT32h",-1.105,0.004218,401465,403030,1566,"+"
"SCO0385","DargRvsWT42h",-0.234,0.562838,401465,403030,1566,"+"
"SCO0385","DargRvsWT49h",0.025,0.955398,401465,403030,1566,"+"
"SCO0385","DargRvsWT56h",-0.047,0.958389,401465,403030,1566,"+"
"SCO0385","DargRvsWT66h",0.476,0.237416,401465,403030,1566,"+"
"SCO0386","DargRvsWT32h",-0.91,0.002819,403034,404968,1935,"+"
"SCO0386","DargRvsWT42h",-0.176,0.581351,403034,404968,1935,"+"
"SCO0386","DargRvsWT49h",0.14,0.63254,403034,404968,1935,"+"
"SCO0386","DargRvsWT56h",-0.061,0.927904,403034,404968,1935,"+"
"SCO0386","DargRvsWT66h",0.374,0.2345,403034,404968,1935,"+"
"SCO0387","DargRvsWT32h",-1.228,0.001077,405070,407250,2181,"+"
"SCO0387","DargRvsWT42h",-0.24,0.532465,405070,407250,2181,"+"
"SCO0387","DargRvsWT49h",0.032,0.939576,405070,407250,2181,"+"
"SCO0387","DargRvsWT56h",0.062,0.941763,405070,407250,2181,"+"
"SCO0387","DargRvsWT66h",0.497,0.185239,405070,407250,2181,"+"
"SCO0389","DargRvsWT32h",-0.933,0.008476,409237,410772,1536,"+"
"SCO0389","DargRvsWT42h",-0.176,0.640316,409237,410772,1536,"+"
"SCO0389","DargRvsWT49h",-0.067,0.86166,409237,410772,1536,"+"
"SCO0389","DargRvsWT56h",0.02,0.981269,409237,410772,1536,"+"
"SCO0389","DargRvsWT66h",0.472,0.189232,409237,410772,1536,"+"
"SCO0390","DargRvsWT32h",-0.967,0.004401,410774,412006,1233,"+"
"SCO0390","DargRvsWT42h",-0.309,0.354991,410774,412006,1233,"+"
"SCO0390","DargRvsWT49h",-0.031,0.937045,410774,412006,1233,"+"
"SCO0390","DargRvsWT56h",-0.074,0.919317,410774,412006,1233,"+"
"SCO0390","DargRvsWT66h",0.345,0.371853,410774,412006,1233,"+"
"SCO0400","DargRvsWT32h",-1.014,0.008491,421712,422263,552,"+"
"SCO0400","DargRvsWT42h",-0.045,0.926751,421712,422263,552,"+"
"SCO0400","DargRvsWT49h",0.152,0.688153,421712,422263,552,"+"
"SCO0400","DargRvsWT56h",0,0.999569,421712,422263,552,"+"
"SCO0400","DargRvsWT66h",0.638,0.082307,421712,422263,552,"+"
"SCO0402","DargRvsWT32h",-0.77,0.03329,423654,424406,753,"-"
"SCO0402","DargRvsWT42h",-0.556,0.084013,423654,424406,753,"-"
"SCO0402","DargRvsWT49h",-1.116,0.001065,423654,424406,753,"-"
"SCO0402","DargRvsWT56h",-0.653,0.080482,423654,424406,753,"-"
"SCO0402","DargRvsWT66h",-0.188,0.736166,423654,424406,753,"-"
"SCO0408","DargRvsWT32h",-0.708,0.010602,428615,429403,789,"+"
"SCO0408","DargRvsWT42h",-0.089,0.778738,428615,429403,789,"+"
"SCO0408","DargRvsWT49h",-0.39,0.106425,428615,429403,789,"+"
"SCO0408","DargRvsWT56h",-0.747,0.007276,428615,429403,789,"+"
"SCO0408","DargRvsWT66h",-0.111,0.826654,428615,429403,789,"+"
"SCO0416","DargRvsWT32h",-0.152,0.877845,433984,434589,606,"-"
"SCO0416","DargRvsWT42h",-0.312,0.229044,433984,434589,606,"-"
"SCO0416","DargRvsWT49h",-0.72,0.005187,433984,434589,606,"-"
"SCO0416","DargRvsWT56h",0.049,0.93663,433984,434589,606,"-"
"SCO0416","DargRvsWT66h",-0.123,0.796141,433984,434589,606,"-"
"SCO0417","DargRvsWT32h",0.139,0.945197,434651,435397,747,"-"
"SCO0417","DargRvsWT42h",-0.203,0.54789,434651,435397,747,"-"
"SCO0417","DargRvsWT49h",-0.861,0.004746,434651,435397,747,"-"
"SCO0417","DargRvsWT56h",-0.115,0.845188,434651,435397,747,"-"
"SCO0417","DargRvsWT66h",-0.218,0.632896,434651,435397,747,"-"
"SCO0426","DargRvsWT32h",-1.751,0.000819,444441,444671,231,"+"
"SCO0426","DargRvsWT42h",-2.216,1.9e-05,444441,444671,231,"+"
"SCO0426","DargRvsWT49h",-1.1,0.017367,444441,444671,231,"+"
"SCO0426","DargRvsWT56h",-0.912,0.099945,444441,444671,231,"+"
"SCO0426","DargRvsWT66h",0.788,0.118181,444441,444671,231,"+"
"SCO0431","DargRvsWT32h",0.043,0.999071,447890,449218,1329,"-"
"SCO0431","DargRvsWT42h",0.066,0.812825,447890,449218,1329,"-"
"SCO0431","DargRvsWT49h",-0.42,0.044146,447890,449218,1329,"-"
"SCO0431","DargRvsWT56h",-0.584,0.016123,447890,449218,1329,"-"
"SCO0431","DargRvsWT66h",-1.226,2e-06,447890,449218,1329,"-"
"SCO0439","DargRvsWT32h",0.135,0.831416,459393,460367,975,"-"
"SCO0439","DargRvsWT42h",0.537,0.005834,459393,460367,975,"-"
"SCO0439","DargRvsWT49h",-0.373,0.048055,459393,460367,975,"-"
"SCO0439","DargRvsWT56h",0.276,0.307836,459393,460367,975,"-"
"SCO0439","DargRvsWT66h",0.181,0.502995,459393,460367,975,"-"
"SCO0441","DargRvsWT32h",0.118,0.990001,461350,462102,753,"+"
"SCO0441","DargRvsWT42h",0.396,0.312135,461350,462102,753,"+"
"SCO0441","DargRvsWT49h",-1.916,9e-06,461350,462102,753,"+"
"SCO0441","DargRvsWT56h",-0.244,0.697921,461350,462102,753,"+"
"SCO0441","DargRvsWT66h",0.469,0.277057,461350,462102,753,"+"
"SCO0442","DargRvsWT32h",0.067,0.999071,462099,462857,759,"+"
"SCO0442","DargRvsWT42h",0.235,0.381805,462099,462857,759,"+"
"SCO0442","DargRvsWT49h",-1.276,9e-06,462099,462857,759,"+"
"SCO0442","DargRvsWT56h",-0.07,0.898021,462099,462857,759,"+"
"SCO0442","DargRvsWT66h",0.339,0.229183,462099,462857,759,"+"
"SCO0449","DargRvsWT32h",-0.19,0.913668,468153,469232,1080,"+"
"SCO0449","DargRvsWT42h",-0.43,0.240843,468153,469232,1080,"+"
"SCO0449","DargRvsWT49h",-1.115,0.002426,468153,469232,1080,"+"
"SCO0449","DargRvsWT56h",-0.15,0.82747,468153,469232,1080,"+"
"SCO0449","DargRvsWT66h",-0.207,0.732443,468153,469232,1080,"+"
"SCO0457","DargRvsWT32h",0.026,0.999071,476738,478672,1935,"+"
"SCO0457","DargRvsWT42h",-0.423,0.001062,476738,478672,1935,"+"
"SCO0457","DargRvsWT49h",-0.372,0.004741,476738,478672,1935,"+"
"SCO0457","DargRvsWT56h",-0.022,0.94611,476738,478672,1935,"+"
"SCO0457","DargRvsWT66h",-0.158,0.295059,476738,478672,1935,"+"
"SCO0464","DargRvsWT32h",0.264,0.636764,484973,486670,1698,"-"
"SCO0464","DargRvsWT42h",0.936,0.000808,484973,486670,1698,"-"
"SCO0464","DargRvsWT49h",1.967,0,484973,486670,1698,"-"
"SCO0464","DargRvsWT56h",1.684,1e-06,484973,486670,1698,"-"
"SCO0464","DargRvsWT66h",1.565,2e-06,484973,486670,1698,"-"
"SCO0465","DargRvsWT32h",0.635,0.271629,486684,487514,831,"-"
"SCO0465","DargRvsWT42h",1.895,3.3e-05,486684,487514,831,"-"
"SCO0465","DargRvsWT49h",2.929,0,486684,487514,831,"-"
"SCO0465","DargRvsWT56h",2.398,3e-06,486684,487514,831,"-"
"SCO0465","DargRvsWT66h",3.08,0,486684,487514,831,"-"
"SCO0508","DargRvsWT32h",-0.429,0.017983,543545,544087,543,"+"
"SCO0508","DargRvsWT42h",-0.325,0.043898,543545,544087,543,"+"
"SCO0508","DargRvsWT49h",-0.529,0.002074,543545,544087,543,"+"
"SCO0508","DargRvsWT56h",-0.328,0.086217,543545,544087,543,"+"
"SCO0508","DargRvsWT66h",-0.164,0.447174,543545,544087,543,"+"
"SCO0509","DargRvsWT32h",0.285,0.651522,544194,545717,1524,"+"
"SCO0509","DargRvsWT42h",2.45,0,544194,545717,1524,"+"
"SCO0509","DargRvsWT49h",1.733,2e-06,544194,545717,1524,"+"
"SCO0509","DargRvsWT56h",0.604,0.088031,544194,545717,1524,"+"
"SCO0509","DargRvsWT66h",0.421,0.219155,544194,545717,1524,"+"
"SCO0516","DargRvsWT32h",-0.183,0.573346,550455,551633,1179,"+"
"SCO0516","DargRvsWT42h",-0.283,0.107733,550455,551633,1179,"+"
