"gene","logFC","FDR","add_variable","start","end","strand"
"vnz_00330",-0.964946766785234,0.05,"24h",71416,72684,"-"
"vnz_00330",-0.185746832008125,1,"48h",71416,72684,"-"
"vnz_00340",-0.83892200760579,0.05,"18h",73772,74638,"-"
"vnz_00340",-1.6723402784033,0.05,"24h",73772,74638,"-"
"vnz_00340",-0.306735395755675,1,"48h",73772,74638,"-"
"vnz_00345",-0.670740845829953,1,"18h",74635,75642,"-"
"vnz_00345",-0.96416978147359,0.05,"24h",74635,75642,"-"
"vnz_00345",-0.203096304368139,1,"48h",74635,75642,"-"
"vnz_00350",-0.643855354767991,1,"18h",75639,76964,"-"
"vnz_00350",-0.731014180274421,1,"24h",75639,76964,"-"
"vnz_00350",-0.624333817568117,1,"48h",75639,76964,"-"
"vnz_00355",-0.589187822635938,1,"18h",77329,78351,"-"
"vnz_00355",-0.579242715690095,1,"24h",77329,78351,"-"
"vnz_00355",-0.429376970425791,1,"48h",77329,78351,"-"
"vnz_00360",-0.553279619184437,1,"18h",78552,79412,"+"
"vnz_00360",-0.414725640599374,1,"24h",78552,79412,"+"
"vnz_00360",-0.511802808730332,1,"48h",78552,79412,"+"
"vnz_00365",-0.409494210326536,1,"18h",79426,80043,"+"
"vnz_00365",-0.41067227862662,1,"24h",79426,80043,"+"
"vnz_00365",-0.36387025357717,1,"48h",79426,80043,"+"
"vnz_00370",-0.417890173751414,1,"18h",80149,82110,"-"
"vnz_00370",-0.636400869224961,1,"24h",80149,82110,"-"
"vnz_00370",-0.289074553605962,1,"48h",80149,82110,"-"
"vnz_00375",-0.515329523449352,1,"18h",82564,83877,"+"
"vnz_00375",-0.377524199178664,1,"24h",82564,83877,"+"
"vnz_00375",-0.482216548414537,1,"48h",82564,83877,"+"
"vnz_00380",-0.294446399613359,1,"18h",84069,84686,"+"
"vnz_00380",-0.3367919868389,1,"24h",84069,84686,"+"
"vnz_00380",-0.421647840154997,1,"48h",84069,84686,"+"
"vnz_00385",-0.117481567356069,1,"18h",84784,85476,"+"
"vnz_00385",0.0577640497154263,1,"24h",84784,85476,"+"
"vnz_00385",-0.405521705752023,1,"48h",84784,85476,"+"
"vnz_00390",-0.388682276724357,1,"18h",85607,86533,"+"
"vnz_00390",-0.12614559821986,1,"24h",85607,86533,"+"
"vnz_00390",-0.563049680621092,1,"48h",85607,86533,"+"
"vnz_00395",-0.389166798445794,1,"18h",87182,88591,"+"
"vnz_00395",-0.51257058457782,1,"24h",87182,88591,"+"
"vnz_00395",-0.324840941828803,1,"48h",87182,88591,"+"
"vnz_00400",-0.0948358469706728,1,"18h",88632,89147,"-"
"vnz_00400",-0.27740683013967,1,"24h",88632,89147,"-"
"vnz_00400",-0.122353577194913,1,"48h",88632,89147,"-"
"vnz_00405",-0.476359976699244,1,"18h",89200,91464,"-"
"vnz_00405",-0.668971331008095,1,"24h",89200,91464,"-"
"vnz_00405",-0.35509022292731,1,"48h",89200,91464,"-"
"vnz_00410",-0.415795474465924,1,"18h",91649,92386,"-"
"vnz_00410",-0.780183103765291,1,"24h",91649,92386,"-"
"vnz_00410",-0.398794134222275,1,"48h",91649,92386,"-"
"vnz_00415",-0.49456958462244,1,"18h",92502,93860,"+"
"vnz_00415",-0.704480739146661,1,"24h",92502,93860,"+"
"vnz_00415",-0.450805604427289,1,"48h",92502,93860,"+"
"vnz_00420",-0.424844858364132,1,"18h",93857,94780,"+"
"vnz_00420",-0.673541445183026,1,"24h",93857,94780,"+"
"vnz_00420",-0.34204879256176,1,"48h",93857,94780,"+"
"vnz_00425",-0.558430325138794,1,"18h",94901,95731,"-"
"vnz_00425",-0.822437736081026,1,"24h",94901,95731,"-"
"vnz_00425",-0.25615674965373,1,"48h",94901,95731,"-"
"vnz_00430",-0.546024450492646,1,"18h",95728,96888,"-"
"vnz_00430",-0.894074261797696,0.05,"24h",95728,96888,"-"
"vnz_00430",-0.159181061597909,1,"48h",95728,96888,"-"
"vnz_00435",-0.558887354773703,1,"18h",96888,97691,"-"
"vnz_00435",-1.08202831068502,0.05,"24h",96888,97691,"-"
"vnz_00435",-0.278974397357285,1,"48h",96888,97691,"-"
"vnz_00440",-0.36081711117014,1,"18h",97827,98708,"+"
"vnz_00440",-0.471249482212255,1,"24h",97827,98708,"+"
"vnz_00440",-0.465107561008883,1,"48h",97827,98708,"+"
"vnz_00445",-0.342829990594452,1,"18h",99056,100378,"+"
"vnz_00445",-0.573737982046658,1,"24h",99056,100378,"+"
"vnz_00445",-0.652692840198698,1,"48h",99056,100378,"+"
"vnz_00450",-0.510090574888658,1,"18h",100566,101876,"+"
"vnz_00450",-0.437356411883636,1,"24h",100566,101876,"+"
"vnz_00450",-0.372171832670407,1,"48h",100566,101876,"+"
"vnz_00455",-0.542099732348812,1,"18h",101968,103101,"-"
"vnz_00455",-0.326687962427338,1,"24h",101968,103101,"-"
"vnz_00455",-0.0877205147461972,1,"48h",101968,103101,"-"
"vnz_00460",-0.700379017335993,1,"18h",103168,103734,"-"
"vnz_00460",-0.682648210869042,1,"24h",103168,103734,"-"
"vnz_00460",-0.240011165420612,1,"48h",103168,103734,"-"
"vnz_00465",-0.144299380242561,1,"18h",103740,104096,"-"
"vnz_00465",-0.668361093071492,1,"24h",103740,104096,"-"
"vnz_00465",-0.181614967606298,1,"48h",103740,104096,"-"
"vnz_00470",-0.466731383610197,1,"18h",104156,104593,"-"
"vnz_00470",-0.581109721159859,1,"24h",104156,104593,"-"
"vnz_00470",-0.224258078934972,1,"48h",104156,104593,"-"
"vnz_00475",-0.470791513460821,1,"18h",104590,107208,"-"
"vnz_00475",-0.664426350561816,1,"24h",104590,107208,"-"
"vnz_00475",-0.316709176250824,1,"48h",104590,107208,"-"
"vnz_00480",-0.16270024465861,1,"18h",107456,109231,"-"
"vnz_00480",-0.277596896169528,1,"24h",107456,109231,"-"
"vnz_00480",-0.325760350689031,1,"48h",107456,109231,"-"
"vnz_00485",-0.418867740496265,1,"18h",109373,109711,"+"
"vnz_00485",-0.543662630144923,1,"24h",109373,109711,"+"
"vnz_00485",-0.587526421917734,1,"48h",109373,109711,"+"
"vnz_00490",-0.471984601392712,1,"18h",109826,111208,"+"
"vnz_00490",-0.527275734535325,1,"24h",109826,111208,"+"
"vnz_00490",-0.29918215059933,1,"48h",109826,111208,"+"
"vnz_00495",-0.0311024120952504,1,"18h",111292,112890,"-"
"vnz_00495",-0.598575826889843,1,"24h",111292,112890,"-"
"vnz_00495",-0.370149145374218,1,"48h",111292,112890,"-"
"vnz_00500",-0.529691336051118,1,"18h",113067,114077,"-"
"vnz_00500",-0.878303541623349,0.05,"24h",113067,114077,"-"
"vnz_00500",-0.377853466558594,1,"48h",113067,114077,"-"
"vnz_00505",-0.134759259932385,1,"18h",114079,114315,"-"
"vnz_00505",-1.41132521149194,0.05,"24h",114079,114315,"-"
"vnz_00505",0.277696621366868,1,"48h",114079,114315,"-"
"vnz_00510",-0.526935739126398,1,"18h",114347,115282,"-"
"vnz_00510",-0.868760096237407,0.05,"24h",114347,115282,"-"
"vnz_00510",-0.254304266155022,1,"48h",114347,115282,"-"
"vnz_00515",-0.424039871694497,1,"18h",115629,116096,"+"
"vnz_00515",-0.599952454184056,1,"24h",115629,116096,"+"
"vnz_00515",-0.473380401613354,1,"48h",115629,116096,"+"
"vnz_00520",-0.386829572162604,1,"18h",116329,118047,"+"
"vnz_00520",-0.563707596058361,1,"24h",116329,118047,"+"
"vnz_00520",-0.633519510085868,1,"48h",116329,118047,"+"
"vnz_00525",-1.1145365936442,0.05,"18h",118227,118670,"-"
"vnz_00525",-0.673528000813594,1,"24h",118227,118670,"-"
"vnz_00525",-0.372257104209698,1,"48h",118227,118670,"-"
"vnz_00530",-0.183266364746191,1,"18h",118821,119588,"-"
"vnz_00530",-0.164854035519228,1,"24h",118821,119588,"-"
"vnz_00530",-0.301627327501319,1,"48h",118821,119588,"-"
"vnz_00535",-0.240501389083192,1,"18h",119770,120693,"-"
"vnz_00535",-0.51556095064881,1,"24h",119770,120693,"-"
"vnz_00535",-0.442327214023684,1,"48h",119770,120693,"-"
"vnz_00540",-0.126402076592745,1,"18h",120821,121840,"+"
"vnz_00540",-0.597290195724734,1,"24h",120821,121840,"+"
"vnz_00540",-0.269486671886695,1,"48h",120821,121840,"+"
"vnz_00545",-0.392114907734519,1,"18h",121851,122432,"-"
"vnz_00545",-0.543701440368473,1,"24h",121851,122432,"-"
"vnz_00545",-0.154543587598255,1,"48h",121851,122432,"-"
"vnz_00550",-0.50061908324183,1,"18h",122563,123792,"+"
"vnz_00550",-0.65682357570395,1,"24h",122563,123792,"+"
"vnz_00550",-0.350772824870777,1,"48h",122563,123792,"+"
"vnz_00555",-0.542314730474079,1,"18h",123798,124772,"-"
"vnz_00555",-0.597221296222452,1,"24h",123798,124772,"-"
"vnz_00555",-0.639954118413323,1,"48h",123798,124772,"-"
"vnz_00560",-0.557454015350197,1,"18h",124774,126771,"-"
"vnz_00560",-0.604853036465929,1,"24h",124774,126771,"-"
"vnz_00560",-0.324682017392052,1,"48h",124774,126771,"-"
"vnz_00565",-0.47195657346166,1,"18h",126842,127987,"-"
"vnz_00565",-0.603309140028725,1,"24h",126842,127987,"-"
"vnz_00565",-0.400787078812433,1,"48h",126842,127987,"-"
"vnz_00570",-0.526266600659942,1,"18h",127954,129480,"-"
"vnz_00570",-0.551691007609328,1,"24h",127954,129480,"-"
"vnz_00570",-0.373920422382834,1,"48h",127954,129480,"-"
"vnz_00575",-0.6879011591932,1,"18h",129477,130985,"-"
"vnz_00575",-0.515736275290974,1,"24h",129477,130985,"-"
"vnz_00575",-0.511450032662795,1,"48h",129477,130985,"-"
"vnz_00580",-0.824601381897454,0.05,"18h",131314,131682,"-"
"vnz_00580",-0.450950237939923,1,"24h",131314,131682,"-"
"vnz_00580",-0.454554051367324,1,"48h",131314,131682,"-"
"vnz_00585",-0.340950529607187,1,"18h",131958,132413,"+"
"vnz_00585",-0.689470344488809,1,"24h",131958,132413,"+"
"vnz_00585",-0.225635183875477,1,"48h",131958,132413,"+"
"vnz_00590",-0.21849978160497,1,"18h",132471,132731,"+"
"vnz_00590",-0.498540167269982,1,"24h",132471,132731,"+"
"vnz_00590",-0.341676593986184,1,"48h",132471,132731,"+"
"vnz_00595",-0.331880772398684,1,"18h",132831,133739,"-"
"vnz_00595",-0.482158732496245,1,"24h",132831,133739,"-"
"vnz_00595",-0.500717179141863,1,"48h",132831,133739,"-"
"vnz_00600",-0.631109326211575,1,"18h",133823,134365,"-"
"vnz_00600",-0.712449416358786,1,"24h",133823,134365,"-"
"vnz_00600",0.14259027013971,1,"48h",133823,134365,"-"
"vnz_00605",-0.453818658751334,1,"18h",134392,135081,"-"
"vnz_00605",-0.412085208887773,1,"24h",134392,135081,"-"
"vnz_00605",-0.450412366690702,1,"48h",134392,135081,"-"
"vnz_00610",-0.637985127160265,1,"18h",135435,135737,"+"
"vnz_00610",-0.341969810272793,1,"24h",135435,135737,"+"
"vnz_00610",-0.702351623546506,1,"48h",135435,135737,"+"
"vnz_00615",-0.314309461593274,1,"18h",135822,137021,"+"
"vnz_00615",-0.378214557013418,1,"24h",135822,137021,"+"
"vnz_00615",-0.62784009358162,1,"48h",135822,137021,"+"
"vnz_00620",-0.31945795672768,1,"18h",137044,137994,"+"
"vnz_00620",-0.030033534260626,1,"24h",137044,137994,"+"
"vnz_00620",-0.26982008270652,1,"48h",137044,137994,"+"
"vnz_00625",-0.409984634229343,1,"18h",138191,139363,"+"
"vnz_00625",-0.437976243922217,1,"24h",138191,139363,"+"
"vnz_00625",-0.687116399773199,0.05,"48h",138191,139363,"+"
"vnz_00630",-0.329373906232152,1,"18h",139377,139949,"-"
"vnz_00630",-0.318149214856096,1,"24h",139377,139949,"-"
"vnz_00630",-0.246289440357814,1,"48h",139377,139949,"-"
"vnz_00635",-0.177797571853656,1,"18h",140069,140506,"+"
"vnz_00635",-0.200634782166476,1,"24h",140069,140506,"+"
"vnz_00635",-0.272640265972467,1,"48h",140069,140506,"+"
"vnz_00640",-1.28005810065676,0.05,"18h",140917,142437,"+"
"vnz_00640",-0.990940336526535,0.05,"24h",140917,142437,"+"
"vnz_00640",-0.590646068583087,1,"48h",140917,142437,"+"
"vnz_00645",-0.570412923033892,1,"18h",142600,143742,"-"
"vnz_00645",-0.32952495069671,1,"24h",142600,143742,"-"
"vnz_00645",-0.354875651741028,1,"48h",142600,143742,"-"
"vnz_00650",-0.463759020290047,1,"18h",143845,144840,"-"
"vnz_00650",-0.694439130868737,1,"24h",143845,144840,"-"
"vnz_00650",-0.599811394084421,1,"48h",143845,144840,"-"
"vnz_00655",-0.621154056433853,1,"18h",144830,145954,"-"
"vnz_00655",-0.694674502278638,1,"24h",144830,145954,"-"
"vnz_00655",-0.492488793265372,1,"48h",144830,145954,"-"
"vnz_00660",-0.414118347029926,1,"18h",146094,147683,"+"
"vnz_00660",-0.492186859712564,1,"24h",146094,147683,"+"
"vnz_00660",-0.356792411775828,1,"48h",146094,147683,"+"
"vnz_00665",-0.438739368074455,1,"18h",147702,148289,"-"
"vnz_00665",-0.473745678684961,1,"24h",147702,148289,"-"
"vnz_00665",-0.378918951711828,1,"48h",147702,148289,"-"
"vnz_00670",0.345004811854354,1,"18h",148447,148935,"+"
"vnz_00670",0.378340385784689,0.05,"24h",148447,148935,"+"
"vnz_00670",-0.0147552411458887,1,"48h",148447,148935,"+"
"vnz_00675",-0.41191061182793,1,"18h",149032,149586,"+"
"vnz_00675",-0.271950499832322,1,"24h",149032,149586,"+"
"vnz_00675",-0.0797236432510102,1,"48h",149032,149586,"+"
"vnz_00680",-0.354459776282472,1,"18h",149583,150764,"+"
"vnz_00680",-0.349329755090306,1,"24h",149583,150764,"+"
"vnz_00680",-0.585789164123141,1,"48h",149583,150764,"+"
"vnz_00685",-0.695525937762666,1,"18h",150845,152896,"-"
"vnz_00685",-0.553078452654611,1,"24h",150845,152896,"-"
"vnz_00685",-0.38659411225791,1,"48h",150845,152896,"-"
"vnz_00690",-0.558617881091602,1,"18h",153417,157514,"+"
"vnz_00690",-0.658847345558728,1,"24h",153417,157514,"+"
"vnz_00690",-0.213284580543347,1,"48h",153417,157514,"+"
"vnz_00695",-0.814445331520561,0.05,"18h",157516,157983,"+"
"vnz_00695",-0.755707121756234,1,"24h",157516,157983,"+"
"vnz_00695",-0.590547582341231,1,"48h",157516,157983,"+"
"vnz_00700",-0.4433786903393,1,"18h",158103,158957,"-"
"vnz_00700",-0.438745666225317,1,"24h",158103,158957,"-"
"vnz_00700",-0.507801082921999,1,"48h",158103,158957,"-"
"vnz_00705",-0.646858112386034,1,"18h",159027,159914,"+"
"vnz_00705",-0.265594299593747,1,"24h",159027,159914,"+"
"vnz_00705",-0.390060227924108,1,"48h",159027,159914,"+"
"vnz_00710",-0.210876885177645,1,"18h",159989,161356,"+"
"vnz_00710",-0.0639913414068444,1,"24h",159989,161356,"+"
"vnz_00710",-0.489917734201139,1,"48h",159989,161356,"+"
"vnz_00715",-0.21145581394886,1,"18h",161454,161900,"+"
"vnz_00715",-0.115083039512312,1,"24h",161454,161900,"+"
"vnz_00715",-0.512930782585616,1,"48h",161454,161900,"+"
"vnz_00720",-0.399828163875126,1,"18h",161951,162349,"-"
"vnz_00720",0.106547328274385,1,"24h",161951,162349,"-"
"vnz_00720",-0.297776031207124,1,"48h",161951,162349,"-"
"vnz_00725",-0.411560889572639,1,"18h",162520,163647,"+"
"vnz_00725",0.00893681146956183,1,"24h",162520,163647,"+"
"vnz_00725",-0.417148089561567,1,"48h",162520,163647,"+"
"vnz_00735",0.0272502858385827,1,"18h",166201,167373,"+"
"vnz_00735",0.342864386519164,1,"24h",166201,167373,"+"
"vnz_00735",-0.362148020091781,1,"48h",166201,167373,"+"
"vnz_00740",-0.689536799813856,1,"18h",167348,168010,"+"
"vnz_00740",-0.264295530098431,1,"24h",167348,168010,"+"
"vnz_00740",-0.619947715900581,1,"48h",167348,168010,"+"
"vnz_00745",-0.491288609519035,1,"18h",168262,168627,"+"
"vnz_00745",-0.0578205201170238,1,"24h",168262,168627,"+"
"vnz_00745",-0.480421333694668,1,"48h",168262,168627,"+"
