"chrom","chromStart","chromEnd","name"
"FR845719.1",136000,136249,"SMC_14"
"FR845719.1",138750,138999,"SMC_14"
"FR845719.1",140750,140999,"SMC_14"
"FR845719.1",141250,141499,"SMC_14"
"FR845719.1",141500,141749,"SMC_14"
"FR845719.1",141750,141999,"SMC_14"
"FR845719.1",143500,143749,"SMC_14"
"FR845719.1",146250,146499,"SMC_14"
"FR845719.1",147500,147749,"SMC_14"
"FR845719.1",148000,148249,"SMC_14"
"FR845719.1",151250,151499,"SMC_14"
"FR845719.1",152500,152749,"SMC_14"
"FR845719.1",152750,152999,"SMC_14"
"FR845719.1",153000,153249,"SMC_14"
"FR845719.1",153250,153499,"SMC_14"
"FR845719.1",153750,153999,"SMC_14"
"FR845719.1",156500,156749,"SMC_14"
"FR845719.1",156750,156999,"SMC_14"
"FR845719.1",157000,157249,"SMC_14"
"FR845719.1",161500,161749,"SMC_14"
"FR845719.1",164250,164499,"SMC_14"
"FR845719.1",164500,164749,"SMC_14"
"FR845719.1",168250,168499,"SMC_14"
"FR845719.1",169250,169499,"SMC_14"
"FR845719.1",169500,169749,"SMC_14"
"FR845719.1",169750,169999,"SMC_14"
"FR845719.1",172750,172999,"SMC_14"
"FR845719.1",173000,173249,"SMC_14"
"FR845719.1",173500,173749,"SMC_14"
"FR845719.1",174750,174999,"SMC_14"
"FR845719.1",186500,186749,"SMC_14"
"FR845719.1",187250,187499,"SMC_14"
"FR845719.1",193250,193499,"SMC_14"
"FR845719.1",194000,194249,"SMC_14"
"FR845719.1",194500,194749,"SMC_14"
"FR845719.1",195250,195499,"SMC_14"
"FR845719.1",195500,195749,"SMC_14"
"FR845719.1",196500,196749,"SMC_14"
"FR845719.1",197000,197249,"SMC_14"
"FR845719.1",197750,197999,"SMC_14"
"FR845719.1",206250,206499,"SMC_14"
"FR845719.1",208750,208999,"SMC_14"
"FR845719.1",212750,212999,"SMC_14"
"FR845719.1",213000,213249,"SMC_14"
"FR845719.1",213250,213499,"SMC_14"
"FR845719.1",226000,226249,"SMC_14"
"FR845719.1",228250,228499,"SMC_14"
"FR845719.1",228750,228999,"SMC_14"
"FR845719.1",230750,230999,"SMC_14"
"FR845719.1",231750,231999,"SMC_14"
"FR845719.1",232750,232999,"SMC_14"
"FR845719.1",233250,233499,"SMC_14"
"FR845719.1",233500,233749,"SMC_14"
"FR845719.1",235750,235999,"SMC_14"
"FR845719.1",239500,239749,"SMC_14"
"FR845719.1",239750,239999,"SMC_14"
"FR845719.1",241500,241749,"SMC_14"
"FR845719.1",241750,241999,"SMC_14"
"FR845719.1",242250,242499,"SMC_14"
"FR845719.1",242750,242999,"SMC_14"
"FR845719.1",243000,243249,"SMC_14"
"FR845719.1",243750,243999,"SMC_14"
"FR845719.1",244000,244249,"SMC_14"
"FR845719.1",244250,244499,"SMC_14"
"FR845719.1",244750,244999,"SMC_14"
"FR845719.1",245000,245249,"SMC_14"
"FR845719.1",246250,246499,"SMC_14"
"FR845719.1",246750,246999,"SMC_14"
"FR845719.1",248000,248249,"SMC_14"
"FR845719.1",252000,252249,"SMC_14"
"FR845719.1",252250,252499,"SMC_14"
"FR845719.1",256000,256249,"SMC_14"
"FR845719.1",257000,257249,"SMC_14"
"FR845719.1",257500,257749,"SMC_14"
"FR845719.1",259750,259999,"SMC_14"
"FR845719.1",260000,260249,"SMC_14"
"FR845719.1",260250,260499,"SMC_14"
"FR845719.1",260500,260749,"SMC_14"
"FR845719.1",260750,260999,"SMC_14"
"FR845719.1",266750,266999,"SMC_14"
"FR845719.1",267000,267249,"SMC_14"
"FR845719.1",280000,280249,"SMC_14"
"FR845719.1",280250,280499,"SMC_14"
"FR845719.1",280500,280749,"SMC_14"
"FR845719.1",280750,280999,"SMC_14"
"FR845719.1",281000,281249,"SMC_14"
"FR845719.1",283250,283499,"SMC_14"
"FR845719.1",284250,284499,"SMC_14"
"FR845719.1",286000,286249,"SMC_14"
"FR845719.1",287250,287499,"SMC_14"
"FR845719.1",288000,288249,"SMC_14"
"FR845719.1",293500,293749,"SMC_14"
"FR845719.1",299250,299499,"SMC_14"
"FR845719.1",301250,301499,"SMC_14"
"FR845719.1",307000,307249,"SMC_14"
"FR845719.1",307500,307749,"SMC_14"
"FR845719.1",307750,307999,"SMC_14"
"FR845719.1",316250,316499,"SMC_14"
"FR845719.1",316500,316749,"SMC_14"
"FR845719.1",317000,317249,"SMC_14"
"FR845719.1",317250,317499,"SMC_14"
"FR845719.1",317500,317749,"SMC_14"
"FR845719.1",318500,318749,"SMC_14"
"FR845719.1",319500,319749,"SMC_14"
"FR845719.1",321000,321249,"SMC_14"
"FR845719.1",324000,324249,"SMC_14"
"FR845719.1",327000,327249,"SMC_14"
"FR845719.1",330000,330249,"SMC_14"
"FR845719.1",330250,330499,"SMC_14"
"FR845719.1",330500,330749,"SMC_14"
"FR845719.1",330750,330999,"SMC_14"
"FR845719.1",335500,335749,"SMC_14"
"FR845719.1",347500,347749,"SMC_14"
"FR845719.1",348250,348499,"SMC_14"
"FR845719.1",348500,348749,"SMC_14"
"FR845719.1",350500,350749,"SMC_14"
"FR845719.1",355500,355749,"SMC_14"
"FR845719.1",357750,357999,"SMC_14"
"FR845719.1",358250,358499,"SMC_14"
"FR845719.1",364250,364499,"SMC_14"
"FR845719.1",364500,364749,"SMC_14"
"FR845719.1",367750,367999,"SMC_14"
"FR845719.1",368000,368249,"SMC_14"
"FR845719.1",370500,370749,"SMC_14"
"FR845719.1",370750,370999,"SMC_14"
"FR845719.1",372500,372749,"SMC_14"
"FR845719.1",373000,373249,"SMC_14"
"FR845719.1",373250,373499,"SMC_14"
"FR845719.1",386250,386499,"SMC_14"
"FR845719.1",389250,389499,"SMC_14"
"FR845719.1",390000,390249,"SMC_14"
"FR845719.1",391750,391999,"SMC_14"
"FR845719.1",393250,393499,"SMC_14"
"FR845719.1",393500,393749,"SMC_14"
"FR845719.1",393750,393999,"SMC_14"
"FR845719.1",394000,394249,"SMC_14"
"FR845719.1",394250,394499,"SMC_14"
"FR845719.1",394500,394749,"SMC_14"
"FR845719.1",394750,394999,"SMC_14"
"FR845719.1",395000,395249,"SMC_14"
"FR845719.1",399000,399249,"SMC_14"
"FR845719.1",402000,402249,"SMC_14"
"FR845719.1",403250,403499,"SMC_14"
"FR845719.1",403500,403749,"SMC_14"
"FR845719.1",403750,403999,"SMC_14"
"FR845719.1",405000,405249,"SMC_14"
"FR845719.1",405250,405499,"SMC_14"
"FR845719.1",408000,408249,"SMC_14"
"FR845719.1",408250,408499,"SMC_14"
"FR845719.1",408500,408749,"SMC_14"
"FR845719.1",408750,408999,"SMC_14"
"FR845719.1",409000,409249,"SMC_14"
"FR845719.1",413500,413749,"SMC_14"
"FR845719.1",415250,415499,"SMC_14"
"FR845719.1",416000,416249,"SMC_14"
"FR845719.1",416250,416499,"SMC_14"
"FR845719.1",418750,418999,"SMC_14"
"FR845719.1",423000,423249,"SMC_14"
"FR845719.1",423750,423999,"SMC_14"
"FR845719.1",425750,425999,"SMC_14"
"FR845719.1",427250,427499,"SMC_14"
"FR845719.1",428750,428999,"SMC_14"
"FR845719.1",429000,429249,"SMC_14"
"FR845719.1",429500,429749,"SMC_14"
"FR845719.1",434500,434749,"SMC_14"
"FR845719.1",435000,435249,"SMC_14"
"FR845719.1",435250,435499,"SMC_14"
"FR845719.1",442000,442249,"SMC_14"
"FR845719.1",442500,442749,"SMC_14"
"FR845719.1",442750,442999,"SMC_14"
"FR845719.1",443000,443249,"SMC_14"
"FR845719.1",444250,444499,"SMC_14"
"FR845719.1",444500,444749,"SMC_14"
"FR845719.1",455750,455999,"SMC_14"
"FR845719.1",456500,456749,"SMC_14"
"FR845719.1",457000,457249,"SMC_14"
"FR845719.1",466250,466499,"SMC_14"
"FR845719.1",469000,469249,"SMC_14"
"FR845719.1",478250,478499,"SMC_14"
"FR845719.1",484250,484499,"SMC_14"
"FR845719.1",486500,486749,"SMC_14"
"FR845719.1",487000,487249,"SMC_14"
"FR845719.1",487250,487499,"SMC_14"
"FR845719.1",487750,487999,"SMC_14"
"FR845719.1",490250,490499,"SMC_14"
"FR845719.1",490500,490749,"SMC_14"
"FR845719.1",495000,495249,"SMC_14"
"FR845719.1",499250,499499,"SMC_14"
"FR845719.1",499500,499749,"SMC_14"
"FR845719.1",5e+05,500249,"SMC_14"
"FR845719.1",500250,500499,"SMC_14"
"FR845719.1",503000,503249,"SMC_14"
"FR845719.1",509500,509749,"SMC_14"
"FR845719.1",509750,509999,"SMC_14"
"FR845719.1",517250,517499,"SMC_14"
"FR845719.1",521500,521749,"SMC_14"
"FR845719.1",535750,535999,"SMC_14"
"FR845719.1",536000,536249,"SMC_14"
"FR845719.1",540000,540249,"SMC_14"
"FR845719.1",540250,540499,"SMC_14"
"FR845719.1",541000,541249,"SMC_14"
"FR845719.1",545000,545249,"SMC_14"
"FR845719.1",545250,545499,"SMC_14"
"FR845719.1",546750,546999,"SMC_14"
"FR845719.1",551000,551249,"SMC_14"
"FR845719.1",556500,556749,"SMC_14"
"FR845719.1",557750,557999,"SMC_14"
"FR845719.1",563250,563499,"SMC_14"
"FR845719.1",576750,576999,"SMC_14"
"FR845719.1",577000,577249,"SMC_14"
"FR845719.1",578500,578749,"SMC_14"
"FR845719.1",581000,581249,"SMC_14"
"FR845719.1",583250,583499,"SMC_14"
"FR845719.1",584750,584999,"SMC_14"
"FR845719.1",585000,585249,"SMC_14"
"FR845719.1",585250,585499,"SMC_14"
"FR845719.1",587000,587249,"SMC_14"
"FR845719.1",588750,588999,"SMC_14"
"FR845719.1",596250,596499,"SMC_14"
"FR845719.1",603250,603499,"SMC_14"
"FR845719.1",610250,610499,"SMC_14"
"FR845719.1",611500,611749,"SMC_14"
"FR845719.1",613250,613499,"SMC_14"
"FR845719.1",631250,631499,"SMC_14"
"FR845719.1",633000,633249,"SMC_14"
"FR845719.1",634000,634249,"SMC_14"
"FR845719.1",634750,634999,"SMC_14"
"FR845719.1",636250,636499,"SMC_14"
"FR845719.1",636750,636999,"SMC_14"
"FR845719.1",637000,637249,"SMC_14"
"FR845719.1",637250,637499,"SMC_14"
"FR845719.1",637500,637749,"SMC_14"
"FR845719.1",641250,641499,"SMC_14"
"FR845719.1",654000,654249,"SMC_14"
"FR845719.1",656750,656999,"SMC_14"
"FR845719.1",659750,659999,"SMC_14"
"FR845719.1",661000,661249,"SMC_14"
"FR845719.1",666500,666749,"SMC_14"
"FR845719.1",666750,666999,"SMC_14"
"FR845719.1",671250,671499,"SMC_14"
"FR845719.1",676000,676249,"SMC_14"
"FR845719.1",677500,677749,"SMC_14"
"FR845719.1",677750,677999,"SMC_14"
"FR845719.1",680750,680999,"SMC_14"
"FR845719.1",682250,682499,"SMC_14"
"FR845719.1",684500,684749,"SMC_14"
"FR845719.1",688750,688999,"SMC_14"
"FR845719.1",690750,690999,"SMC_14"
"FR845719.1",695500,695749,"SMC_14"
"FR845719.1",697750,697999,"SMC_14"
"FR845719.1",7e+05,700249,"SMC_14"
"FR845719.1",700250,700499,"SMC_14"
"FR845719.1",700750,700999,"SMC_14"
"FR845719.1",713500,713749,"SMC_14"
"FR845719.1",714750,714999,"SMC_14"
"FR845719.1",715000,715249,"SMC_14"
"FR845719.1",716500,716749,"SMC_14"
"FR845719.1",720000,720249,"SMC_14"
"FR845719.1",724000,724249,"SMC_14"
"FR845719.1",724250,724499,"SMC_14"
"FR845719.1",724500,724749,"SMC_14"
"FR845719.1",724750,724999,"SMC_14"
"FR845719.1",725000,725249,"SMC_14"
"FR845719.1",725500,725749,"SMC_14"
"FR845719.1",725750,725999,"SMC_14"
"FR845719.1",726000,726249,"SMC_14"
"FR845719.1",726250,726499,"SMC_14"
"FR845719.1",726500,726749,"SMC_14"
"FR845719.1",726750,726999,"SMC_14"
"FR845719.1",730500,730749,"SMC_14"
"FR845719.1",731000,731249,"SMC_14"
"FR845719.1",733000,733249,"SMC_14"
"FR845719.1",733250,733499,"SMC_14"
"FR845719.1",733500,733749,"SMC_14"
"FR845719.1",735000,735249,"SMC_14"
"FR845719.1",735250,735499,"SMC_14"
"FR845719.1",739500,739749,"SMC_14"
"FR845719.1",739750,739999,"SMC_14"
"FR845719.1",742750,742999,"SMC_14"
"FR845719.1",743250,743499,"SMC_14"
"FR845719.1",745750,745999,"SMC_14"
"FR845719.1",747250,747499,"SMC_14"
"FR845719.1",747750,747999,"SMC_14"
"FR845719.1",749500,749749,"SMC_14"
"FR845719.1",750000,750249,"SMC_14"
"FR845719.1",751500,751749,"SMC_14"
"FR845719.1",751750,751999,"SMC_14"
"FR845719.1",752000,752249,"SMC_14"
"FR845719.1",752250,752499,"SMC_14"
"FR845719.1",752500,752749,"SMC_14"
"FR845719.1",752750,752999,"SMC_14"
"FR845719.1",753000,753249,"SMC_14"
"FR845719.1",753250,753499,"SMC_14"
"FR845719.1",753500,753749,"SMC_14"
"FR845719.1",753750,753999,"SMC_14"
"FR845719.1",754000,754249,"SMC_14"
"FR845719.1",754250,754499,"SMC_14"
"FR845719.1",754500,754749,"SMC_14"
"FR845719.1",756250,756499,"SMC_14"
"FR845719.1",756500,756749,"SMC_14"
"FR845719.1",758000,758249,"SMC_14"
"FR845719.1",759000,759249,"SMC_14"
"FR845719.1",760500,760749,"SMC_14"
"FR845719.1",760750,760999,"SMC_14"
"FR845719.1",761000,761249,"SMC_14"
"FR845719.1",761250,761499,"SMC_14"
"FR845719.1",765750,765999,"SMC_14"
"FR845719.1",766750,766999,"SMC_14"
"FR845719.1",770000,770249,"SMC_14"
"FR845719.1",771250,771499,"SMC_14"
"FR845719.1",773000,773249,"SMC_14"
"FR845719.1",773500,773749,"SMC_14"
"FR845719.1",774750,774999,"SMC_14"
"FR845719.1",776000,776249,"SMC_14"
"FR845719.1",776250,776499,"SMC_14"
"FR845719.1",776500,776749,"SMC_14"
"FR845719.1",776750,776999,"SMC_14"
"FR845719.1",777000,777249,"SMC_14"
"FR845719.1",777250,777499,"SMC_14"
"FR845719.1",777500,777749,"SMC_14"
"FR845719.1",777750,777999,"SMC_14"
"FR845719.1",778000,778249,"SMC_14"
"FR845719.1",779000,779249,"SMC_14"
"FR845719.1",779500,779749,"SMC_14"
"FR845719.1",780750,780999,"SMC_14"
"FR845719.1",781000,781249,"SMC_14"
"FR845719.1",781250,781499,"SMC_14"
"FR845719.1",781750,781999,"SMC_14"
"FR845719.1",782000,782249,"SMC_14"
"FR845719.1",782250,782499,"SMC_14"
"FR845719.1",782500,782749,"SMC_14"
"FR845719.1",782750,782999,"SMC_14"
"FR845719.1",783000,783249,"SMC_14"
"FR845719.1",783250,783499,"SMC_14"
"FR845719.1",784250,784499,"SMC_14"
"FR845719.1",784750,784999,"SMC_14"
"FR845719.1",785000,785249,"SMC_14"
"FR845719.1",785250,785499,"SMC_14"
"FR845719.1",785500,785749,"SMC_14"
"FR845719.1",786000,786249,"SMC_14"
"FR845719.1",798250,798499,"SMC_14"
"FR845719.1",800500,800749,"SMC_14"
"FR845719.1",803250,803499,"SMC_14"
"FR845719.1",816000,816249,"SMC_14"
"FR845719.1",825750,825999,"SMC_14"
"FR845719.1",834250,834499,"SMC_14"
"FR845719.1",834500,834749,"SMC_14"
"FR845719.1",836250,836499,"SMC_14"
"FR845719.1",838000,838249,"SMC_14"
"FR845719.1",839750,839999,"SMC_14"
"FR845719.1",840000,840249,"SMC_14"
"FR845719.1",841750,841999,"SMC_14"
"FR845719.1",842000,842249,"SMC_14"
"FR845719.1",845250,845499,"SMC_14"
"FR845719.1",846750,846999,"SMC_14"
"FR845719.1",847000,847249,"SMC_14"
"FR845719.1",847250,847499,"SMC_14"
"FR845719.1",847750,847999,"SMC_14"
"FR845719.1",849000,849249,"SMC_14"
"FR845719.1",849250,849499,"SMC_14"
"FR845719.1",849500,849749,"SMC_14"
"FR845719.1",849750,849999,"SMC_14"
"FR845719.1",859250,859499,"SMC_14"
"FR845719.1",859500,859749,"SMC_14"
"FR845719.1",860500,860749,"SMC_14"
"FR845719.1",869000,869249,"SMC_14"
"FR845719.1",873000,873249,"SMC_14"
"FR845719.1",880000,880249,"SMC_14"
"FR845719.1",886750,886999,"SMC_14"
"FR845719.1",890250,890499,"SMC_14"
"FR845719.1",895500,895749,"SMC_14"
"FR845719.1",897250,897499,"SMC_14"
"FR845719.1",899000,899249,"SMC_14"
"FR845719.1",903250,903499,"SMC_14"
"FR845719.1",904500,904749,"SMC_14"
"FR845719.1",906500,906749,"SMC_14"
"FR845719.1",906750,906999,"SMC_14"
"FR845719.1",912250,912499,"SMC_14"
"FR845719.1",912500,912749,"SMC_14"
"FR845719.1",919500,919749,"SMC_14"
"FR845719.1",919750,919999,"SMC_14"
"FR845719.1",920000,920249,"SMC_14"
"FR845719.1",920250,920499,"SMC_14"
"FR845719.1",920500,920749,"SMC_14"
"FR845719.1",921000,921249,"SMC_14"
"FR845719.1",921250,921499,"SMC_14"
"FR845719.1",924500,924749,"SMC_14"
"FR845719.1",929000,929249,"SMC_14"
"FR845719.1",929750,929999,"SMC_14"
"FR845719.1",931750,931999,"SMC_14"
"FR845719.1",932250,932499,"SMC_14"
"FR845719.1",933250,933499,"SMC_14"
"FR845719.1",934750,934999,"SMC_14"
"FR845719.1",936000,936249,"SMC_14"
"FR845719.1",936250,936499,"SMC_14"
"FR845719.1",936500,936749,"SMC_14"
"FR845719.1",937000,937249,"SMC_14"
"FR845719.1",941250,941499,"SMC_14"
"FR845719.1",941500,941749,"SMC_14"
"FR845719.1",946500,946749,"SMC_14"
"FR845719.1",946750,946999,"SMC_14"
"FR845719.1",947000,947249,"SMC_14"
"FR845719.1",949250,949499,"SMC_14"
"FR845719.1",950000,950249,"SMC_14"
"FR845719.1",950250,950499,"SMC_14"
"FR845719.1",950500,950749,"SMC_14"
"FR845719.1",953000,953249,"SMC_14"
"FR845719.1",956500,956749,"SMC_14"
"FR845719.1",961750,961999,"SMC_14"
"FR845719.1",962000,962249,"SMC_14"
"FR845719.1",962750,962999,"SMC_14"
"FR845719.1",964500,964749,"SMC_14"
"FR845719.1",965000,965249,"SMC_14"
"FR845719.1",966250,966499,"SMC_14"
"FR845719.1",969000,969249,"SMC_14"
"FR845719.1",977250,977499,"SMC_14"
"FR845719.1",981750,981999,"SMC_14"
"FR845719.1",990000,990249,"SMC_14"
"FR845719.1",990250,990499,"SMC_14"
"FR845719.1",999750,999999,"SMC_14"
"FR845719.1",1002500,1002749,"SMC_14"
"FR845719.1",1006000,1006249,"SMC_14"
"FR845719.1",1008000,1008249,"SMC_14"
"FR845719.1",1011250,1011499,"SMC_14"
"FR845719.1",1011750,1011999,"SMC_14"
"FR845719.1",1014250,1014499,"SMC_14"
"FR845719.1",1014500,1014749,"SMC_14"
"FR845719.1",1014750,1014999,"SMC_14"
"FR845719.1",1017250,1017499,"SMC_14"
"FR845719.1",1017750,1017999,"SMC_14"
"FR845719.1",1023250,1023499,"SMC_14"
"FR845719.1",1026500,1026749,"SMC_14"
"FR845719.1",1031250,1031499,"SMC_14"
"FR845719.1",1031500,1031749,"SMC_14"
"FR845719.1",1031750,1031999,"SMC_14"
"FR845719.1",1032000,1032249,"SMC_14"
"FR845719.1",1032250,1032499,"SMC_14"
"FR845719.1",1032500,1032749,"SMC_14"
"FR845719.1",1032750,1032999,"SMC_14"
"FR845719.1",1033000,1033249,"SMC_14"
"FR845719.1",1033250,1033499,"SMC_14"
"FR845719.1",1036500,1036749,"SMC_14"
"FR845719.1",1046250,1046499,"SMC_14"
"FR845719.1",1049500,1049749,"SMC_14"
"FR845719.1",1049750,1049999,"SMC_14"
"FR845719.1",1050000,1050249,"SMC_14"
"FR845719.1",1053250,1053499,"SMC_14"
"FR845719.1",1055250,1055499,"SMC_14"
"FR845719.1",1058250,1058499,"SMC_14"
"FR845719.1",1058500,1058749,"SMC_14"
"FR845719.1",1058750,1058999,"SMC_14"
"FR845719.1",1059000,1059249,"SMC_14"
"FR845719.1",1059250,1059499,"SMC_14"
"FR845719.1",1059500,1059749,"SMC_14"
"FR845719.1",1059750,1059999,"SMC_14"
"FR845719.1",1060000,1060249,"SMC_14"
"FR845719.1",1060250,1060499,"SMC_14"
"FR845719.1",1062250,1062499,"SMC_14"
"FR845719.1",1067750,1067999,"SMC_14"
"FR845719.1",1068000,1068249,"SMC_14"
"FR845719.1",1072750,1072999,"SMC_14"
"FR845719.1",1081000,1081249,"SMC_14"
"FR845719.1",1081250,1081499,"SMC_14"
"FR845719.1",1082250,1082499,"SMC_14"
"FR845719.1",1085250,1085499,"SMC_14"
"FR845719.1",1088750,1088999,"SMC_14"
"FR845719.1",1089750,1089999,"SMC_14"
"FR845719.1",1091500,1091749,"SMC_14"
"FR845719.1",1097000,1097249,"SMC_14"
"FR845719.1",1097250,1097499,"SMC_14"
"FR845719.1",1097750,1097999,"SMC_14"
"FR845719.1",1098250,1098499,"SMC_14"
"FR845719.1",1100000,1100249,"SMC_14"
"FR845719.1",1100500,1100749,"SMC_14"
"FR845719.1",1104750,1104999,"SMC_14"
"FR845719.1",1105000,1105249,"SMC_14"
"FR845719.1",1114500,1114749,"SMC_14"
"FR845719.1",1114750,1114999,"SMC_14"
"FR845719.1",1115250,1115499,"SMC_14"
"FR845719.1",1120250,1120499,"SMC_14"
"FR845719.1",1121750,1121999,"SMC_14"
"FR845719.1",1122500,1122749,"SMC_14"
"FR845719.1",1123500,1123749,"SMC_14"
"FR845719.1",1126750,1126999,"SMC_14"
"FR845719.1",1131750,1131999,"SMC_14"
"FR845719.1",1135000,1135249,"SMC_14"
"FR845719.1",1135250,1135499,"SMC_14"
"FR845719.1",1135500,1135749,"SMC_14"
"FR845719.1",1136500,1136749,"SMC_14"
"FR845719.1",1148500,1148749,"SMC_14"
"FR845719.1",1148750,1148999,"SMC_14"
"FR845719.1",1153750,1153999,"SMC_14"
"FR845719.1",1157000,1157249,"SMC_14"
"FR845719.1",1157250,1157499,"SMC_14"
"FR845719.1",1162750,1162999,"SMC_14"
"FR845719.1",1163750,1163999,"SMC_14"
"FR845719.1",1165500,1165749,"SMC_14"
"FR845719.1",1165750,1165999,"SMC_14"
"FR845719.1",1166000,1166249,"SMC_14"
"FR845719.1",1166250,1166499,"SMC_14"
"FR845719.1",1166500,1166749,"SMC_14"
"FR845719.1",1166750,1166999,"SMC_14"
"FR845719.1",1167000,1167249,"SMC_14"
"FR845719.1",1167250,1167499,"SMC_14"
"FR845719.1",1167500,1167749,"SMC_14"
"FR845719.1",1167750,1167999,"SMC_14"
"FR845719.1",1168000,1168249,"SMC_14"
"FR845719.1",1168500,1168749,"SMC_14"
"FR845719.1",1168750,1168999,"SMC_14"
"FR845719.1",1169000,1169249,"SMC_14"
"FR845719.1",1169250,1169499,"SMC_14"
"FR845719.1",1169500,1169749,"SMC_14"
"FR845719.1",1173250,1173499,"SMC_14"
"FR845719.1",1173500,1173749,"SMC_14"
"FR845719.1",1178000,1178249,"SMC_14"
"FR845719.1",1178250,1178499,"SMC_14"
"FR845719.1",1178500,1178749,"SMC_14"
"FR845719.1",1179000,1179249,"SMC_14"
"FR845719.1",1180500,1180749,"SMC_14"
"FR845719.1",1181000,1181249,"SMC_14"
"FR845719.1",1181250,1181499,"SMC_14"
"FR845719.1",1181500,1181749,"SMC_14"
"FR845719.1",1183500,1183749,"SMC_14"
"FR845719.1",1183750,1183999,"SMC_14"
"FR845719.1",1184250,1184499,"SMC_14"
"FR845719.1",1184500,1184749,"SMC_14"
"FR845719.1",1184750,1184999,"SMC_14"
"FR845719.1",1185000,1185249,"SMC_14"
